time (s), lifter (1cm), left pedal pos (1cm), left slider pos (1cm), right pedal pos (1cm), right slider pos (1cm), stock left extend pos (1cm), stock left slider pos (1cm), stock right extend pos (10cm), stock right slider pos (1cm), lifter current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A), stock left extend current (A), stock left slider current (A), stock right extend current (A), stock right slider current (A)
0,-0.00425,0,0,0,0,-0.002,0,-0.0009999999,0,0,0,0,0,0,0,0,0,0,
0.1,-0.00425,0,0,0,0,-0.002,0,-0.0009999999,0,0,0,0,0,0,0,0,0,0,
0.2,-0.00425,0,0,0,0,-0.002,0,-0.0009999999,0,0,0,0,0,0,0,0,0,0,
0.3,-0.00425,0,0,0,0,-0.002,0,-0.0009999999,0,0,0,0,0,0,0,0,0,0,
0.4,-0.00425,0,0,0,0,0.817,0.119,-0.0009999999,0,0,0,0,0,0,0,0,0,0,
0.5,-0.004,0,0,0,0,3.988,1.56,-0.0009999999,0,0,0,0,0,0,0,0,0,0,
0.6,-0.004,0,0,0,0,6.518,3.763,-0.0009999999,0,0,0,0,0,0,0,0,0,0,
0.7,-0.00425,0,0,0,0,8.443,6.123,-0.0009999999,0,0,0,0,0,0,0,0,0,0,
0.8,-0.00425,0,0,0,0,9.603,8.207,-0.0009999999,0,0,0,0,0,0,0,0,0,0,
0.9,-0.004,0,0,0,0,9.999,10.11,-0.0009999999,0,0,0,0,0,0,0,0,0,0,
1,-0.004,0,0,0,0,9.887,11.561,-0.0009999999,0,0,0,0,0,0,0,0,0,0,
1.1,-0.00425,0,0,0,0,9.177999,12.791,-0.0009999999,0,0,0,0,0,0,0,0,0,0,
1.2,-0.00425,0,0,0,0,7.828,13.76,-0.0009999999,0,0,0,0,0,0,0,0,0,0,
1.3,-0.00425,0,0,0,0,5.846,14.45,-0.0009999999,0,0,0,0,0,0,0,0,0,0,
1.4,-0.00425,0,0,0,0,3.095,14.882,-0.0009999999,0,0,0,0,0,0,0,0,0,0,
1.5,-0.00425,0,0,0,0,0.136,14.998,-0.0009999999,0,0,0,0,0,0,0,0,0,0,
1.6,0.43125,0,0,0,0,0.0009999999,14.993,-0.0009999999,0,0,0,0,0,0,0,0,0,0,
1.7,0.76,0,0,0,0,0.0009999999,14.961,-0.0009999999,0,0,0,0,0,0,0,0,0,0,
1.8,1.65075,0,0,0,0,-0.0009999999,14.034,-0.0009999999,0,0,0,0,0,0,0,0,0,0,
1.9,2.338,0,0,0,0,-0.0009999999,12.179,0.223,0.025,0,0,0,0,0,0,0,0,0,
2,2.76025,0,0,0,0,0,9.606,2.708,0.8939999,0,0,0,0,0,0,0,0,0,
