count, Stick Right Slider (10cm), left pedal pos (cm), left slider pos (cm), right pedal pos (cm), right slider pos (cm), current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A)
0,1.75,0,0,0,0,0.507,0,0,0,0,
0.01,1.7,0,0,0,0,0.504,0,0,0,0,
0.02,1.7,0,0,0,0,0.504,0,0,0,0,
0.03,1.64,0,0,0,0,0.582,0,0,0,0,
0.04,1.64,0,0,0,0,0.582,0,0,0,0,
0.05,1.59,0,0,0,0,0.582,0,0,0,0,
0.06,1.59,0,0,0,0,0.706,0,0,0,0,
0.07,1.59,0,0,0,0,0.706,0,0,0,0,
0.08,1.53,0,0,0,0,0.509,0,0,0,0,
0.09,1.53,0,0,0,0,0.509,0,0,0,0,
0.09999999,1.47,0,0,0,0,0.336,0,0,0,0,
0.11,1.47,0,0,0,0,0.336,0,0,0,0,
0.12,1.47,0,0,0,0,0.336,0,0,0,0,
0.13,1.41,0,0,0,0,0.211,0,0,0,0,
0.14,1.41,0,0,0,0,0.211,0,0,0,0,
0.15,1.35,0,0,0,0,0.233,0,0,0,0,
0.16,1.35,0,0,0,0,0.233,0,0,0,0,
0.17,1.35,0,0,0,0,0.233,0,0,0,0,
0.18,1.29,0,0,0,0,0.283,0,0,0,0,
0.19,1.29,0,0,0,0,0.283,0,0,0,0,
0.2,1.23,0,0,0,0,0.276,0,0,0,0,
0.21,1.23,0,0,0,0,0.276,0,0,0,0,
0.22,1.16,0,0,0,0,0.276,0,0,0,0,
0.23,1.16,0,0,0,0,0.233,0,0,0,0,
0.24,1.16,0,0,0,0,0.233,0,0,0,0,
0.25,1.1,0,0,0,0,0.253,0,0,0,0,
0.26,1.1,0,0,0,0,0.253,0,0,0,0,
0.27,1.04,0,0,0,0,0.269,0,0,0,0,
0.28,1.04,0,0,0,0,0.269,0,0,0,0,
0.29,1.04,0,0,0,0,0.269,0,0,0,0,
0.3,0.98,0,0,0,0,-0.023,0,0,0,0,
0.31,0.98,0,0,0,0,-0.023,0,0,0,0,
0.32,0.92,0,0,0,0,-0.098,0,0,0,0,
0.33,0.92,0,0,0,0,-0.098,0,0,0,0,
0.34,0.87,0,0,0,0,-0.098,0,0,0,0,
0.35,0.87,0,0,0,0,0.001,0,0,0,0,
0.36,0.87,0,0,0,0,0.001,0,0,0,0,
0.37,0.81,0,0,0,0,0.06,0,0,0,0,
0.38,0.81,0,0,0,0,0.06,0,0,0,0,
0.39,0.76,0,0,0,0,-0.01,0,0,0,0,
0.4,0.76,0,0,0,0,-0.01,0,0,0,0,
0.41,0.71,0,0,0,0,-0.076,0,0,0,0,
0.42,0.71,0,0,0,0,-0.076,0,0,0,0,
0.43,0.71,0,0,0,0,-0.076,0,0,0,0,
0.44,0.66,0,0,0,0,-0.024,0,0,0,0,
0.45,0.66,0,0,0,0,-0.024,0,0,0,0,
0.46,0.61,0,0,0,0,-0.061,0,0,0,0,
0.47,0.61,0,0,0,0,-0.061,0,0,0,0,
0.48,0.57,0,0,0,0,-0.061,0,0,0,0,
0.49,0.57,0,0,0,0,-0.095,0,0,0,0,
0.5,0.57,0,0,0,0,-0.095,0,0,0,0,
0.51,0.53,0,0,0,0,-0.021,0,0,0,0,
0.52,0.53,0,0,0,0,-0.021,0,0,0,0,
0.53,0.48,0,0,0,0,-0.032,0,0,0,0,
0.54,0.48,0,0,0,0,-0.032,0,0,0,0,
0.55,0.44,0,0,0,0,-0.032,0,0,0,0,
0.56,0.44,0,0,0,0,-0.098,0,0,0,0,
0.57,0.44,0,0,0,0,-0.098,0,0,0,0,
0.58,0.4,0,0,0,0,-0.038,0,0,0,0,
0.59,0.4,0,0,0,0,-0.038,0,0,0,0,
0.6,0.37,0,0,0,0,0.025,0,0,0,0,
0.61,0.37,0,0,0,0,0.025,0,0,0,0,
0.62,0.33,0,0,0,0,0.025,0,0,0,0,
0.63,0.33,0,0,0,0,0.098,0,0,0,0,
0.64,0.33,0,0,0,0,0.098,0,0,0,0,
0.65,0.3,0,0,0,0,-0.024,0,0,0,0,
0.66,0.3,0,0,0,0,-0.024,0,0,0,0,
0.67,0.27,0,0,0,0,-0.121,0,0,0,0,
0.68,0.27,0,0,0,0,-0.121,0,0,0,0,
0.69,0.24,0,0,0,0,-0.121,0,0,0,0,
0.7,0.24,0,0,0,0,-0.157,0,0,0,0,
0.71,0.24,0,0,0,0,-0.157,0,0,0,0,
0.72,0.21,0,0,0,0,-0.022,0,0,0,0,
0.73,0.21,0,0,0,0,-0.022,0,0,0,0,
0.74,0.18,0,0,0,0,-0.022,0,0,0,0,
0.75,0.18,0,0,0,0,-0.03,0,0,0,0,
0.76,0.18,0,0,0,0,-0.03,0,0,0,0,
0.77,0.16,0,0,0,0,-0.104,0,0,0,0,
0.78,0.16,0,0,0,0,-0.104,0,0,0,0,
0.79,0.13,0,0,0,0,-0.084,0,0,0,0,
0.8,0.13,0,0,0,0,-0.084,0,0,0,0,
0.81,0.13,0,0,0,0,-0.084,0,0,0,0,
0.82,0.11,0,0,0,0,-0.235,0,0,0,0,
0.83,0.11,0,0,0,0,-0.235,0,0,0,0,
0.84,0.09,0,0,0,0,-0.189,0,0,0,0,
0.85,0.09,0,0,0,0,-0.189,0,0,0,0,
0.86,0.09,0,0,0,0,-0.189,0,0,0,0,
0.87,0.07,0,0,0,0,-0.188,0,0,0,0,
0.88,0.07,0,0,0,0,-0.188,0,0,0,0,
0.89,0.06,0,0,0,0,-0.036,0,0,0,0,
0.9,0.06,0,0,0,0,-0.036,0,0,0,0,
