time (s), lifter (1cm), left pedal pos (1cm), left slider pos (1cm), right pedal pos (1cm), right slider pos (1cm), stock left extend pos (1cm), stock left slider pos (1cm), stock right extend pos (10cm), stock right slider pos (1cm), lifter current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A), stock left extend current (A), stock left slider current (A), stock right extend current (A), stock right slider current (A)
0,-0.00375,0,0,0,0,-0.002,0,-0.004,0,0,0,0,0,0,0,0,0,0,
0.1,-0.00375,0,0,0,0,-0.002,0,-0.004,0,0,0,0,0,0,0,0,0,0,
0.2,-0.004,0,0,0,0,-0.002,0,-0.004,0,0,0,0,0,0,0,0,0,0,
0.3,-0.004,0,0,0,0,0.759,0.12,-0.004,0,0,0,0,0,0,0,0,0,0,
0.4,-0.004,0,0,0,0,3.881,1.544,-0.004,0,0,0,0,0,0,0,0,0,0,
0.5,-0.004,0,0,0,0,6.465,3.944,-0.004,0,0,0,0,0,0,0,0,0,0,
0.6,-0.004,0,0,0,0,8.406,6.146,-0.004,0,0,0,0,0,0,0,0,0,0,
0.7,-0.004,0,0,0,0,9.584,8.226,-0.003,0,0,0,0,0,0,0,0,0,0,
0.8,-0.004,0,0,0,0,9.999,10.29,-0.004,0,0,0,0,0,0,0,0,0,0,
0.9,-0.00425,0,0,0,0,9.85,11.55,-0.004,0,0,0,0,0,0,0,0,0,0,
1,-0.004,0,0,0,0,9.08,12.785,-0.004,0,0,0,0,0,0,0,0,0,0,
1.1,-0.004,0,0,0,0,7.673,13.754,-0.004,0,0,0,0,0,0,0,0,0,0,
1.2,-0.00375,0,0,0,0,5.48,14.5,-0.003,0,0,0,0,0,0,0,0,0,0,
1.3,-0.004,0,0,0,0,2.917,14.863,-0.004,0,0,0,0,0,0,0,0,0,0,
1.4,-0.004,0,0,0,0,-0.079,14.998,-0.003,0,0,0,0,0,0,0,0,0,0,
1.5,0.371,0,0,0,0,0.009000001,14.994,-0.004,-0.0009999999,0,0,0,0,0,0,0,0,0,
1.6,1.135,0,0,0,0,0,14.558,-0.004,-0.0009999999,0,0,0,0,0,0,0,0,0,
1.7,1.94375,0,0,0,0,-0.0009999999,13.094,-0.004,0,0,0,0,0,0,0,0,0,0,
1.8,2.52375,0,0,0,0,0,10.566,0.822,0.179,0,0,0,0,0,0,0,0,0,
1.9,2.88175,0,0,0,0,0,7.596,4.198,1.926,0,0,0,0,0,0,0,0,0,
2,2.9995,0,0,0,0,0,5.205,6.547,4.078,0,0,0,0,0,0,0,0,0,
2.1,2.8295,0,0,0,0,0,2.806,8.461,6.401999,0,0,0,0,0,0,0,0,0,
2.2,1.9265,0,0,0,0,0,0.447,9.693,8.759,0,0,0,0,0,0,0,0,0,
2.3,1.11475,0,0,0,0,0,-1.373,10,10.213,0,0,0,0,0,0,0,0,0,
