time (s), lifter (10cm), left pedal pos (10cm), left slider pos (10cm), right pedal pos (10cm), right slider pos (10cm), stock left extend pos (10cm), stock left slider pos (10cm), stock right extend pos (10cm), stock right slider pos (10cm), lifter current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A), stock left extend current (A), stock left slider current (A), stock right extend current (A), stock right slider current (A)
0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,-0.031,-0.068,
0.01,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,-0.031,-0.068,
0.02,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,-0.031,-0.068,
0.03,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,-0.033,-0.063,
0.04,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,-0.033,-0.063,
0.05,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,-0.033,-0.063,
0.06,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.058,-0.087,
0.07,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.058,-0.087,
0.08,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.058,-0.087,
0.09,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,-0.126,-0.138,
0.09999999,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,-0.126,-0.138,
0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,-0.138,
0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,-0.113,
0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,-0.113,
0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,-0.223,
0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,-0.223,
0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,-0.223,
0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,-0.223,
0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,-0.223,
0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,-0.223,
0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,-7.165,
0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,-7.165,
0.22,0,0,0,0,0,0,0,0.01,0.14,0,0,0,0,0,0,0,-2.555,-7.165,
0.23,0,0,0,0,0,0,0,0.01,0.14,0,0,0,0,0,0,0,-2.555,-5.589,
0.24,0,0,0,0,0,0,0,0.01,0.14,0,0,0,0,0,0,0,-2.555,-5.589,
0.25,0,0,0,0,0,0,0,0.05,0.3,0,0,0,0,0,0,0,-2.414,-2.043,
0.26,0,0,0,0,0,0,0,0.05,0.3,0,0,0,0,0,0,0,-2.414,-2.043,
0.27,0,0,0,0,0,0,0,0.05,0.3,0,0,0,0,0,0,0,-2.414,-2.043,
0.28,0,0,0,0,0,0,0,0.11,0.47,0,0,0,0,0,0,0,-2.508,-0.867,
0.29,0,0,0,0,0,0,0,0.11,0.47,0,0,0,0,0,0,0,-2.508,-0.867,
0.3,0,0,0,0,0,0,0,0.11,0.47,0,0,0,0,0,0,0,-2.508,-0.867,
0.31,0,0,0,0,0,0,0,0.2,0.66,0,0,0,0,0,0,0,-2.503,-0.68,
0.32,0,0,0,0,0,0,0,0.2,0.66,0,0,0,0,0,0,0,-2.503,-0.68,
0.33,0,0,0,0,0,0,0,0.2,0.66,0,0,0,0,0,0,0,-2.503,-0.68,
0.34,0,0,0,0,0,0,0,0.32,0.84,0,0,0,0,0,0,0,-0.509,-0.491,
0.35,0,0,0,0,0,0,0,0.32,0.84,0,0,0,0,0,0,0,-0.509,-0.491,
0.36,0,0,0,0,0,0,0,0.45,1.01,0,0,0,0,0,0,0,-0.509,-0.491,
0.37,0,0,0,0,0,0,0,0.45,1.01,0,0,0,0,0,0,0,-0.842,-0.581,
0.38,0,0,0,0,0,0,0,0.45,1.01,0,0,0,0,0,0,0,-0.842,-0.581,
0.39,0,0,0,0,0,0,0,0.58,1.19,0,0,0,0,0,0,0,-0.842,-0.581,
0.4,0,0,0,0,0,0,0,0.58,1.19,0,0,0,0,0,0,0,-0.485,-0.21,
0.41,0,0,0,0,0,0,0,0.58,1.19,0,0,0,0,0,0,0,-0.485,-0.21,
0.42,0,0,0,0,0,0,0,0.72,1.38,0,0,0,0,0,0,0,-0.485,-0.21,
0.43,0,0,0,0,0,0,0,0.72,1.38,0,0,0,0,0,0,0,2.198,-0.387,
0.44,0,0,0,0,0,0,0,0.72,1.38,0,0,0,0,0,0,0,2.198,-0.387,
0.45,0,0,0,0,0,0,0,0.83,1.56,0,0,0,0,0,0,0,1.367,-0.387,
0.46,0,0,0,0,0,0,0,0.83,1.56,0,0,0,0,0,0,0,1.367,-0.488,
0.47,0,0,0,0,0,0,0,0.83,1.56,0,0,0,0,0,0,0,1.367,-0.488,
0.48,0,0,0,0,0,0,0,0.91,1.74,0,0,0,0,0,0,0,1.65,-0.713,
0.49,0,0,0,0,0,0,0,0.91,1.74,0,0,0,0,0,0,0,1.65,-0.713,
0.5,0,0,0,0,0,0,0,0.91,1.74,0,0,0,0,0,0,0,1.65,-0.713,
0.51,0,0,0,0,0,0,0,0.96,1.91,0,0,0,0,0,0,0,1.585,-0.584,
0.52,0,0,0,0,0,0,0,0.96,1.91,0,0,0,0,0,0,0,1.585,-0.584,
0.53,0,0,0,0,0,0,0,0.99,2.09,0,0,0,0,0,0,0,1.585,-0.584,
0.54,0,0,0,0,0,0,0,0.99,2.09,0,0,0,0,0,0,0,1.781,-0.541,
0.55,0,0,0,0,0,0,0,0.99,2.09,0,0,0,0,0,0,0,1.781,-0.541,
0.56,0,0,0,0,0,0,0,0.99,2.09,0,0,0,0,0,0,0,1.781,-0.541,
0.57,0,0,0,0,0,0,0,0.99,2.09,0,0,0,0,0,0,0,1.781,-0.541,
0.58,0,0,0,0,0,0,0,0.99,2.09,0,0,0,0,0,0,0,1.781,-0.541,
0.59,0,0,0,0,0,0,0,0.99,2.42,0,0,0,0,0,0,0,1.665,-0.525,
0.6,0,0,0,0,0,0,0,0.99,2.42,0,0,0,0,0,0,0,1.665,-0.525,
0.61,0,0,0,0,0,0,0,0.98,2.42,0,0,0,0,0,0,0,1.665,-0.525,
0.62,0,0,0,0,0,0,0,0.98,2.61,0,0,0,0,0,0,0,1.625,0.1,
0.63,0,0,0,0,0,0,0,0.98,2.61,0,0,0,0,0,0,0,1.625,0.1,
0.64,0,0,0,0,0,0,0,0.95,2.61,0,0,0,0,0,0,0,1.625,0.1,
0.65,0,0,0,0,0,0,0,0.95,2.79,0,0,0,0,0,0,0,1.647,-0.23,
0.66,0,0,0,0,0,0,0,0.95,2.79,0,0,0,0,0,0,0,1.647,-0.23,
