count, Stick Right Slider (10cm), left pedal pos (cm), left slider pos (cm), right pedal pos (cm), right slider pos (cm), current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A)
0,0.67,0,0,0,0,0.109,0,0,0,0,
0.01,0.67,0,0,0,0,0.109,0,0,0,0,
0.02,0.63,0,0,0,0,-0.079,0,0,0,0,
0.03,0.63,0,0,0,0,-0.079,0,0,0,0,
0.04,0.59,0,0,0,0,-0.079,0,0,0,0,
0.05,0.59,0,0,0,0,0.067,0,0,0,0,
0.06,0.59,0,0,0,0,0.067,0,0,0,0,
0.07,0.54,0,0,0,0,0.067,0,0,0,0,
0.08,0.54,0,0,0,0,0.067,0,0,0,0,
0.09,0.54,0,0,0,0,-5.513,0,0,0,0,
0.09999999,0.54,0,0,0,0,-5.513,0,0,0,0,
0.11,0.51,0,0,0,0,-5.824,0,0,0,0,
0.12,0.51,0,0,0,0,-5.824,0,0,0,0,
0.13,0.53,0,0,0,0,-6.326,0,0,0,0,
0.14,0.53,0,0,0,0,-6.326,0,0,0,0,
0.15,0.58,0,0,0,0,-6.326,0,0,0,0,
0.16,0.58,0,0,0,0,-6.195,0,0,0,0,
0.17,0.58,0,0,0,0,-6.195,0,0,0,0,
0.18,0.68,0,0,0,0,-5.69,0,0,0,0,
0.19,0.68,0,0,0,0,-5.69,0,0,0,0,
0.2,0.8,0,0,0,0,-2.579,0,0,0,0,
0.21,0.8,0,0,0,0,-2.579,0,0,0,0,
0.22,0.94,0,0,0,0,-2.579,0,0,0,0,
0.23,0.94,0,0,0,0,-0.914,0,0,0,0,
0.24,0.94,0,0,0,0,-0.914,0,0,0,0,
0.25,1.09,0,0,0,0,-0.4,0,0,0,0,
0.26,1.09,0,0,0,0,-0.4,0,0,0,0,
0.27,1.24,0,0,0,0,-0.887,0,0,0,0,
0.28,1.24,0,0,0,0,-0.887,0,0,0,0,
0.29,1.38,0,0,0,0,-0.887,0,0,0,0,
0.3,1.38,0,0,0,0,-0.555,0,0,0,0,
0.31,1.38,0,0,0,0,-0.555,0,0,0,0,
0.32,1.52,0,0,0,0,-0.366,0,0,0,0,
0.33,1.52,0,0,0,0,-0.366,0,0,0,0,
0.34,1.67,0,0,0,0,-0.371,0,0,0,0,
0.35,1.67,0,0,0,0,-0.371,0,0,0,0,
0.36,1.82,0,0,0,0,-0.156,0,0,0,0,
0.37,1.82,0,0,0,0,-0.156,0,0,0,0,
0.38,1.82,0,0,0,0,-0.156,0,0,0,0,
0.39,1.97,0,0,0,0,-0.032,0,0,0,0,
0.4,1.97,0,0,0,0,-0.032,0,0,0,0,
0.41,2.12,0,0,0,0,-0.723,0,0,0,0,
0.42,2.12,0,0,0,0,-0.723,0,0,0,0,
0.43,2.28,0,0,0,0,-0.723,0,0,0,0,
0.44,2.28,0,0,0,0,-0.228,0,0,0,0,
0.45,2.28,0,0,0,0,-0.228,0,0,0,0,
0.46,2.42,0,0,0,0,-0.373,0,0,0,0,
0.47,2.42,0,0,0,0,-0.373,0,0,0,0,
0.48,2.57,0,0,0,0,0.095,0,0,0,0,
0.49,2.57,0,0,0,0,0.095,0,0,0,0,
0.5,2.57,0,0,0,0,0.095,0,0,0,0,
0.51,2.73,0,0,0,0,-0.356,0,0,0,0,
0.52,2.73,0,0,0,0,-0.356,0,0,0,0,
0.53,2.88,0,0,0,0,-0.189,0,0,0,0,
0.54,2.88,0,0,0,0,-0.189,0,0,0,0,
0.55,3.03,0,0,0,0,-0.257,0,0,0,0,
0.56,3.03,0,0,0,0,-0.257,0,0,0,0,
0.57,3.17,0,0,0,0,-0.257,0,0,0,0,
0.58,3.17,0,0,0,0,-0.063,0,0,0,0,
0.59,3.17,0,0,0,0,-0.063,0,0,0,0,
0.6,3.32,0,0,0,0,-0.103,0,0,0,0,
0.61,3.32,0,0,0,0,-0.103,0,0,0,0,
0.62,3.47,0,0,0,0,-0.294,0,0,0,0,
0.63,3.47,0,0,0,0,-0.294,0,0,0,0,
0.64,3.61,0,0,0,0,-0.294,0,0,0,0,
0.65,3.61,0,0,0,0,-0.043,0,0,0,0,
0.66,3.61,0,0,0,0,-0.043,0,0,0,0,
0.67,3.76,0,0,0,0,-0.263,0,0,0,0,
0.68,3.76,0,0,0,0,-0.263,0,0,0,0,
0.69,3.91,0,0,0,0,-0.306,0,0,0,0,
0.7,3.91,0,0,0,0,-0.306,0,0,0,0,
0.71,4.06,0,0,0,0,-0.224,0,0,0,0,
0.72,4.06,0,0,0,0,-0.224,0,0,0,0,
0.73,4.21,0,0,0,0,-0.224,0,0,0,0,
0.74,4.21,0,0,0,0,-0.409,0,0,0,0,
0.75,4.21,0,0,0,0,-0.409,0,0,0,0,
0.76,4.35,0,0,0,0,-0.292,0,0,0,0,
0.77,4.35,0,0,0,0,-0.292,0,0,0,0,
0.78,4.5,0,0,0,0,-0.443,0,0,0,0,
0.79,4.5,0,0,0,0,-0.443,0,0,0,0,
0.8,4.65,0,0,0,0,-0.11,0,0,0,0,
0.81,4.65,0,0,0,0,-0.11,0,0,0,0,
0.82,4.65,0,0,0,0,-0.11,0,0,0,0,
0.83,4.79,0,0,0,0,-0.033,0,0,0,0,
0.84,4.79,0,0,0,0,-0.033,0,0,0,0,
0.85,4.94,0,0,0,0,-0.369,0,0,0,0,
0.86,4.94,0,0,0,0,-0.369,0,0,0,0,
0.87,5.09,0,0,0,0,-0.148,0,0,0,0,
0.88,5.09,0,0,0,0,-0.148,0,0,0,0,
0.89,5.23,0,0,0,0,-0.148,0,0,0,0,
0.9,5.23,0,0,0,0,-0.288,0,0,0,0,
0.91,5.23,0,0,0,0,-0.288,0,0,0,0,
0.92,5.38,0,0,0,0,-0.631,0,0,0,0,
0.93,5.38,0,0,0,0,-0.631,0,0,0,0,
0.94,5.52,0,0,0,0,-0.439,0,0,0,0,
0.95,5.52,0,0,0,0,-0.439,0,0,0,0,
0.96,5.67,0,0,0,0,4.429,0,0,0,0,
0.97,5.67,0,0,0,0,4.429,0,0,0,0,
0.98,5.67,0,0,0,0,4.429,0,0,0,0,
0.9899999,5.79,0,0,0,0,7.648,0,0,0,0,
1,5.79,0,0,0,0,7.648,0,0,0,0,
1.01,5.86,0,0,0,0,5.029,0,0,0,0,
1.02,5.86,0,0,0,0,5.029,0,0,0,0,
1.03,5.9,0,0,0,0,2.092,0,0,0,0,
1.04,5.9,0,0,0,0,2.092,0,0,0,0,
1.05,5.91,0,0,0,0,2.092,0,0,0,0,
1.06,5.91,0,0,0,0,0.852,0,0,0,0,
1.07,5.91,0,0,0,0,0.852,0,0,0,0,
1.08,5.91,0,0,0,0,0.647,0,0,0,0,
1.09,5.91,0,0,0,0,0.647,0,0,0,0,
1.1,5.92,0,0,0,0,0.963,0,0,0,0,
1.11,5.92,0,0,0,0,0.963,0,0,0,0,
1.12,5.92,0,0,0,0,0.963,0,0,0,0,
1.13,5.91,0,0,0,0,0.925,0,0,0,0,
1.14,5.91,0,0,0,0,0.925,0,0,0,0,
1.15,5.9,0,0,0,0,0.855,0,0,0,0,
1.16,5.9,0,0,0,0,0.855,0,0,0,0,
