time (s), lifter (10cm), left pedal pos (10cm), left slider pos (10cm), right pedal pos (10cm), right slider pos (10cm), stock left extend pos (10cm), stock left slider pos (10cm), stock right extend pos (10cm), stock right slider pos (10cm), lifter current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A), stock left extend current (A), stock left slider current (A), stock right extend current (A), stock right slider current (A)
0,0,0,0,0,0,0,0,0,0,-0.027,0.002,0.011,0,0.007,-0.003,0.081,-0.25,-0.008,
0.01,0,0,0,0,0,0,0,0,0,-0.027,0.002,0.011,0,0.007,-0.003,0.058,-0.389,0.004,
0.02,0,0,0,0,0,0,0,0,0,-0.027,0.002,0.011,0,0.007,-0.003,0.058,-0.389,0.004,
0.03,0,0,0,0,0,0,0,0,0,-0.027,0.002,0.011,0,0.007,-0.003,0.058,-0.389,0.004,
0.04,0,0,0,0,0,0,0,0,0,-0.027,0.002,0.011,0,0.007,-0.003,0.058,-0.389,0.004,
0.05,0,0,0,0,0,0,0,0,0,-0.027,0.002,0.011,0,0.007,-0.003,0.058,-0.389,0.004,
0.06,0,0,0,0,0,0,0,0,0,-0.027,0.002,0.011,0,0.007,-0.003,0.058,-0.389,0.004,
0.07,0,0,0,0,0,0,0,0,0,-0.044,0.002,-0.018,0.02,0.003,-0.003,0.058,-0.389,0.004,
0.08,0,0,0,0,0,0,0,0,0,-0.044,0.002,-0.018,0.02,0.003,0.009,0.013,-0.453,0.004,
0.09,0,0,0,0,0,0,0,0,0,-0.044,0.002,-0.018,0.02,0.003,0.009,0.013,-0.453,0.015,
0.09999999,0,0,0,0,0,0,0,0,0,-0.044,0.002,-0.018,0.02,0.003,0.009,0.013,-0.453,0.015,
0.11,0,0,0,0,0,0,0,0,0,-0.044,0.002,-0.018,0.02,0.003,0.009,0.013,-0.453,0.015,
0.12,0,0,0,0,0,0,0,0,0,-0.044,0.002,-0.018,0.02,0.003,0.009,0.013,-0.453,0.015,
0.13,0,0,0,0,0,0,0,0.01,0,-0.027,-0.009,0.004,0.02,0.003,0.009,0.013,-0.453,0.015,
0.14,0,0,0,0,0,0,0,0.01,0,-0.027,-0.009,0.004,0.027,-0.031,-0.003,0.114,-0.453,0.015,
0.15,0,0,0,0,0,0,0,0.01,0,-0.027,-0.009,0.004,0.027,-0.031,-0.003,0.114,-0.375,-0.031,
0.16,0,0,0,0,0,0,0,0.01,0,-0.027,-0.009,0.004,0.027,-0.031,-0.003,0.114,-0.375,-0.031,
0.17,0,0,0,0,0,0,0,0.01,0,-0.027,-0.009,0.004,0.027,-0.031,-0.003,0.114,-0.375,-0.031,
0.18,0,0,0,0,0,0,0,0.01,0,-0.027,-0.009,0.004,0.027,-0.031,-0.003,0.114,-0.375,-0.031,
0.19,0,0,0,0,0,0,0,0.02,0,0.001,-0.009,0.004,0.027,-0.031,-0.003,0.114,-0.375,-0.031,
0.2,0,0,0,0,0,0,0,0.02,0,0.001,0.002,0.006,0.011,-0.004,-0.003,0.114,-0.375,-0.031,
0.21,0,0,0,0,0,0,0,0.02,0,0.001,0.002,0.006,0.011,-0.004,-0.003,0.046,-0.393,-0.031,
0.22,0,0,0,0,0,0,0,0.02,0,0.001,0.002,0.006,0.011,-0.004,-0.003,0.046,-0.393,0.083,
0.23,0,0,0,0,0,0,0,0.02,0,0.001,0.002,0.006,0.011,-0.004,-0.003,0.046,-0.393,0.083,
0.24,0,0,0,0,0,0,0,0.02,0,0.001,0.002,0.006,0.011,-0.004,-0.003,0.046,-0.393,0.083,
0.25,0,0,0,0,0,0,0,0.04,0,0.001,0.002,0.006,0.011,-0.004,-0.003,0.046,-0.393,0.083,
0.26,0,0,0,0,0,0,0,0.04,0,0.057,-0.009,-0.008,-0.045,0.007,-0.003,0.046,-0.393,0.083,
0.27,0,0,0,0,0,0,0,0.04,0,0.057,-0.009,-0.008,-0.045,0.007,-0.003,0.026,-0.438,0.049,
0.28,0,0,0,0,0,0,0,0.04,0,0.057,-0.009,-0.008,-0.045,0.007,-0.003,0.026,-0.438,0.049,
0.29,0,0,0,0,0,0,0,0.04,0,0.057,-0.009,-0.008,-0.045,0.007,-0.003,0.026,-0.438,0.049,
0.3,0,0,0,0,0,0,0,0.04,0,0.057,-0.009,-0.008,-0.045,0.007,-0.003,0.026,-0.438,0.049,
0.31,0,0,0,0,0,0,0,0.07,0,-0.035,0.002,-0.008,-0.045,0.007,-0.003,0.026,-0.438,0.049,
0.32,0,0,0,0,0,0,0,0.07,0,-0.035,0.002,-0.002,-0.003,0.006,0.02,0.026,-0.438,0.049,
0.33,0,0,0,0,0,0,0,0.07,0,-0.035,0.002,-0.002,-0.003,0.006,0.02,0.026,-0.447,-0.008,
0.34,0,0,0,0,0,0,0,0.07,0,-0.035,0.002,-0.002,-0.003,0.006,0.02,0.026,-0.447,-0.008,
0.35,0,0,0,0,0,0,0,0.07,0,-0.035,0.002,-0.002,-0.003,0.006,0.02,0.026,-0.447,-0.008,
0.36,0,0,0,0,0,0,0,0.07,0,-0.035,0.002,-0.002,-0.003,0.006,0.02,0.026,-0.447,-0.008,
0.37,0,0,0,0,0,0,0,0.07,0,-0.035,0.002,-0.002,-0.003,0.006,0.02,0.026,-0.447,-0.008,
0.38,0,0,0,0,0,0,0,0.1,0,0.026,0.002,-0.002,-0.003,0.006,0.02,0.026,-0.447,-0.008,
0.39,0,0,0,0,0,0,0,0.1,0,0.026,0.012,-0.024,0.015,0.006,0.02,0.026,-0.447,-0.008,
0.4,0,0,0,0,0,0,0,0.1,0,0.026,0.012,-0.024,0.015,0.03,-0.014,0.058,-0.408,-0.008,
0.41,0,0,0,0,0,0,0,0.1,0,0.026,0.012,-0.024,0.015,0.03,-0.014,0.058,-0.408,-0.088,
0.42,0,0,0,0,0,0,0,0.1,0,0.026,0.012,-0.024,0.015,0.03,-0.014,0.058,-0.408,-0.088,
0.43,0,0,0,0,0,0,0,0.1,0,0.026,0.012,-0.024,0.015,0.03,-0.014,0.058,-0.408,-0.088,
0.44,0,0,0,0,0,0,0,0.1,0,0.026,0.012,-0.024,0.015,0.03,-0.014,0.058,-0.408,-0.088,
0.45,0,0,0,0,0,0,0,0.15,0,0.026,0.012,-0.024,0.015,0.03,-0.014,0.058,-0.408,-0.088,
0.46,0,0,0,0,0,0,0,0.15,0,-0.027,0.002,-0.024,0.015,0.03,-0.014,0.058,-0.408,-0.088,
0.47,0,0,0,0,0,0,0,0.15,0,-0.027,0.002,0.028,0.019,0.009,-0.026,0.058,-0.408,-0.088,
0.48,0,0,0,0,0,0,0,0.15,0,-0.027,0.002,0.028,0.019,0.009,-0.026,0.049,-0.44,0.072,
