time (s), lifter (1cm), left pedal pos (1cm), left slider pos (1cm), right pedal pos (1cm), right slider pos (1cm), stock left extend pos (1cm), stock left slider pos (1cm), stock right extend pos (10cm), stock right slider pos (1cm), lifter current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A), stock left extend current (A), stock left slider current (A), stock right extend current (A), stock right slider current (A)
0,-0.00225,0,0,0,0,-0.0009999999,0,0,0,0,0,0,0,0,0,0,0,0,
0.1,-0.00225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.2,-0.00225,0,0,0,0,-0.0009999999,0,0,0,0,0,0,0,0,0,0,0,0,
0.3,-0.00225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.4,0,0,0,0,0,-0.0009999999,0,0,0,0,0,0,0,0,0,0,0,0,
0.5,-0.00225,0,0,0,0,-0.0009999999,0,0,0,0,0,0,0,0,0,0,0,0,
0.6,-0.0025,0,0,0,0,-0.0009999999,0,0,0,0,0,0,0,0,0,0,0,0,
0.7,-0.0025,0,0,0,0,-0.0009999999,0,0,0,0,0,0,0,0,0,0,0,0,
0.8,-0.00225,0,0,0,0,-0.0009999999,0,0,0,0,0,0,0,0,0,0,0,0,
0.9,-0.00225,0,0,0,0,-0.0009999999,0,0,0,0,0,0,0,0,0,0,0,0,
1,-0.00225,0,0,0,0,-0.0009999999,0,0,0,0,0,0,0,0,0,0,0,0,
1.1,-0.00225,0,0,0,0,-0.0009999999,0,0,0,0,0,0,0,0,0,0,0,0,
1.2,-0.00225,0,0,0,0,-0.0009999999,0,0,0,0,0,0,0,0,0,0,0,0,
1.3,-0.00225,0,0,0,0,-0.0009999999,0,0,0,0,0,0,0,0,0,0,0,0,
1.4,-0.002,0,0,0,0,-0.0009999999,0,0,0,0,0,0,0,0,0,0,0,0,
1.5,-0.00225,0,0,0,0,-0.0009999999,0,0,0,0,0,0,0,0,0,0,0,0,
1.6,-0.00225,0,0,0,0,-0.0009999999,0,0,0,0,0,0,0,0,0,0,0,0,
1.7,-0.002,0,0,0,0,0.003,0.046,0,0,0,0,0,0,0,0,0,0,0,
1.8,-0.00225,0,0,0,0,0.107,0.231,0,0,0,0,0,0,0,0,0,0,0,
1.9,-0.00225,0,0,0,0,0.9399999,1.328,0,0,0,0,0,0,0,0,0,0,0,
2,-0.0025,0,0,0,0,2.585,3.205,0,0,0,0,0,0,0,0,0,0,0,
2.1,-0.00225,0,0,0,0,4.934,5.154,0,0,0,0,0,0,0,0,0,0,0,
2.2,-0.00225,0,0,0,0,7.364,7.036,0,0,0,0,0,0,0,0,0,0,0,
2.3,-0.0025,0,0,0,0,8.993,8.54,0,0,0,0,0,0,0,0,0,0,0,
2.4,-0.00225,0,0,0,0,9.933001,10.179,0,0,0,0,0,0,0,0,0,0,0,
2.5,-0.00225,0,0,0,0,9.976999,11.201,0,0,0,0,0,0,0,0,0,0,0,
2.6,-0.00225,0,0,0,0,9.585,12.364,0,0.0009999999,0,0,0,0,0,0,0,0,0,
2.7,-0.00225,0,0,0,0,8.857,13.175,0,0.0009999999,0,0,0,0,0,0,0,0,0,
2.8,-0.0025,0,0,0,0,7.688,13.892,0,0.0009999999,0,0,0,0,0,0,0,0,0,
2.9,-0.00225,0,0,0,0,6.111,14.429,-0.0009999999,0.0009999999,0,0,0,0,0,0,0,0,0,
3,-0.00225,0,0,0,0,4.03,14.809,0,0.0009999999,0,0,0,0,0,0,0,0,0,
3.1,-0.00225,0,0,0,0,1.765,14.974,0,0.0009999999,0,0,0,0,0,0,0,0,0,
3.2,0.00525,0,0,0,0,0.027,14.997,0,0.0009999999,0,0,0,0,0,0,0,0,0,
3.3,0.2985,0,0,0,0,0.009000001,14.744,0,0.0009999999,0,0,0,0,0,0,0,0,0,
3.4,2.009,0,0,0,0,-0.0009999999,12.195,0.037,0.015,0,0,0,0,0,0,0,0,0,
3.5,2.22575,0,0,0,0,-0.0009999999,11.579,0.152,0.116,0,0,0,0,0,0,0,0,0,
3.6,2.872,0,0,0,0,-0.0009999999,9.238,0.961,0.875,0,0,0,0,0,0,0,0,0,
3.7,2.9965,0,0,0,0,0,6.803,2.62,2.572,0,0,0,0,0,0,0,0,0,
3.8,2.88375,0,0,0,0,0,4.386,5.196,4.713,0,0,0,0,0,0,0,0,0,
3.9,2.637,0,0,0,0,0,2.393,7.341001,6.4,0,0,0,0,0,0,0,0,0,
4,2.25225,0,0,0,0,0,0.454,9.002,8.033,0,0,0,0,0,0,0,0,0,
4.1,1.73675,0,0,0,0,-0.0009999999,-1.327,9.87,9.533,0,0,0,0,0,0,0,0,0,
4.2,1.163,0,0,0,0,0,-3.079,9.994,10.992,0,0,0,0,0,0,0,0,0,
4.3,0.6825,0,0,0,0,0,-4.412,9.735,11.975,0,0,0,0,0,0,0,0,0,
4.4,0.318,0,0,0,0,0.0009999999,-5.691,9.063,12.923,0,0,0,0,0,0,0,0,0,
4.5,0.09075,0,0,0,0,0.0009999999,-6.804,7.986,13.693,0,0,0,0,0,0,0,0,0,
4.6,0.00075,0,0,0,0,0.0009999999,-7.832,6.344,14.323,0,0,0,0,0,0,0,0,0,
4.7,-0.00075,0,0,0,0,0,-8.535,4.6,14.698,0,0,0,0,0,0,0,0,0,
4.8,0,0,0,0,0,0,-9.151,2.303,14.934,0,0,0,0,0,0,0,0,0,
4.9,0.00075,0,0,0,0,0,-9.721,0.032,14.993,0,0,0,0,0,0,0,0,0,
5,0.16925,0,0,0,0,0,-9.881,0.032,14.88,0,0,0,0,0,0,0,0,0,
5.1,0.8935,0,0,0,0,0,-9.997,0.003,13.822,0,0,0,0,0,0,0,0,0,
5.2,2.15025,0,0,0,0,0,-9.917,-0.0009999999,11.394,0,0,0,0,0,0,0,0,0,
5.3,2.75575,0,0,0,0,0.225,-9.245,-0.0009999999,9.871,0,0,0,0,0,0,0,0,0,
5.4,3,0,0,0,0,1.521,-6.401,-0.0009999999,6.917,0,0,0,0,0,0,0,0,0,
5.5,2.95125,0,0,0,0,3.129,-3.51,0,4.776,0,0,0,0,0,0,0,0,0,
5.6,2.76375,0,0,0,0,5.474,-0.56,0,2.914,0,0,0,0,0,0,0,0,0,
5.7,2.441,0,0,0,0,7.771,2.388,0,0.9,0,0,0,0,0,0,0,0,0,
5.8,1.983,0,0,0,0,9.259,4.939,0,-0.9,0,0,0,0,0,0,0,0,0,
5.9,1.399,0,0,0,0,9.993,7.697,0,-2.919,0,0,0,0,0,0,0,0,0,
6,0.895,0,0,0,0,9.979,9.226999,0,-4.065,0,0,0,0,0,0,0,0,0,
6.1,0.46775,0,0,0,0,9.626,10.926,0,-5.389,0,0,0,0,0,0,0,0,0,
