count, lifter pos (mm), left pedal pos (mm), left slider pos (mm), right pedal pos (mm), right slider pos (mm), lifter current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A)
0,0,0,0,0,0,-0.066,1.637,0.39,0.015,-0.571,
1,0,0,0,0,0,-0.044,1.637,0.41,-0.013,-0.56,
2,0,0,0,0,0,0.013,1.637,0.401,0.009,-0.563,
3,0,0,0,0,0,0.025,1.626,0.41,-0.002,-0.552,
4,0,0,0,0,0,-0.009,1.637,0.391,0.004,-0.576,
5,0,0,0,0,0,-0.032,1.637,0.361,-0.019,-0.547,
6,0,0,0,0,0,0.036,1.637,0.401,0.021,-0.531,
7,0,0,0,0,0,0.105,1.637,0.4,-0.002,-0.571,
8,0,0,0,0,0,0.116,1.637,0.371,-0.024,-0.574,
9,0,0,0,0,0,0.048,1.637,0.391,0.009,-0.555,
10,0,0,0,0,0,-0.032,1.637,0.371,0.015,-0.552,
11,0,0,0,0,0,-0.032,1.637,0.391,-0.008,-0.563,
12,0,0,0,0,0,0.082,1.637,0.342,0.009,-0.563,
13,0,0,0,0,0,0.127,1.637,0.38,0.009,-0.566,
14,0,0,0,0,0,0.07,1.637,0.381,0.009,-0.55,
15,0,0,0,0,0,0.013,1.637,0.381,0.043,-0.555,
16,0,0,0,0,0,0.036,1.626,0.39,0.015,-0.547,
17,0,0,0,0,0,0.025,1.637,0.381,-0.008,-0.582,
18,0,0,0,0,0,-0.009,1.637,0.371,0.026,-0.55,
19,0,0,0,0,0,-0.021,-0.028,0.4,0.015,-0.552,
20,0,0,0,0,0,0.048,-0.007,0.019,-0.002,-0.547,
21,0,0,0,0,0,-0.055,-0.007,-0.03,0.015,-0.031,
22,0,0,-0.03,0,0.006,-0.123,-0.007,-1.511,-0.058,0.012,
23,0,0,-0.51,0,0.006,0.025,-0.007,-1.294,-0.03,0.007,
24,0,0,-1.764,0,0.006,-0.021,-0.007,-1.378,0.004,-0.022,
25,0,0,-3.528,0,0.006,0.048,-0.007,-1.772,0.021,-0.02,
26,0,0,-5.766,0,0.006,-0.078,-0.007,-1.556,-0.002,0.003,
27,0,0,-8.628,0,0.006,0.013,-0.018,-1.2,-0.008,0.001,
28,0,0,-11.982,0,0.006,0.036,-0.007,-1.212,0.004,0.014,
29,0,0,-15.894,0,0.006,-0.032,0.004,-1.809,-0.008,-0.016,
30,0,0,-20.202,0,0.006,-0.044,-0.007,0.429,-0.008,0.001,
31,0,0,-24.576,0,0.006,-0.101,-0.007,0.489,0.021,0.007,
32,0,0,-28.38,0,0.006,0.082,0.004,-0.119,0.032,-0.033,
33,0,0,-31.95,0,0.006,0.025,-0.007,0.038,0.032,0.007,
34,0,0,-34.788,0,0.006,-0.009,0.004,0.297,0.009,-0.008,
35,0,0,-37.086,0,0.006,0.07,0.004,0.263,-0.041,-0.01,
36,0,0,-38.802,0,0.006,0.013,-0.007,0.193,-0.013,-0.003,
37,0,0,-39.624,0,0.006,0.002,-0.007,0.282,-0.013,0.018,
38,0,0,-39.864,0,0.006,0.002,-0.007,2.177,-0.008,-1.403,
39,0,0,-38.61,0,-0.36,0.036,-0.007,2.426,-0.013,-1.243,
40,0,0,-34.836,0,-2.01,-0.044,-0.018,2.43,0.015,-1.317,
41,0,0,-29.142,0,-4.578,0.07,-0.018,2.41,0.021,-1.437,
42,0,0,-22.728,0,-7.356,0.105,0.004,2.355,-0.013,-1.43,
43,0,0,-13.68,0,-12.576,0.002,-0.007,2.805,0.043,-1.86,
44,0,0,-3.18,0,-17.19,-0.044,-0.007,-0.109,0.032,-1.527,
45,0,0,7.98,0,-22.698,-0.021,-0.007,-0.169,-0.008,-0.057,
46,0,0,18.096,0.003,-28.218,-0.078,0.015,-0.95,-0.019,0.158,
47,0,0,26.058,0,-32.28,0.048,0.015,-1.115,-0.036,0.011,
48,0,0,33.09,0,-35.832,-0.032,-0.018,-0.872,-0.019,0.158,
49,0,0,37.374,0,-38.172,-0.009,-0.007,-0.645,-0.008,0.186,
50,0,0,39.474,0,-39.522,-0.055,-0.007,-1.127,-0.013,0.264,
51,0,0,38.964,0,-39.756,-0.066,0.004,-2.226,-0.008,2.171,
52,0,0,35.868,0,-37.86,-0.032,0.004,-1.995,0.009,2.207,
53,0,0,30.822,0,-34.116,0.048,0.004,-2.752,-0.019,2.156,
54,0,0,23.322,0,-26.298,-0.078,0.015,-2.823,-0.047,2.184,
55,0,0,10.698,0,-16.218,0.116,-0.018,-2.92,-0.002,2.687,
56,0,0,-2.592,0,-4.032,0.082,0.015,0.171,-0.013,-0.677,
57,0,0,-16.212,0,10.968,0.082,0.004,0.319,0.004,-0.893,
58,0,0,-24.954,0.003,20.256,-0.112,0.015,1.033,-0.002,-0.391,
59,0,0,-31.344,0,28.122,0.025,-0.007,0.961,-0.03,-0.891,
60,0,0,-36.324,0,33.9,-0.021,0.004,1.114,-0.002,-0.697,
61,0,0,-38.988,0,37.662,-0.032,0.025,0.927,-0.03,-1.116,
62,0,0,-39.762,0,39.462,0.036,-0.007,1.895,-0.019,0.546,
63,0,0,-38.916,0,39.54,-0.021,-0.007,2.201,-0.019,-2.458,
64,0,0,-36.36,0,37.932,0.059,-0.007,2.192,0.021,-2.07,
65,0,0,-32.676,0,34.548,0.116,0.004,2.056,0.004,-2.026,
66,0,0,-27.27,0,30.282,0.048,0.015,2.65,-0.019,-2.179,
67,0,0,-20.214,0,23.898,0.002,-0.007,1.575,-0.064,-1.842,
68,0,0,-10.638,0,15.864,-0.021,0.004,1.973,0.06,-2.458,
69,0,0,-0.06,0,6.21,-0.044,0.015,-1.157,-0.019,-2.782,
70,0,0,10.686,0,-5.334,0.105,-0.028,-0.265,0.111,0.559,
71,0,0,19.566,0,-14.652,0.002,0.004,-0.722,0.009,0.834,
72,0,0,27.21,0,-23.604,0.116,0.004,-1.128,-0.008,1.386,
73,0,0,33.06,0,-30.264,-0.044,0.004,-0.511,-0.036,0.725,
74,0,0,37.014,0,-35.142,0.127,-0.007,-0.752,-0.036,1.049,
75,0,0,39.144,0,-38.388,-0.032,-0.007,-0.885,-0.024,1.011,
76,0,0,39.756,0,-39.768,0.013,0.004,-2.521,-0.019,1.897,
77,0,0,38.046,0,-39.426,-0.032,-0.007,-2.336,0.015,2.244,
78,0,0,34.53,0,-36.972,-0.021,0.004,-2.19,-0.047,2.264,
79,0,0,27.552,0,-31.548,-0.044,-0.007,-2.251,0.004,2.648,
80,0,0,18.372,0,-23.85,0.036,-0.007,-2.683,-0.002,2.343,
81,0,0,7.392,0,-14.022,0.002,0.004,-3.302,0.009,2.508,
82,0,0,-3.996,0,-3.57,-0.009,-0.007,0.236,-0.058,0.1,
83,0,0,-15.726,0,9.45,0.059,-0.007,0.323,0.077,-0.768,
84,0,0,-24.846,0,19.836,0.059,0.015,1.044,-0.008,-0.447,
85,0,0,-31.8,0,27.552,-0.021,-0.007,0.728,-0.058,-1.084,
86,0,0,-35.94,0,33.462,-0.021,-0.007,1.04,-0.03,-0.769,
87,0,0,-39,0,37.128,-0.021,-0.007,0.984,-0.013,-0.974,
88,0,0,-39.762,0,39.318,0.002,-0.018,1.777,0.009,-1.139,
89,0,0,-38.946,0,39.708,0.002,0.004,2.268,-0.013,-2.087,
90,0,0,-36.744,0,38.472,0.002,-0.007,2.333,-0.024,-2.178,
91,0,0,-32.67,0,35.892,-0.021,0.004,2.033,-0.036,-2.267,
92,0,0,-27.774,0,31.866,-0.021,-0.007,2.279,-0.03,-2.151,
93,0,0,-21.594,0,27.012,-0.009,-0.007,2.393,-0.024,-2.524,
94,0,0,-14.874,0,21.324,-0.009,0.004,2.536,-0.024,-1.853,
95,0,0,-6.756,0,14.22,-0.044,0.004,2.14,-0.024,-2.561,
96,0,0,2.904,0,5.538,-0.032,0.004,-1.607,-0.024,-2.79,
97,0,0,12.048,0,-6.78,0.002,-0.007,-1.082,-0.024,0.634,
98,0,0,22.002,0,-16.644,-0.009,-0.007,-0.267,-0.008,0.722,
99,0,0,28.368,0,-23.886,-0.009,0.004,-1.215,-0.058,1.086,
100,0,0,33.462,0,-30.036,-0.044,0.015,-0.652,-0.024,0.68,
101,0,0,37.272,0,-34.986,-0.032,-0.007,-0.526,0.009,1.177,
102,0,0,39.252,0,-37.83,-0.055,-0.007,-0.858,0.009,0.975,
103,0,0,39.756,0,-39.708,-0.044,-0.007,-2.116,0.032,-0.624,
104,0,0,38.646,0,-39.72,-0.032,0.004,-2.102,0.009,2.263,
105,0,0,36.528,0,-38.832,0.002,-0.007,-2.041,-0.019,2.328,
106,0,0,33.186,0,-36.714,0.013,-0.007,-2.335,-0.013,2.256,
