count, lifter pos (mm), left pedal pos (mm), left slider pos (mm), right pedal pos (mm), right slider pos (mm), lifter current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A)
0,-3.876,0,0,0,0,4.742,-0.008,-0.019,0.033,0.016,
1,-3.876,0,0,0,0,18.614,-0.019,-0.002,0.033,0.016,
2,-3.876,0,0,0,0,18.614,-0.019,-0.002,0.01,0.01,
3,-3.876,0,0,0,0,18.614,-0.019,-0.002,0.01,0.01,
4,-3.963,0,0,0,0,18.614,-0.019,-0.002,0.01,0.01,
5,-3.963,0,0,0,0,21.824,-0.008,-0.002,0.01,0.01,
6,-3.963,0,0,0,0,21.824,-0.008,0.004,-0.001,0.016,
7,-2.489,0,0,0,0,21.824,-0.008,0.004,-0.001,0.016,
8,-2.489,0,0,0,0,21.824,-0.008,0.004,-0.001,0.016,
9,-2.489,0,0,0,0,-9.054,0.002,0.004,-0.001,0.016,
10,-2.489,0,0,0,0,-9.054,0.002,0.004,0.016,-0.029,
11,-0.108,0,0,0,0,-9.054,0.002,0.004,0.016,-0.029,
12,-0.108,0,0,0,0,-9.054,0.002,0.004,0.016,-0.029,
13,-0.108,0,0,0,0,-17.637,0.045,-0.024,-0.012,-0.029,
14,-0.108,0,0,0,0,-17.637,0.045,-0.024,-0.012,-0.029,
15,-0.108,0,0,0,0,-17.637,0.045,-0.024,-0.012,-0.023,
16,-0.108,0,0,0,0,-17.637,0.045,-0.024,-0.012,-0.023,
17,-0.301,0,0,0,0,-17.637,0.045,-0.024,-0.012,-0.023,
18,-0.301,0,0,0,0,-19.473,-0.019,-0.024,-0.012,-0.023,
19,-0.301,0,0,0,0,-19.473,-0.019,0.026,-0.018,-0.029,
20,-2.611,0,0,0,0,-19.473,-0.019,0.026,-0.018,-0.029,
21,-2.611,0,0,0,0,-19.473,-0.019,0.026,-0.018,-0.029,
22,-2.611,0,0,0,0,23.333,0.013,0.004,-0.012,-0.029,
23,-2.611,0,0,0,0,23.333,0.013,0.004,-0.012,-0.007,
24,-4.091,0,0,0,0,23.333,0.013,0.004,-0.012,-0.007,
25,-4.091,0,0,0,0,23.333,0.013,0.004,-0.012,-0.007,
26,-4.091,0,0,0,0,23.333,0.013,0.004,-0.012,-0.007,
27,-4.091,0,0,0,0,17.727,-0.008,0.004,-0.012,-0.007,
28,-4.091,0,0,0,0,17.727,-0.008,-0.053,-0.012,-0.04,
29,-4.091,0,0,0,0,17.727,-0.008,-0.053,-0.012,-0.04,
30,-3.229,0,0,0,0,17.727,-0.008,-0.053,-0.012,-0.04,
31,-3.229,0,0,0,0,11.924,0.013,-0.053,-0.012,-0.04,
32,-3.229,0,0,0,0,11.924,0.013,0.004,0.004,-0.007,
33,-0.513,0,0,0,0,11.924,0.013,0.004,0.004,-0.007,
34,-0.513,0,0,0,0,11.924,0.013,0.004,0.004,-0.007,
35,-0.513,0,0,0,0,-20.205,0.013,-0.047,0.004,-0.007,
36,-0.513,0,0,0,0,-20.205,0.013,-0.047,0.044,0.005,
37,0.027,0,0,0,0,-20.205,0.013,-0.047,0.044,0.005,
38,0.027,0,0,0,0,-20.205,0.013,-0.047,0.044,0.005,
39,0.027,0,0,0,0,-20.205,0.013,-0.047,0.044,0.005,
40,0.027,0,0,0,0,-22.665,-0.019,-0.013,-0.007,0.005,
41,0.027,0,0,0,0,-22.665,-0.019,-0.013,-0.007,-0.046,
42,-1.274,0,0,0,0,-22.665,-0.019,-0.013,-0.007,-0.046,
43,-1.274,0,0,0,0,-3.572,-0.019,-0.013,-0.007,-0.046,
44,-1.274,0,0,0,0,-3.572,0.002,-0.036,0.004,-0.046,
45,-1.274,0,0,0,0,-3.572,0.002,-0.036,0.004,-0.046,
46,-3.726,0,0,0,0,-3.572,0.002,-0.036,0.004,-0.046,
47,-3.726,0,0,0,0,19.988,0.002,-0.036,0.004,-0.046,
48,-3.726,0,0,0,0,19.988,0.002,0.004,-0.007,0.005,
49,-3.726,0,0,0,0,19.988,0.002,0.004,-0.007,0.005,
50,-3.966,0,0,0,0,19.988,0.002,0.004,-0.007,0.005,
