count, Stick Right Slider (10cm), left pedal pos (cm), left slider pos (cm), right pedal pos (cm), right slider pos (cm), current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A)
0.8,2.93,0,0,0,0,0.462,0,0,0,0,
0.81,2.93,0,0,0,0,0.462,0,0,0,0,
0.82,2.91,0,0,0,0,0.445,0,0,0,0,
0.83,2.91,0,0,0,0,0.445,0,0,0,0,
0.84,2.9,0,0,0,0,0.445,0,0,0,0,
0.85,2.9,0,0,0,0,0.442,0,0,0,0,
0.86,2.9,0,0,0,0,0.442,0,0,0,0,
0.87,2.88,0,0,0,0,0.367,0,0,0,0,
0.88,2.88,0,0,0,0,0.367,0,0,0,0,
0.89,2.86,0,0,0,0,0.426,0,0,0,0,
0.9,2.86,0,0,0,0,0.426,0,0,0,0,
0.91,2.86,0,0,0,0,0.426,0,0,0,0,
0.92,2.83,0,0,0,0,0.498,0,0,0,0,
0.93,2.83,0,0,0,0,0.498,0,0,0,0,
0.94,2.81,0,0,0,0,0.589,0,0,0,0,
0.95,2.81,0,0,0,0,0.589,0,0,0,0,
0.96,2.79,0,0,0,0,0.589,0,0,0,0,
0.97,2.79,0,0,0,0,0.532,0,0,0,0,
0.98,2.79,0,0,0,0,0.532,0,0,0,0,
0.9899999,2.76,0,0,0,0,0.447,0,0,0,0,
1,2.76,0,0,0,0,0.447,0,0,0,0,
1.01,2.73,0,0,0,0,0.442,0,0,0,0,
1.02,2.73,0,0,0,0,0.442,0,0,0,0,
1.03,2.7,0,0,0,0,0.459,0,0,0,0,
1.04,2.7,0,0,0,0,0.459,0,0,0,0,
1.05,2.7,0,0,0,0,0.459,0,0,0,0,
1.06,2.67,0,0,0,0,0.47,0,0,0,0,
1.07,2.67,0,0,0,0,0.47,0,0,0,0,
1.08,2.64,0,0,0,0,0.327,0,0,0,0,
1.09,2.64,0,0,0,0,0.327,0,0,0,0,
1.1,2.61,0,0,0,0,0.327,0,0,0,0,
1.11,2.61,0,0,0,0,0.485,0,0,0,0,
1.12,2.61,0,0,0,0,0.485,0,0,0,0,
1.13,2.57,0,0,0,0,0.462,0,0,0,0,
1.14,2.57,0,0,0,0,0.462,0,0,0,0,
1.15,2.53,0,0,0,0,0.495,0,0,0,0,
1.16,2.53,0,0,0,0,0.495,0,0,0,0,
1.17,2.53,0,0,0,0,0.495,0,0,0,0,
1.18,2.5,0,0,0,0,0.51,0,0,0,0,
1.19,2.5,0,0,0,0,0.51,0,0,0,0,
1.2,2.46,0,0,0,0,0.492,0,0,0,0,
1.21,2.46,0,0,0,0,0.492,0,0,0,0,
1.22,2.41,0,0,0,0,0.549,0,0,0,0,
1.23,2.41,0,0,0,0,0.549,0,0,0,0,
1.24,2.41,0,0,0,0,0.549,0,0,0,0,
1.25,2.37,0,0,0,0,0.468,0,0,0,0,
1.26,2.37,0,0,0,0,0.468,0,0,0,0,
1.27,2.32,0,0,0,0,0.438,0,0,0,0,
1.28,2.32,0,0,0,0,0.438,0,0,0,0,
1.29,2.28,0,0,0,0,0.438,0,0,0,0,
1.3,2.28,0,0,0,0,0.524,0,0,0,0,
1.31,2.28,0,0,0,0,0.524,0,0,0,0,
1.32,2.23,0,0,0,0,0.422,0,0,0,0,
1.33,2.23,0,0,0,0,0.422,0,0,0,0,
1.34,2.19,0,0,0,0,0.485,0,0,0,0,
1.35,2.19,0,0,0,0,0.485,0,0,0,0,
1.36,2.14,0,0,0,0,0.485,0,0,0,0,
1.37,2.14,0,0,0,0,0.556,0,0,0,0,
1.38,2.14,0,0,0,0,0.556,0,0,0,0,
1.39,2.08,0,0,0,0,0.463,0,0,0,0,
1.4,2.08,0,0,0,0,0.463,0,0,0,0,
1.41,2.03,0,0,0,0,0.518,0,0,0,0,
1.42,2.03,0,0,0,0,0.518,0,0,0,0,
1.43,2.03,0,0,0,0,0.518,0,0,0,0,
1.44,1.97,0,0,0,0,0.557,0,0,0,0,
1.45,1.97,0,0,0,0,0.557,0,0,0,0,
1.46,1.92,0,0,0,0,0.508,0,0,0,0,
1.47,1.92,0,0,0,0,0.508,0,0,0,0,
1.48,1.92,0,0,0,0,0.508,0,0,0,0,
1.49,1.86,0,0,0,0,0.46,0,0,0,0,
1.5,1.86,0,0,0,0,0.46,0,0,0,0,
1.51,1.8,0,0,0,0,0.495,0,0,0,0,
1.52,1.8,0,0,0,0,0.495,0,0,0,0,
1.53,1.8,0,0,0,0,0.495,0,0,0,0,
1.54,1.74,0,0,0,0,0.421,0,0,0,0,
1.55,1.74,0,0,0,0,0.421,0,0,0,0,
1.56,1.68,0,0,0,0,0.494,0,0,0,0,
1.57,1.68,0,0,0,0,0.494,0,0,0,0,
1.58,1.62,0,0,0,0,0.548,0,0,0,0,
1.59,1.62,0,0,0,0,0.548,0,0,0,0,
1.6,1.56,0,0,0,0,0.548,0,0,0,0,
1.61,1.56,0,0,0,0,0.549,0,0,0,0,
1.62,1.56,0,0,0,0,0.549,0,0,0,0,
1.63,1.49,0,0,0,0,0.097,0,0,0,0,
1.64,1.49,0,0,0,0,0.097,0,0,0,0,
1.65,1.43,0,0,0,0,0.023,0,0,0,0,
1.66,1.43,0,0,0,0,0.023,0,0,0,0,
1.67,1.43,0,0,0,0,0.023,0,0,0,0,
1.68,1.36,0,0,0,0,0.068,0,0,0,0,
1.69,1.36,0,0,0,0,0.068,0,0,0,0,
1.7,1.3,0,0,0,0,0.029,0,0,0,0,
1.71,1.3,0,0,0,0,0.029,0,0,0,0,
1.72,1.3,0,0,0,0,0.029,0,0,0,0,
1.73,1.23,0,0,0,0,0.053,0,0,0,0,
1.74,1.23,0,0,0,0,0.053,0,0,0,0,
1.75,1.18,0,0,0,0,0.094,0,0,0,0,
1.76,1.18,0,0,0,0,0.094,0,0,0,0,
1.77,1.12,0,0,0,0,-0.031,0,0,0,0,
1.78,1.12,0,0,0,0,-0.031,0,0,0,0,
1.79,1.12,0,0,0,0,-0.031,0,0,0,0,
1.8,1.06,0,0,0,0,0.065,0,0,0,0,
1.81,1.06,0,0,0,0,0.065,0,0,0,0,
1.82,1.01,0,0,0,0,0.12,0,0,0,0,
1.83,1.01,0,0,0,0,0.12,0,0,0,0,
1.84,0.96,0,0,0,0,0.022,0,0,0,0,
1.85,0.96,0,0,0,0,0.022,0,0,0,0,
1.86,0.96,0,0,0,0,0.022,0,0,0,0,
1.87,0.91,0,0,0,0,0.02,0,0,0,0,
1.88,0.91,0,0,0,0,0.02,0,0,0,0,
1.89,0.86,0,0,0,0,0.097,0,0,0,0,
1.9,0.86,0,0,0,0,0.097,0,0,0,0,
1.91,0.81,0,0,0,0,0.097,0,0,0,0,
1.92,0.81,0,0,0,0,0.019,0,0,0,0,
1.93,0.81,0,0,0,0,0.019,0,0,0,0,
1.94,0.76,0,0,0,0,0.057,0,0,0,0,
1.95,0.76,0,0,0,0,0.057,0,0,0,0,
1.96,0.71,0,0,0,0,0.045,0,0,0,0,
1.97,0.71,0,0,0,0,0.045,0,0,0,0,
1.98,0.67,0,0,0,0,0.045,0,0,0,0,
1.99,0.67,0,0,0,0,0.009,0,0,0,0,
2,0.67,0,0,0,0,0.009,0,0,0,0,
2.01,0.63,0,0,0,0,-0.07,0,0,0,0,
2.02,0.63,0,0,0,0,-0.07,0,0,0,0,
2.03,0.58,0,0,0,0,-0.07,0,0,0,0,
2.04,0.58,0,0,0,0,0.024,0,0,0,0,
2.05,0.58,0,0,0,0,0.024,0,0,0,0,
2.06,0.54,0,0,0,0,0.078,0,0,0,0,
2.07,0.54,0,0,0,0,0.078,0,0,0,0,
2.08,0.51,0,0,0,0,0.09,0,0,0,0,
2.09,0.51,0,0,0,0,0.09,0,0,0,0,
2.1,0.47,0,0,0,0,0.09,0,0,0,0,
2.11,0.47,0,0,0,0,0.112,0,0,0,0,
2.12,0.47,0,0,0,0,0.112,0,0,0,0,
2.13,0.43,0,0,0,0,0.025,0,0,0,0,
2.14,0.43,0,0,0,0,0.025,0,0,0,0,
2.15,0.4,0,0,0,0,0.025,0,0,0,0,
2.16,0.4,0,0,0,0,0.129,0,0,0,0,
2.17,0.4,0,0,0,0,0.129,0,0,0,0,
2.18,0.36,0,0,0,0,0.068,0,0,0,0,
2.19,0.36,0,0,0,0,0.068,0,0,0,0,
2.2,0.33,0,0,0,0,-0.067,0,0,0,0,
2.21,0.33,0,0,0,0,-0.067,0,0,0,0,
2.22,0.3,0,0,0,0,-0.067,0,0,0,0,
2.23,0.3,0,0,0,0,0.014,0,0,0,0,
2.24,0.3,0,0,0,0,0.014,0,0,0,0,
2.25,0.27,0,0,0,0,0.057,0,0,0,0,
2.26,0.27,0,0,0,0,0.057,0,0,0,0,
2.27,0.24,0,0,0,0,-0.017,0,0,0,0,
2.28,0.24,0,0,0,0,-0.017,0,0,0,0,
2.29,0.24,0,0,0,0,-0.017,0,0,0,0,
2.3,0.22,0,0,0,0,0.045,0,0,0,0,
2.31,0.22,0,0,0,0,0.045,0,0,0,0,
2.32,0.19,0,0,0,0,0.013,0,0,0,0,
2.33,0.19,0,0,0,0,0.013,0,0,0,0,
2.34,0.17,0,0,0,0,0.013,0,0,0,0,
2.35,0.17,0,0,0,0,-0.039,0,0,0,0,
2.36,0.17,0,0,0,0,-0.039,0,0,0,0,
2.37,0.15,0,0,0,0,0.055,0,0,0,0,
2.38,0.15,0,0,0,0,0.055,0,0,0,0,
2.39,0.13,0,0,0,0,0.018,0,0,0,0,
2.4,0.13,0,0,0,0,0.018,0,0,0,0,
2.41,0.11,0,0,0,0,0.018,0,0,0,0,
2.42,0.11,0,0,0,0,-0.012,0,0,0,0,
2.43,0.11,0,0,0,0,-0.012,0,0,0,0,
2.44,0.09,0,0,0,0,-0.07,0,0,0,0,
2.45,0.09,0,0,0,0,-0.07,0,0,0,0,
2.46,0.08,0,0,0,0,-0.002,0,0,0,0,
2.47,0.08,0,0,0,0,-0.002,0,0,0,0,
2.48,0.06,0,0,0,0,-0.002,0,0,0,0,
2.49,0.06,0,0,0,0,-0.035,0,0,0,0,
2.5,0.06,0,0,0,0,-0.035,0,0,0,0,
2.51,0.05,0,0,0,0,-0.084,0,0,0,0,
2.52,0.05,0,0,0,0,-0.084,0,0,0,0,
2.53,0.04,0,0,0,0,0.031,0,0,0,0,
2.54,0.04,0,0,0,0,0.031,0,0,0,0,
2.55,0.03,0,0,0,0,0.031,0,0,0,0,
2.56,0.03,0,0,0,0,-0.036,0,0,0,0,
2.57,0.03,0,0,0,0,-0.036,0,0,0,0,
2.58,0.02,0,0,0,0,0.008,0,0,0,0,
2.59,0.02,0,0,0,0,0.008,0,0,0,0,
2.6,0.01,0,0,0,0,-0.074,0,0,0,0,
2.61,0.01,0,0,0,0,-0.074,0,0,0,0,
2.62,0.01,0,0,0,0,-0.074,0,0,0,0,
2.63,0.01,0,0,0,0,-0.084,0,0,0,0,
2.64,0.01,0,0,0,0,-0.084,0,0,0,0,
2.65,0,0,0,0,0,-0.084,0,0,0,0,
2.66,0,0,0,0,0,-2.11,0,0,0,0,
2.67,0,0,0,0,0,-2.11,0,0,0,0,
2.68,0.01,0,0,0,0,-2.153,0,0,0,0,
2.69,0.01,0,0,0,0,-2.153,0,0,0,0,
2.7,0.03,0,0,0,0,-2.398,0,0,0,0,
2.71,0.03,0,0,0,0,-2.398,0,0,0,0,
2.72,0.06,0,0,0,0,-2.317,0,0,0,0,
2.73,0.06,0,0,0,0,-2.317,0,0,0,0,
2.74,0.06,0,0,0,0,-2.317,0,0,0,0,
2.75,0.11,0,0,0,0,-2.418,0,0,0,0,
2.76,0.11,0,0,0,0,-2.418,0,0,0,0,
2.77,0.17,0,0,0,0,-2.453,0,0,0,0,
2.78,0.17,0,0,0,0,-2.453,0,0,0,0,
2.79,0.24,0,0,0,0,-2.453,0,0,0,0,
2.8,0.24,0,0,0,0,-2.539,0,0,0,0,
2.81,0.24,0,0,0,0,-2.539,0,0,0,0,
2.82,0.32,0,0,0,0,-2.563,0,0,0,0,
2.83,0.32,0,0,0,0,-2.563,0,0,0,0,
2.84,0.42,0,0,0,0,-2.545,0,0,0,0,
2.85,0.42,0,0,0,0,-2.545,0,0,0,0,
2.86,0.42,0,0,0,0,-2.545,0,0,0,0,
2.87,0.53,0,0,0,0,-2.714,0,0,0,0,
2.88,0.53,0,0,0,0,-2.714,0,0,0,0,
2.89,0.66,0,0,0,0,-2.613,0,0,0,0,
2.9,0.66,0,0,0,0,-2.613,0,0,0,0,
2.91,0.8,0,0,0,0,-1.812,0,0,0,0,
2.92,0.8,0,0,0,0,-1.812,0,0,0,0,
2.93,0.94,0,0,0,0,-1.812,0,0,0,0,
2.94,0.94,0,0,0,0,-1.039,0,0,0,0,
2.95,0.94,0,0,0,0,-1.039,0,0,0,0,
2.96,1.08,0,0,0,0,-0.367,0,0,0,0,
2.97,1.08,0,0,0,0,-0.367,0,0,0,0,
2.98,1.23,0,0,0,0,-0.295,0,0,0,0,
2.99,1.23,0,0,0,0,-0.295,0,0,0,0,
3,1.38,0,0,0,0,-0.295,0,0,0,0,
3.01,1.38,0,0,0,0,-0.718,0,0,0,0,
3.02,1.38,0,0,0,0,-0.718,0,0,0,0,
3.03,1.53,0,0,0,0,-0.652,0,0,0,0,
3.04,1.53,0,0,0,0,-0.652,0,0,0,0,
3.05,1.68,0,0,0,0,-0.499,0,0,0,0,
3.06,1.68,0,0,0,0,-0.499,0,0,0,0,
3.07,1.83,0,0,0,0,-0.499,0,0,0,0,
3.08,1.83,0,0,0,0,-0.266,0,0,0,0,
3.09,1.83,0,0,0,0,-0.266,0,0,0,0,
3.1,1.97,0,0,0,0,-0.554,0,0,0,0,
3.11,1.97,0,0,0,0,-0.554,0,0,0,0,
3.12,2.13,0,0,0,0,-0.554,0,0,0,0,
3.13,2.13,0,0,0,0,-0.564,0,0,0,0,
3.14,2.13,0,0,0,0,-0.564,0,0,0,0,
3.15,2.29,0,0,0,0,-0.073,0,0,0,0,
3.16,2.29,0,0,0,0,-0.073,0,0,0,0,
3.17,2.44,0,0,0,0,-0.685,0,0,0,0,
3.18,2.44,0,0,0,0,-0.685,0,0,0,0,
3.19,2.59,0,0,0,0,-0.685,0,0,0,0,
3.2,2.59,0,0,0,0,0.643,0,0,0,0,
3.21,2.59,0,0,0,0,0.643,0,0,0,0,
3.22,2.72,0,0,0,0,5.326,0,0,0,0,
3.23,2.72,0,0,0,0,5.326,0,0,0,0,
3.24,2.82,0,0,0,0,4.168,0,0,0,0,
3.25,2.82,0,0,0,0,4.168,0,0,0,0,
3.26,2.89,0,0,0,0,2.91,0,0,0,0,
3.27,2.89,0,0,0,0,2.91,0,0,0,0,
3.28,2.89,0,0,0,0,2.91,0,0,0,0,
3.29,2.95,0,0,0,0,1.861,0,0,0,0,
3.3,2.95,0,0,0,0,1.861,0,0,0,0,
3.31,2.98,0,0,0,0,1.834,0,0,0,0,
3.32,2.98,0,0,0,0,1.834,0,0,0,0,
3.33,3.01,0,0,0,0,2.042,0,0,0,0,
3.34,3.01,0,0,0,0,2.042,0,0,0,0,
3.35,3.01,0,0,0,0,2.042,0,0,0,0,
3.36,3.02,0,0,0,0,-0.107,0,0,0,0,
3.37,3.02,0,0,0,0,-0.107,0,0,0,0,
3.38,3.02,0,0,0,0,-0.072,0,0,0,0,
3.39,3.02,0,0,0,0,-0.072,0,0,0,0,
3.4,3.02,0,0,0,0,-0.072,0,0,0,0,
3.41,3.03,0,0,0,0,0.081,0,0,0,0,
3.42,3.03,0,0,0,0,0.081,0,0,0,0,
3.43,3.03,0,0,0,0,0.061,0,0,0,0,
3.44,3.03,0,0,0,0,0.061,0,0,0,0,
3.45,3.03,0,0,0,0,0.348,0,0,0,0,
3.46,3.03,0,0,0,0,0.348,0,0,0,0,
3.47,3.02,0,0,0,0,0.348,0,0,0,0,
3.48,3.02,0,0,0,0,0.435,0,0,0,0,
3.49,3.02,0,0,0,0,0.435,0,0,0,0,
3.5,3.02,0,0,0,0,0.443,0,0,0,0,
3.51,3.02,0,0,0,0,0.443,0,0,0,0,
3.52,3.02,0,0,0,0,0.37,0,0,0,0,
3.53,3.02,0,0,0,0,0.37,0,0,0,0,
3.54,3.01,0,0,0,0,0.386,0,0,0,0,
3.55,3.01,0,0,0,0,0.386,0,0,0,0,
3.56,3.01,0,0,0,0,0.386,0,0,0,0,
3.57,3,0,0,0,0,0.432,0,0,0,0,
3.58,3,0,0,0,0,0.432,0,0,0,0,
3.59,3,0,0,0,0,0.344,0,0,0,0,
3.6,3,0,0,0,0,0.344,0,0,0,0,
3.61,2.99,0,0,0,0,0.405,0,0,0,0,
3.62,2.99,0,0,0,0,0.405,0,0,0,0,
3.63,2.99,0,0,0,0,0.405,0,0,0,0,
3.64,2.97,0,0,0,0,0.448,0,0,0,0,
3.65,2.97,0,0,0,0,0.448,0,0,0,0,
3.66,2.96,0,0,0,0,0.355,0,0,0,0,
3.67,2.96,0,0,0,0,0.355,0,0,0,0,
3.68,2.95,0,0,0,0,0.387,0,0,0,0,
3.69,2.95,0,0,0,0,0.387,0,0,0,0,
3.7,2.95,0,0,0,0,0.387,0,0,0,0,
3.71,2.93,0,0,0,0,0.426,0,0,0,0,
3.72,2.93,0,0,0,0,0.426,0,0,0,0,
3.73,2.91,0,0,0,0,0.471,0,0,0,0,
3.74,2.91,0,0,0,0,0.471,0,0,0,0,
3.75,2.89,0,0,0,0,0.471,0,0,0,0,
3.76,2.89,0,0,0,0,0.406,0,0,0,0,
3.77,2.89,0,0,0,0,0.406,0,0,0,0,
3.78,2.87,0,0,0,0,0.494,0,0,0,0,
3.79,2.87,0,0,0,0,0.494,0,0,0,0,
3.8,2.85,0,0,0,0,0.451,0,0,0,0,
3.81,2.85,0,0,0,0,0.451,0,0,0,0,
3.82,2.85,0,0,0,0,0.451,0,0,0,0,
3.83,2.83,0,0,0,0,0.371,0,0,0,0,
3.84,2.83,0,0,0,0,0.371,0,0,0,0,
3.85,2.81,0,0,0,0,0.432,0,0,0,0,
3.86,2.81,0,0,0,0,0.432,0,0,0,0,
3.87,2.78,0,0,0,0,0.432,0,0,0,0,
3.88,2.78,0,0,0,0,0.495,0,0,0,0,
3.89,2.78,0,0,0,0,0.495,0,0,0,0,
3.9,2.75,0,0,0,0,0.525,0,0,0,0,
3.91,2.75,0,0,0,0,0.525,0,0,0,0,
3.92,2.72,0,0,0,0,0.492,0,0,0,0,
3.93,2.72,0,0,0,0,0.492,0,0,0,0,
3.94,2.72,0,0,0,0,0.492,0,0,0,0,
3.95,2.69,0,0,0,0,0.467,0,0,0,0,
3.96,2.69,0,0,0,0,0.467,0,0,0,0,
3.97,2.66,0,0,0,0,0.55,0,0,0,0,
3.98,2.66,0,0,0,0,0.55,0,0,0,0,
3.99,2.66,0,0,0,0,0.55,0,0,0,0,
4,2.62,0,0,0,0,0.49,0,0,0,0,
4.01,2.62,0,0,0,0,0.49,0,0,0,0,
4.02,2.59,0,0,0,0,0.444,0,0,0,0,
4.03,2.59,0,0,0,0,0.444,0,0,0,0,
4.04,2.55,0,0,0,0,0.444,0,0,0,0,
4.05,2.55,0,0,0,0,0.495,0,0,0,0,
4.06,2.55,0,0,0,0,0.495,0,0,0,0,
4.07,2.52,0,0,0,0,0.495,0,0,0,0,
4.08,2.52,0,0,0,0,0.495,0,0,0,0,
4.09,2.48,0,0,0,0,0.476,0,0,0,0,
4.1,2.48,0,0,0,0,0.476,0,0,0,0,
4.11,2.44,0,0,0,0,0.47,0,0,0,0,
4.12,2.44,0,0,0,0,0.47,0,0,0,0,
4.13,2.44,0,0,0,0,0.47,0,0,0,0,
4.14,2.4,0,0,0,0,0.576,0,0,0,0,
4.15,2.4,0,0,0,0,0.576,0,0,0,0,
4.16,2.35,0,0,0,0,0.488,0,0,0,0,
4.17,2.35,0,0,0,0,0.488,0,0,0,0,
4.18,2.31,0,0,0,0,0.488,0,0,0,0,
4.19,2.31,0,0,0,0,0.499,0,0,0,0,
4.2,2.31,0,0,0,0,0.499,0,0,0,0,
4.21,2.26,0,0,0,0,0.528,0,0,0,0,
4.22,2.26,0,0,0,0,0.528,0,0,0,0,
4.23,2.22,0,0,0,0,0.483,0,0,0,0,
4.24,2.22,0,0,0,0,0.483,0,0,0,0,
4.25,2.17,0,0,0,0,0.483,0,0,0,0,
4.26,2.17,0,0,0,0,0.55,0,0,0,0,
4.27,2.17,0,0,0,0,0.55,0,0,0,0,
4.28,2.11,0,0,0,0,0.479,0,0,0,0,
4.29,2.11,0,0,0,0,0.479,0,0,0,0,
4.3,2.06,0,0,0,0,0.479,0,0,0,0,
4.31,2.06,0,0,0,0,0.508,0,0,0,0,
4.32,2.06,0,0,0,0,0.508,0,0,0,0,
4.33,2.01,0,0,0,0,0.57,0,0,0,0,
4.34,2.01,0,0,0,0,0.57,0,0,0,0,
4.35,1.95,0,0,0,0,0.496,0,0,0,0,
4.36,1.95,0,0,0,0,0.496,0,0,0,0,
4.37,1.9,0,0,0,0,0.496,0,0,0,0,
4.38,1.9,0,0,0,0,0.504,0,0,0,0,
4.39,1.9,0,0,0,0,0.504,0,0,0,0,
4.4,1.84,0,0,0,0,0.342,0,0,0,0,
4.41,1.84,0,0,0,0,0.342,0,0,0,0,
4.42,1.78,0,0,0,0,0.342,0,0,0,0,
4.43,1.78,0,0,0,0,0.51,0,0,0,0,
4.44,1.78,0,0,0,0,0.51,0,0,0,0,
4.45,1.72,0,0,0,0,0.613,0,0,0,0,
4.46,1.72,0,0,0,0,0.613,0,0,0,0,
4.47,1.66,0,0,0,0,0.577,0,0,0,0,
4.48,1.66,0,0,0,0,0.577,0,0,0,0,
4.49,1.6,0,0,0,0,0.603,0,0,0,0,
4.5,1.6,0,0,0,0,0.603,0,0,0,0,
4.51,1.6,0,0,0,0,0.603,0,0,0,0,
4.52,1.54,0,0,0,0,0.531,0,0,0,0,
4.53,1.54,0,0,0,0,0.531,0,0,0,0,
4.54,1.47,0,0,0,0,0.213,0,0,0,0,
4.55,1.47,0,0,0,0,0.213,0,0,0,0,
4.56,1.41,0,0,0,0,0.213,0,0,0,0,
4.57,1.41,0,0,0,0,0.092,0,0,0,0,
4.58,1.41,0,0,0,0,0.092,0,0,0,0,
4.59,1.34,0,0,0,0,0.07,0,0,0,0,
4.6,1.34,0,0,0,0,0.07,0,0,0,0,
4.61,1.28,0,0,0,0,-0.017,0,0,0,0,
4.62,1.28,0,0,0,0,-0.017,0,0,0,0,
4.63,1.28,0,0,0,0,-0.017,0,0,0,0,
4.64,1.22,0,0,0,0,0.029,0,0,0,0,
4.65,1.22,0,0,0,0,0.029,0,0,0,0,
4.66,1.16,0,0,0,0,0.063,0,0,0,0,
4.67,1.16,0,0,0,0,0.063,0,0,0,0,
4.68,1.1,0,0,0,0,0.063,0,0,0,0,
4.69,1.1,0,0,0,0,0.107,0,0,0,0,
4.7,1.1,0,0,0,0,0.107,0,0,0,0,
4.71,1.05,0,0,0,0,0.114,0,0,0,0,
4.72,1.05,0,0,0,0,0.114,0,0,0,0,
