time (s), lifter (1cm), left pedal pos (10cm), left slider pos (10cm), right pedal pos (10cm), right slider pos (10cm), stock left extend pos (10cm), stock left slider pos (10cm), stock right extend pos (10cm), stock right slider pos (10cm), lifter current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A), stock left extend current (A), stock left slider current (A), stock right extend current (A), stock right slider current (A)
0,0,0,0,0,0,0,0,0,0,0.155,0.002,0.005,-0.004,-0.005,-0.03,0.005,-0.059,0.032,
0.01,0,0,0,0,0,0,0,0,0,0.155,0.002,0.005,-0.004,-0.005,-0.03,0.005,-0.059,0.032,
0.02,0,0,0,0,0,0,0,0,0,0.155,0.002,0.005,-0.004,-0.005,-0.03,0.005,-0.059,0.032,
0.03,0,0,0,0,0,0,0,0,0,0.155,0.002,0.005,-0.004,-0.005,-0.03,0.005,-0.059,0.032,
0.04,0,0,0,0,0,0,0,0,0,0.155,0.002,0.005,-0.004,-0.005,-0.03,0.005,-0.059,0.032,
0.05,0,0,0,0,0,0,0,0,0,0.155,0.002,0.005,-0.004,-0.005,-0.03,0.005,-0.059,0.032,
0.06,0,0,0,0,0,0,0,0,0,0.155,0.002,0.005,-0.004,-0.005,-0.03,0.005,-0.059,0.032,
0.07,0,0,0,0,0,0,0,0,0,0.189,0.002,0.005,-0.004,-0.005,-0.03,0.005,-0.059,0.032,
0.08,0,0,0,0,0,0,0,0,0,0.189,0.002,-0.017,-0.01,0,-0.03,0.005,-0.059,0.032,
0.09,0,0,0,0,0,0,0,0,0,0.189,0.002,-0.017,-0.01,0,0.005,-0.003,-0.07,0.032,
0.09999999,0,0,0,0,0,0,0,0,0,0.189,0.002,-0.017,-0.01,0,0.005,-0.003,-0.07,-0.025,
0.11,0,0,0,0,0,0,0,0,0,0.189,0.002,-0.017,-0.01,0,0.005,-0.003,-0.07,-0.025,
0.12,0,0,0,0,0,0,0,0,0,0.189,0.002,-0.017,-0.01,0,0.005,-0.003,-0.07,-0.025,
0.13,0,0,0,0,0,0,0,0,0,0.189,0.002,-0.017,-0.01,0,0.005,-0.003,-0.07,-0.025,
0.14,0,0,0,0,0,0,0,0,0,0.189,0.002,-0.017,-0.01,0,0.005,-0.003,-0.07,-0.025,
0.15,0,0,0,0,0,0,0,0,0,0.109,-0.008,0.017,-0.01,0,0.005,-0.003,-0.07,-0.025,
0.16,0,0,0,0,0,0,0,0,0,0.109,-0.008,0.017,0.001,0.029,0.027,-0.003,-0.07,-0.025,
0.17,0,0,0,0,0,0,0,0,0,0.109,-0.008,0.017,0.001,0.029,0.027,0.002,-0.013,0.055,
0.18,0,0,0,0,0,0,0,0,0,0.109,-0.008,0.017,0.001,0.029,0.027,0.002,-0.013,0.055,
0.19,0,0,0,0,0,0,0,0,0,0.109,-0.008,0.017,0.001,0.029,0.027,0.002,-0.013,0.055,
0.2,0,0,0,0,0,0,0,0,0,0.109,-0.008,0.017,0.001,0.029,0.027,0.002,-0.013,0.055,
0.21,0,0,0,0,0,0,0,0,0,0.109,-0.008,0.017,0.001,0.029,0.027,0.002,-0.013,0.055,
0.22,0,0,0,0,0,0,0,0,0,0.109,-0.008,0.017,0.001,0.029,0.027,0.002,-0.013,0.055,
0.23,0,0,0,0,0,0,0,0,0,0.2,0.002,-0.028,-0.021,0.029,0.027,0.002,-0.013,0.055,
0.24,0,0,0,0,0,0,0,0,0,0.2,0.002,-0.028,-0.021,-0.028,-0.007,-0.021,-0.013,0.055,
0.25,0,0,0,0,0,0,0,0,0,0.2,0.002,-0.028,-0.021,-0.028,-0.007,-0.021,-0.002,-0.002,
0.26,0,0,0,0,0,0,0,0,0,0.2,0.002,-0.028,-0.021,-0.028,-0.007,-0.021,-0.002,-0.002,
0.27,0,0,0,0,0,0,0,0,0,0.2,0.002,-0.028,-0.021,-0.028,-0.007,-0.021,-0.002,-0.002,
0.28,0,0,0,0,0,0,0,0,0,0.2,0.002,-0.028,-0.021,-0.028,-0.007,-0.021,-0.002,-0.002,
0.29,0,0,0,0,0,0,0,0,0,0.2,0.002,-0.028,-0.021,-0.028,-0.007,-0.021,-0.002,-0.002,
0.3,0,0,0,0,0,0,0,0,0,0.189,0.002,-0.028,-0.021,-0.028,-0.007,-0.021,-0.002,-0.002,
0.31,0,0,0,0,0,0,0,0,0,0.189,0.002,0.017,-0.01,0.017,-0.007,-0.021,-0.002,-0.002,
0.32,0,0,0,0,0,0,0,0,0,0.189,0.002,0.017,-0.01,0.017,0.005,-0.003,-0.173,0.009,
0.33,0,0,0,0,0,0,0,0,0,0.189,0.002,0.017,-0.01,0.017,0.005,-0.003,-0.173,0.009,
0.34,0,0,0,0,0,0,0,0,0,0.189,0.002,0.017,-0.01,0.017,0.005,-0.003,-0.173,0.009,
0.35,0,0,0,0,0,0,0,0,0,0.189,0.002,0.017,-0.01,0.017,0.005,-0.003,-0.173,0.009,
0.36,0,0,0,0,0,0,0,0,0,0.189,0.002,0.017,-0.01,0.017,0.005,-0.003,-0.173,0.009,
0.37,0,0,0,0,0,0,0,0,0,0.189,0.002,0.017,-0.01,0.017,0.005,-0.003,-0.173,0.009,
0.38,0,0,0,0,0,0,0,0,0,0.098,0.013,-0.011,-0.01,0.017,0.005,-0.003,-0.173,0.009,
0.39,0,0,0,0,0,0,0,0,0,0.098,0.013,-0.011,0.013,0.017,-0.007,-0.003,-0.173,0.009,
0.4,0,0,0,0,0,0,0,0,0,0.098,0.013,-0.011,0.013,0.017,-0.007,-0.034,-0.013,0.009,
