count, lifter pos (mm), left pedal pos (mm), left slider pos (mm), right pedal pos (mm), right slider pos (mm), lifter current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A)
0,0,0,-4.434,0,1.38,0.013,-0.028,-0.066,0.015,-0.408,
1,0,0,-9.042,0,6.48,0.048,0.025,-0.063,0.032,-0.217,
2,0,0,-12.558,0,10.56,-0.032,0.004,0.411,0.009,-0.033,
3,0,0,-15.162,0,13.404,-0.112,0.015,0.113,0.015,-0.196,
4,0,0,-17.346,0,16.044,-0.101,0.015,0.193,0.015,-0.137,
5,0,0,-18.822,0,17.778,-0.032,-0.007,-0.043,0.015,-0.123,
6,0,0,-19.614,0,18.99,-0.055,-0.007,0.107,-0.002,-0.195,
7,0,0,-19.872,0,19.692,0.036,0.004,0.692,-0.008,-0.307,
8,0,0,-19.554,0,19.872,-0.021,-0.007,1.678,-0.019,-1.102,
9,0,0,-18.606,0,19.434,0.059,0.004,1.351,-0.036,-1.592,
10,0,0,-16.974,0,18.342,0.025,0.015,1.368,0.004,-1.275,
11,0,0,-14.916,0,16.674,-0.032,-0.007,1.553,-0.002,-1.415,
12,0,0,-12.144,0,14.37,-0.009,0.025,1.688,-0.013,-1.39,
13,0,0,-8.766,0,11.688,0.059,0.004,1.4,-0.008,-1.46,
14,0,0,-5.076,0,8.022,-0.009,0.004,1.605,-0.019,-1.402,
15,0,0,0,0,3.75,-0.009,-0.007,-0.27,0.004,-1.679,
16,0,0,4.5,0,-0.84,0.105,-0.028,-0.481,0.015,0.345,
17,0,0,8.244,0,-5.19,-0.101,0.015,-0.033,-0.008,0.346,
18,0,0,11.436,0,-8.544,-0.021,-0.007,-0.001,-0.008,0.124,
19,0,0,14.13,0,-11.994,0.002,-0.007,-0.243,-0.013,0.256,
20,0,0,16.506,0,-14.706,-0.009,-0.007,-0.306,0.021,0.312,
21,0,0,18.342,0,-16.896,-0.021,0.004,-0.261,-0.008,0.348,
22,0,0,19.44,0,-18.774,0.013,0.025,-0.316,0.004,0.434,
23,0,0,19.884,0,-19.878,-0.044,-0.007,-1.056,-0.008,1.033,
24,0,0,19.272,0,-19.728,-0.044,-0.007,-1.555,-0.024,1.484,
25,0,0,18.222,0,-19.014,0.059,-0.007,-1.708,0.004,1.24,
26,0,0,16.47,0,-17.67,0.048,-0.007,-1.492,0.026,1.3,
27,0,0,14.01,0,-15.612,-0.066,-0.007,-1.26,0.009,1.484,
28,0,0,10.638,0,-12.816,0.002,0.004,-1.438,0.021,1.39,
29,0,0,6.99,0,-9.39,-0.032,-0.007,-1.536,0.009,1.467,
30,0,0,2.766,0,-5.424,0.025,0.004,-1.193,0.004,1.636,
31,0,0,-2.244,0,-0.618,-0.044,-0.039,0.154,0.021,0.125,
32,0,0,-6.612,0,3.984,-0.009,0.015,0.001,0.021,-0.251,
33,0,0,-10.308,0,8.13,0.036,0.004,0.024,0.004,-0.062,
34,0,0,-13.074,0,11.346,0.105,-0.007,0.328,-0.053,-0.015,
35,0,0,-15.672,0,14.184,0.048,-0.007,0.182,-0.002,-0.325,
36,0,0,-17.574,0,16.452,0.093,0.004,0.164,-0.013,-0.173,
37,0,0,-18.882,0,18.102,-0.078,-0.007,0.053,-0.008,-0.072,
38,0,0,-19.656,0,19.242,-0.032,-0.007,0.049,-0.013,-0.158,
39,0,0,-19.866,0,19.848,-0.044,0.015,0.938,0.026,-0.907,
40,0,0,-19.32,0,19.728,-0.044,0.004,1.598,-0.019,-1.391,
41,0,0,-18.324,0,18.99,0.013,0.015,1.09,-0.002,-1.184,
42,0,0,-16.728,0,17.622,0.036,-0.007,1.339,-0.041,-1.277,
43,0,0,-14.544,0,15.786,0.002,-0.007,1.521,0.004,-1.444,
44,0,0,-11.832,0,13.308,-0.021,-0.007,1.534,-0.013,-1.51,
