count, Stick Right Slider (10cm), left pedal pos (cm), left slider pos (cm), right pedal pos (cm), right slider pos (cm), current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A)
2.34,0.36,0,0,0,0,-0.578,0,0,0,0,
2.35,0.3,0,0,0,0,-0.581,0,0,0,0,
2.36,0.3,0,0,0,0,-0.581,0,0,0,0,
2.37,0.25,0,0,0,0,-0.601,0,0,0,0,
2.38,0.25,0,0,0,0,-0.601,0,0,0,0,
2.39,0.25,0,0,0,0,-0.601,0,0,0,0,
2.4,0.18,0,0,0,0,-0.601,0,0,0,0,
2.41,0.18,0,0,0,0,-16.88,0,0,0,0,
2.42,0.18,0,0,0,0,-16.88,0,0,0,0,
2.43,0.2,0,0,0,0,-15.554,0,0,0,0,
2.44,0.2,0,0,0,0,-15.554,0,0,0,0,
2.45,0.3,0,0,0,0,-4.927,0,0,0,0,
2.46,0.3,0,0,0,0,-4.927,0,0,0,0,
2.47,0.44,0,0,0,0,-4.927,0,0,0,0,
2.48,0.44,0,0,0,0,-1.544,0,0,0,0,
2.49,0.44,0,0,0,0,-1.544,0,0,0,0,
2.5,0.59,0,0,0,0,-0.572,0,0,0,0,
2.51,0.59,0,0,0,0,-0.572,0,0,0,0,
2.52,0.73,0,0,0,0,-0.657,0,0,0,0,
2.53,0.73,0,0,0,0,-0.657,0,0,0,0,
2.54,0.87,0,0,0,0,-0.657,0,0,0,0,
2.55,0.87,0,0,0,0,-0.697,0,0,0,0,
2.56,0.87,0,0,0,0,-0.697,0,0,0,0,
2.57,1.02,0,0,0,0,-0.433,0,0,0,0,
2.58,1.02,0,0,0,0,-0.433,0,0,0,0,
2.59,1.17,0,0,0,0,-0.344,0,0,0,0,
2.6,1.17,0,0,0,0,-0.344,0,0,0,0,
2.61,1.31,0,0,0,0,-0.436,0,0,0,0,
2.62,1.31,0,0,0,0,-0.436,0,0,0,0,
2.63,1.31,0,0,0,0,-0.436,0,0,0,0,
2.64,1.46,0,0,0,0,-0.6,0,0,0,0,
2.65,1.46,0,0,0,0,-0.6,0,0,0,0,
2.66,1.61,0,0,0,0,-0.164,0,0,0,0,
2.67,1.61,0,0,0,0,-0.164,0,0,0,0,
2.68,1.76,0,0,0,0,-0.098,0,0,0,0,
2.69,1.76,0,0,0,0,-0.098,0,0,0,0,
2.7,1.76,0,0,0,0,-0.098,0,0,0,0,
2.71,1.9,0,0,0,0,-0.325,0,0,0,0,
2.72,1.9,0,0,0,0,-0.325,0,0,0,0,
2.73,2.05,0,0,0,0,-0.309,0,0,0,0,
2.74,2.05,0,0,0,0,-0.309,0,0,0,0,
2.75,2.2,0,0,0,0,-0.561,0,0,0,0,
2.76,2.2,0,0,0,0,-0.561,0,0,0,0,
2.77,2.34,0,0,0,0,-0.438,0,0,0,0,
2.78,2.34,0,0,0,0,-0.438,0,0,0,0,
2.79,2.49,0,0,0,0,-0.438,0,0,0,0,
2.8,2.49,0,0,0,0,-0.267,0,0,0,0,
2.81,2.49,0,0,0,0,-0.267,0,0,0,0,
2.82,2.63,0,0,0,0,-0.31,0,0,0,0,
2.83,2.63,0,0,0,0,-0.31,0,0,0,0,
2.84,2.78,0,0,0,0,-0.178,0,0,0,0,
2.85,2.78,0,0,0,0,-0.178,0,0,0,0,
2.86,2.92,0,0,0,0,-0.178,0,0,0,0,
2.87,2.92,0,0,0,0,-0.447,0,0,0,0,
2.88,2.92,0,0,0,0,-0.447,0,0,0,0,
2.89,3.07,0,0,0,0,-0.327,0,0,0,0,
2.9,3.07,0,0,0,0,-0.327,0,0,0,0,
2.91,3.22,0,0,0,0,-0.401,0,0,0,0,
2.92,3.22,0,0,0,0,-0.401,0,0,0,0,
2.93,3.36,0,0,0,0,-0.579,0,0,0,0,
2.94,3.36,0,0,0,0,-0.579,0,0,0,0,
2.95,3.36,0,0,0,0,-0.579,0,0,0,0,
2.96,3.51,0,0,0,0,-0.381,0,0,0,0,
2.97,3.51,0,0,0,0,-0.381,0,0,0,0,
2.98,3.66,0,0,0,0,-0.241,0,0,0,0,
2.99,3.66,0,0,0,0,-0.241,0,0,0,0,
3,3.8,0,0,0,0,-0.022,0,0,0,0,
3.01,3.8,0,0,0,0,-0.022,0,0,0,0,
3.02,3.95,0,0,0,0,-0.022,0,0,0,0,
3.03,3.95,0,0,0,0,-0.441,0,0,0,0,
3.04,3.95,0,0,0,0,-0.441,0,0,0,0,
3.05,4.1,0,0,0,0,-0.593,0,0,0,0,
3.06,4.1,0,0,0,0,-0.593,0,0,0,0,
3.07,4.24,0,0,0,0,-0.694,0,0,0,0,
3.08,4.24,0,0,0,0,-0.694,0,0,0,0,
3.09,4.39,0,0,0,0,-0.694,0,0,0,0,
3.1,4.39,0,0,0,0,-0.258,0,0,0,0,
3.11,4.39,0,0,0,0,-0.258,0,0,0,0,
3.12,4.53,0,0,0,0,-0.697,0,0,0,0,
3.13,4.53,0,0,0,0,-0.697,0,0,0,0,
3.14,4.69,0,0,0,0,-0.617,0,0,0,0,
3.15,4.69,0,0,0,0,-0.617,0,0,0,0,
3.16,4.83,0,0,0,0,-0.617,0,0,0,0,
3.17,4.83,0,0,0,0,-0.307,0,0,0,0,
3.18,4.83,0,0,0,0,-0.307,0,0,0,0,
3.19,4.98,0,0,0,0,-0.594,0,0,0,0,
3.2,4.98,0,0,0,0,-0.594,0,0,0,0,
3.21,5.13,0,0,0,0,-0.773,0,0,0,0,
3.22,5.13,0,0,0,0,-0.773,0,0,0,0,
3.23,5.28,0,0,0,0,-0.739,0,0,0,0,
3.24,5.28,0,0,0,0,-0.739,0,0,0,0,
3.25,5.28,0,0,0,0,-0.739,0,0,0,0,
3.26,5.43,0,0,0,0,-0.567,0,0,0,0,
3.27,5.43,0,0,0,0,-0.567,0,0,0,0,
3.28,5.57,0,0,0,0,-0.399,0,0,0,0,
3.29,5.57,0,0,0,0,-0.399,0,0,0,0,
3.3,5.71,0,0,0,0,1.187,0,0,0,0,
3.31,5.71,0,0,0,0,1.187,0,0,0,0,
3.32,5.84,0,0,0,0,1.187,0,0,0,0,
3.33,5.84,0,0,0,0,12.002,0,0,0,0,
3.34,5.84,0,0,0,0,12.002,0,0,0,0,
3.35,5.88,0,0,0,0,8.348,0,0,0,0,
3.36,5.88,0,0,0,0,8.348,0,0,0,0,
3.37,5.87,0,0,0,0,4.449,0,0,0,0,
3.38,5.87,0,0,0,0,4.449,0,0,0,0,
3.39,5.83,0,0,0,0,2.427,0,0,0,0,
3.4,5.83,0,0,0,0,2.427,0,0,0,0,
3.41,5.83,0,0,0,0,2.427,0,0,0,0,
3.42,5.78,0,0,0,0,1.597,0,0,0,0,
3.43,5.78,0,0,0,0,1.597,0,0,0,0,
3.44,5.72,0,0,0,0,1.492,0,0,0,0,
3.45,5.72,0,0,0,0,1.492,0,0,0,0,
3.46,5.65,0,0,0,0,1.276,0,0,0,0,
3.47,5.65,0,0,0,0,1.276,0,0,0,0,
3.48,5.65,0,0,0,0,1.276,0,0,0,0,
3.49,5.58,0,0,0,0,1.306,0,0,0,0,
3.5,5.58,0,0,0,0,1.306,0,0,0,0,
3.51,5.49,0,0,0,0,1.146,0,0,0,0,
3.52,5.49,0,0,0,0,1.146,0,0,0,0,
3.53,5.41,0,0,0,0,1.367,0,0,0,0,
3.54,5.41,0,0,0,0,1.367,0,0,0,0,
3.55,5.32,0,0,0,0,1.367,0,0,0,0,
3.56,5.32,0,0,0,0,1.249,0,0,0,0,
3.57,5.32,0,0,0,0,1.249,0,0,0,0,
3.58,5.22,0,0,0,0,1.074,0,0,0,0,
3.59,5.22,0,0,0,0,1.074,0,0,0,0,
3.6,5.12,0,0,0,0,1.182,0,0,0,0,
3.61,5.12,0,0,0,0,1.182,0,0,0,0,
3.62,5.02,0,0,0,0,1.182,0,0,0,0,
3.63,5.02,0,0,0,0,0.282,0,0,0,0,
3.64,5.02,0,0,0,0,0.282,0,0,0,0,
3.65,4.91,0,0,0,0,0.284,0,0,0,0,
3.66,4.91,0,0,0,0,0.284,0,0,0,0,
3.67,4.81,0,0,0,0,0.165,0,0,0,0,
3.68,4.81,0,0,0,0,0.165,0,0,0,0,
3.69,4.7,0,0,0,0,0.165,0,0,0,0,
3.7,4.7,0,0,0,0,0.268,0,0,0,0,
3.71,4.7,0,0,0,0,0.268,0,0,0,0,
3.72,4.6,0,0,0,0,0.274,0,0,0,0,
3.73,4.6,0,0,0,0,0.274,0,0,0,0,
3.74,4.49,0,0,0,0,0.304,0,0,0,0,
3.75,4.49,0,0,0,0,0.304,0,0,0,0,
3.76,4.39,0,0,0,0,0.301,0,0,0,0,
3.77,4.39,0,0,0,0,0.301,0,0,0,0,
3.78,4.39,0,0,0,0,0.301,0,0,0,0,
3.79,4.29,0,0,0,0,0.337,0,0,0,0,
3.8,4.29,0,0,0,0,0.337,0,0,0,0,
3.81,4.18,0,0,0,0,0.323,0,0,0,0,
3.82,4.18,0,0,0,0,0.323,0,0,0,0,
3.83,4.18,0,0,0,0,0.323,0,0,0,0,
3.84,4.06,0,0,0,0,0.318,0,0,0,0,
3.85,4.06,0,0,0,0,0.318,0,0,0,0,
3.86,3.95,0,0,0,0,0.33,0,0,0,0,
3.87,3.95,0,0,0,0,0.33,0,0,0,0,
3.88,3.85,0,0,0,0,0.33,0,0,0,0,
3.89,3.85,0,0,0,0,0.322,0,0,0,0,
3.9,3.85,0,0,0,0,0.322,0,0,0,0,
3.91,3.75,0,0,0,0,0.442,0,0,0,0,
3.92,3.75,0,0,0,0,0.442,0,0,0,0,
3.93,3.65,0,0,0,0,0.307,0,0,0,0,
3.94,3.65,0,0,0,0,0.307,0,0,0,0,
3.95,3.54,0,0,0,0,0.319,0,0,0,0,
3.96,3.54,0,0,0,0,0.319,0,0,0,0,
3.97,3.44,0,0,0,0,0.319,0,0,0,0,
3.98,3.44,0,0,0,0,0.182,0,0,0,0,
3.99,3.44,0,0,0,0,0.182,0,0,0,0,
4,3.34,0,0,0,0,0.267,0,0,0,0,
4.01,3.34,0,0,0,0,0.267,0,0,0,0,
4.02,3.23,0,0,0,0,0.313,0,0,0,0,
4.03,3.23,0,0,0,0,0.313,0,0,0,0,
4.04,3.23,0,0,0,0,0.313,0,0,0,0,
4.05,3.12,0,0,0,0,0.348,0,0,0,0,
4.06,3.12,0,0,0,0,0.348,0,0,0,0,
4.07,3.02,0,0,0,0,0.368,0,0,0,0,
4.08,3.02,0,0,0,0,0.368,0,0,0,0,
4.09,2.92,0,0,0,0,0.356,0,0,0,0,
4.1,2.92,0,0,0,0,0.356,0,0,0,0,
4.11,2.92,0,0,0,0,0.356,0,0,0,0,
4.12,2.82,0,0,0,0,0.233,0,0,0,0,
4.13,2.82,0,0,0,0,0.233,0,0,0,0,
4.14,2.71,0,0,0,0,0.365,0,0,0,0,
4.15,2.71,0,0,0,0,0.365,0,0,0,0,
4.16,2.61,0,0,0,0,0.409,0,0,0,0,
4.17,2.61,0,0,0,0,0.409,0,0,0,0,
4.18,2.61,0,0,0,0,0.409,0,0,0,0,
4.19,2.5,0,0,0,0,0.402,0,0,0,0,
4.2,2.5,0,0,0,0,0.402,0,0,0,0,
4.21,2.4,0,0,0,0,0.242,0,0,0,0,
4.22,2.4,0,0,0,0,0.242,0,0,0,0,
4.23,2.29,0,0,0,0,0.242,0,0,0,0,
4.24,2.29,0,0,0,0,0.259,0,0,0,0,
4.25,2.29,0,0,0,0,0.259,0,0,0,0,
4.26,2.19,0,0,0,0,0.318,0,0,0,0,
4.27,2.19,0,0,0,0,0.318,0,0,0,0,
4.28,2.08,0,0,0,0,0.261,0,0,0,0,
4.29,2.08,0,0,0,0,0.261,0,0,0,0,
4.3,2.08,0,0,0,0,0.261,0,0,0,0,
4.31,1.98,0,0,0,0,0.34,0,0,0,0,
4.32,1.98,0,0,0,0,0.34,0,0,0,0,
4.33,1.88,0,0,0,0,0.311,0,0,0,0,
4.34,1.88,0,0,0,0,0.311,0,0,0,0,
4.35,1.77,0,0,0,0,0.254,0,0,0,0,
4.36,1.77,0,0,0,0,0.254,0,0,0,0,
4.37,1.77,0,0,0,0,0.254,0,0,0,0,
4.38,1.67,0,0,0,0,0.275,0,0,0,0,
4.39,1.67,0,0,0,0,0.275,0,0,0,0,
4.4,1.57,0,0,0,0,0.314,0,0,0,0,
4.41,1.57,0,0,0,0,0.314,0,0,0,0,
4.42,1.46,0,0,0,0,0.262,0,0,0,0,
4.43,1.46,0,0,0,0,0.262,0,0,0,0,
4.44,1.36,0,0,0,0,0.262,0,0,0,0,
4.45,1.36,0,0,0,0,0.31,0,0,0,0,
4.46,1.36,0,0,0,0,0.31,0,0,0,0,
4.47,1.26,0,0,0,0,0.327,0,0,0,0,
4.48,1.26,0,0,0,0,0.327,0,0,0,0,
4.49,1.16,0,0,0,0,0.248,0,0,0,0,
4.5,1.16,0,0,0,0,0.248,0,0,0,0,
4.51,1.05,0,0,0,0,0.248,0,0,0,0,
4.52,1.05,0,0,0,0,0.335,0,0,0,0,
4.53,1.05,0,0,0,0,0.335,0,0,0,0,
4.54,0.95,0,0,0,0,-0.663,0,0,0,0,
4.55,0.95,0,0,0,0,-0.663,0,0,0,0,
4.56,0.85,0,0,0,0,-0.531,0,0,0,0,
4.57,0.85,0,0,0,0,-0.531,0,0,0,0,
4.58,0.76,0,0,0,0,-0.568,0,0,0,0,
4.59,0.76,0,0,0,0,-0.568,0,0,0,0,
4.6,0.76,0,0,0,0,-0.568,0,0,0,0,
4.61,0.67,0,0,0,0,-0.509,0,0,0,0,
4.62,0.67,0,0,0,0,-0.509,0,0,0,0,
4.63,0.59,0,0,0,0,-0.528,0,0,0,0,
4.64,0.59,0,0,0,0,-0.528,0,0,0,0,
4.65,0.52,0,0,0,0,-0.744,0,0,0,0,
4.66,0.52,0,0,0,0,-0.744,0,0,0,0,
4.67,0.45,0,0,0,0,-0.744,0,0,0,0,
4.68,0.45,0,0,0,0,-0.561,0,0,0,0,
