count, Stick Right Slider (10cm), left pedal pos (cm), left slider pos (cm), right pedal pos (cm), right slider pos (cm), current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A)
0,0.44,0,0,0,0,-3.596,0,0,0,0,
0.01,0.44,0,0,0,0,-1.463,0,0,0,0,
0.02,0.44,0,0,0,0,-1.463,0,0,0,0,
0.03,0.58,0,0,0,0,-0.574,0,0,0,0,
0.04,0.58,0,0,0,0,-0.574,0,0,0,0,
0.05,0.73,0,0,0,0,-0.859,0,0,0,0,
0.06,0.73,0,0,0,0,-0.859,0,0,0,0,
0.07,0.87,0,0,0,0,-0.665,0,0,0,0,
0.08,0.87,0,0,0,0,-0.665,0,0,0,0,
0.09,1.02,0,0,0,0,-0.665,0,0,0,0,
0.09999999,1.02,0,0,0,0,-0.349,0,0,0,0,
0.11,1.02,0,0,0,0,-0.349,0,0,0,0,
0.12,1.16,0,0,0,0,-0.39,0,0,0,0,
0.13,1.16,0,0,0,0,-0.39,0,0,0,0,
0.14,1.31,0,0,0,0,-0.619,0,0,0,0,
0.15,1.31,0,0,0,0,-0.619,0,0,0,0,
0.16,1.46,0,0,0,0,-0.727,0,0,0,0,
0.17,1.46,0,0,0,0,-0.727,0,0,0,0,
0.18,1.61,0,0,0,0,-0.727,0,0,0,0,
0.19,1.61,0,0,0,0,-0.134,0,0,0,0,
0.2,1.61,0,0,0,0,-0.134,0,0,0,0,
0.21,1.76,0,0,0,0,-0.366,0,0,0,0,
0.22,1.76,0,0,0,0,-0.366,0,0,0,0,
0.23,1.91,0,0,0,0,-0.436,0,0,0,0,
0.24,1.91,0,0,0,0,-0.436,0,0,0,0,
0.25,2.05,0,0,0,0,-0.436,0,0,0,0,
0.26,2.05,0,0,0,0,-0.697,0,0,0,0,
0.27,2.05,0,0,0,0,-0.697,0,0,0,0,
0.28,2.21,0,0,0,0,-0.041,0,0,0,0,
0.29,2.21,0,0,0,0,-0.041,0,0,0,0,
0.3,2.36,0,0,0,0,-0.298,0,0,0,0,
0.31,2.36,0,0,0,0,-0.298,0,0,0,0,
0.32,2.5,0,0,0,0,-0.071,0,0,0,0,
0.33,2.5,0,0,0,0,-0.071,0,0,0,0,
0.34,2.5,0,0,0,0,-0.071,0,0,0,0,
0.35,2.65,0,0,0,0,-0.405,0,0,0,0,
0.36,2.65,0,0,0,0,-0.405,0,0,0,0,
0.37,2.79,0,0,0,0,-0.178,0,0,0,0,
0.38,2.79,0,0,0,0,-0.178,0,0,0,0,
0.39,2.94,0,0,0,0,-0.178,0,0,0,0,
0.4,2.94,0,0,0,0,-0.796,0,0,0,0,
0.41,2.94,0,0,0,0,-0.796,0,0,0,0,
0.42,3.13,0,0,0,0,-0.162,0,0,0,0,
0.43,3.13,0,0,0,0,-0.162,0,0,0,0,
0.44,3.13,0,0,0,0,-0.162,0,0,0,0,
0.45,3.27,0,0,0,0,-0.328,0,0,0,0,
0.46,3.27,0,0,0,0,-0.328,0,0,0,0,
0.47,3.42,0,0,0,0,-0.174,0,0,0,0,
0.48,3.42,0,0,0,0,-0.174,0,0,0,0,
0.49,3.57,0,0,0,0,-0.447,0,0,0,0,
0.5,3.57,0,0,0,0,-0.447,0,0,0,0,
0.51,3.72,0,0,0,0,-0.447,0,0,0,0,
0.52,3.72,0,0,0,0,-0.342,0,0,0,0,
0.53,3.72,0,0,0,0,-0.342,0,0,0,0,
0.54,3.86,0,0,0,0,-0.478,0,0,0,0,
0.55,3.86,0,0,0,0,-0.478,0,0,0,0,
0.56,4.01,0,0,0,0,-0.417,0,0,0,0,
0.57,4.01,0,0,0,0,-0.417,0,0,0,0,
0.58,4.16,0,0,0,0,-0.417,0,0,0,0,
0.59,4.16,0,0,0,0,-0.224,0,0,0,0,
0.6,4.16,0,0,0,0,-0.224,0,0,0,0,
0.61,4.3,0,0,0,0,-0.266,0,0,0,0,
0.62,4.3,0,0,0,0,-0.266,0,0,0,0,
0.63,4.45,0,0,0,0,-0.454,0,0,0,0,
0.64,4.45,0,0,0,0,-0.454,0,0,0,0,
0.65,4.6,0,0,0,0,-0.454,0,0,0,0,
0.66,4.6,0,0,0,0,-0.355,0,0,0,0,
0.67,4.6,0,0,0,0,-0.355,0,0,0,0,
0.68,4.73,0,0,0,0,13.713,0,0,0,0,
0.69,4.73,0,0,0,0,13.713,0,0,0,0,
0.7,4.78,0,0,0,0,9.909,0,0,0,0,
0.71,4.78,0,0,0,0,9.909,0,0,0,0,
0.72,4.76,0,0,0,0,9.909,0,0,0,0,
0.73,4.76,0,0,0,0,5.528,0,0,0,0,
0.74,4.76,0,0,0,0,5.528,0,0,0,0,
0.75,4.71,0,0,0,0,3.228,0,0,0,0,
0.76,4.71,0,0,0,0,3.228,0,0,0,0,
0.77,4.65,0,0,0,0,2.166,0,0,0,0,
0.78,4.65,0,0,0,0,2.166,0,0,0,0,
0.79,4.56,0,0,0,0,2.166,0,0,0,0,
0.8,4.56,0,0,0,0,1.951,0,0,0,0,
0.81,4.56,0,0,0,0,1.951,0,0,0,0,
0.82,4.48,0,0,0,0,1.647,0,0,0,0,
0.83,4.48,0,0,0,0,1.647,0,0,0,0,
0.84,4.38,0,0,0,0,1.505,0,0,0,0,
0.85,4.38,0,0,0,0,1.505,0,0,0,0,
0.86,4.27,0,0,0,0,1.505,0,0,0,0,
0.87,4.27,0,0,0,0,1.392,0,0,0,0,
0.88,4.27,0,0,0,0,1.392,0,0,0,0,
0.89,4.16,0,0,0,0,0.287,0,0,0,0,
0.9,4.16,0,0,0,0,0.287,0,0,0,0,
0.91,4.06,0,0,0,0,0.298,0,0,0,0,
0.92,4.06,0,0,0,0,0.298,0,0,0,0,
0.93,3.95,0,0,0,0,0.298,0,0,0,0,
0.94,3.95,0,0,0,0,0.332,0,0,0,0,
0.95,3.95,0,0,0,0,0.332,0,0,0,0,
0.96,3.85,0,0,0,0,0.343,0,0,0,0,
0.97,3.85,0,0,0,0,0.343,0,0,0,0,
0.98,3.74,0,0,0,0,0.429,0,0,0,0,
0.9899999,3.74,0,0,0,0,0.429,0,0,0,0,
1,3.63,0,0,0,0,0.329,0,0,0,0,
1.01,3.63,0,0,0,0,0.329,0,0,0,0,
1.02,3.53,0,0,0,0,0.329,0,0,0,0,
1.03,3.53,0,0,0,0,0.3,0,0,0,0,
1.04,3.53,0,0,0,0,0.3,0,0,0,0,
1.05,3.42,0,0,0,0,0.211,0,0,0,0,
1.06,3.42,0,0,0,0,0.211,0,0,0,0,
1.07,3.31,0,0,0,0,0.33,0,0,0,0,
1.08,3.31,0,0,0,0,0.33,0,0,0,0,
