time (s), lifter (10cm), left pedal pos (10cm), left slider pos (10cm), right pedal pos (10cm), right slider pos (10cm), stock left extend pos (10cm), stock left slider pos (10cm), stock right extend pos (10cm), stock right slider pos (10cm), lifter current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A), stock left extend current (A), stock left slider current (A), stock right extend current (A), stock right slider current (A)
0,0,0,0,0,0,0,0,0,0,0.125,0,-1.608,1.658,-0.29,-0.078,0.06,-0.579,0.026,
0.01,0,0,0,0,0,0,0,0,0,0.125,0,-1.608,1.658,-0.29,-0.078,0.06,-0.579,0.026,
0.02,0,0,0,0,0,0,0,0,0,0.125,0,-1.608,1.658,-0.29,-0.078,0.06,-0.579,0.026,
0.03,0,0,0.01,0,0,0,0,0,0,0.125,0,-1.608,1.658,-0.29,-0.078,0.06,-0.579,0.026,
0.04,0,0,0.01,0,0,0,0,0,0,0.125,0,-1.608,1.658,-0.29,-0.078,0.06,-0.579,0.026,
0.05,0,0,0.01,0,0,0,0,0.01,0,-0.053,0,-1.608,1.658,-0.29,-0.078,0.06,-0.579,0.026,
0.06,0,0,0.01,0,0,0,0,0.01,0,-0.053,0,-1.623,1.673,-0.315,-0.078,0.06,-0.579,0.026,
0.07,0,0,0.01,0,0,0,0,0.01,0,-0.053,0,-1.623,1.673,-0.315,-0.052,0.062,-0.744,0.026,
0.08,0,0,0.01,0,0,0,0,0.01,0,-0.053,0,-1.623,1.673,-0.315,-0.052,0.062,-0.744,-0.561,
0.09,0,0,0.01,0,0,0,0,0.01,0,-0.053,0,-1.623,1.673,-0.315,-0.052,0.062,-0.744,-0.561,
0.09999999,0,0,0.01,0,0,0,0,0.01,0,-0.053,0,-1.623,1.673,-0.315,-0.052,0.062,-0.744,-0.561,
0.11,0,0,0.03,0,0,0,0,0.01,0,-0.053,0,-1.623,1.673,-0.315,-0.052,0.062,-0.744,-0.561,
0.12,0,0,0.03,0,0,0,0,0.06,0.02,-0.053,0,-1.623,1.673,-0.315,-0.052,0.062,-0.744,-0.561,
0.13,0,0,0.03,0,0,0,0,0.06,0.02,-0.055,0,-1.988,1.677,-0.315,-0.052,0.062,-0.744,-0.561,
0.14,0,0,0.03,0,0,0,0,0.06,0.02,-0.055,0,-1.988,1.677,-0.391,-0.096,0.122,-0.856,-0.561,
0.15,0,0,0.03,0,0,0,0,0.06,0.02,-0.055,0,-1.988,1.677,-0.391,-0.096,0.122,-0.856,-0.515,
0.16,0,0,0.03,0,0,0,0,0.06,0.02,-0.055,0,-1.988,1.677,-0.391,-0.096,0.122,-0.856,-0.515,
0.17,0,0,0.03,0,0,0,0,0.06,0.02,-0.055,0,-1.988,1.677,-0.391,-0.096,0.122,-0.856,-0.515,
0.18,0,0,0.03,0,0,0,0,0.06,0.02,-0.055,0,-1.988,1.677,-0.391,-0.096,0.122,-0.856,-0.515,
0.19,0,0,0.08,0,0,0,0,0.06,0.02,-0.055,0,-1.988,1.677,-0.391,-0.096,0.122,-0.856,-0.515,
0.2,0,0,0.08,0,0,0,0,0.13,0.07,-0.055,0,-1.988,1.677,-0.391,-0.096,0.122,-0.856,-0.515,
0.21,0,0,0.08,0,0,0,0,0.13,0.07,0.027,0.01,-1.686,1.662,-0.391,-0.096,0.122,-0.856,-0.515,
0.22,0,0,0.08,0,0,0,0,0.13,0.07,0.027,0.01,-1.686,1.662,-0.42,-0.074,0.06,-0.856,-0.515,
0.23,0,0,0.08,0,0,0,0,0.13,0.07,0.027,0.01,-1.686,1.662,-0.42,-0.074,0.06,-0.869,-0.52,
0.24,0,0,0.08,0,0,0,0,0.13,0.07,0.027,0.01,-1.686,1.662,-0.42,-0.074,0.06,-0.869,-0.52,
0.25,0,0,0.08,0,0,0,0,0.13,0.07,0.027,0.01,-1.686,1.662,-0.42,-0.074,0.06,-0.869,-0.52,
0.26,0,0,0.14,0,0,0,0,0.13,0.07,0.027,0.01,-1.686,1.662,-0.42,-0.074,0.06,-0.869,-0.52,
0.27,0,0,0.14,0,0,0,0,0.13,0.07,0.027,0.01,-1.686,1.662,-0.42,-0.074,0.06,-0.869,-0.52,
0.28,0,0,0.14,0,0,0,0,0.22,0.13,0.014,0.01,-1.686,1.662,-0.42,-0.074,0.06,-0.869,-0.52,
