count, Stick Right Slider (10cm), left pedal pos (cm), left slider pos (cm), right pedal pos (cm), right slider pos (cm), current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A)
0,0.54,0,0,0,0,0.163,0,0,0,0,
0.01,0.51,0,0,0,0,0.143,0,0,0,0,
0.02,0.51,0,0,0,0,0.143,0,0,0,0,
0.03,0.48,0,0,0,0,0.143,0,0,0,0,
0.04,0.48,0,0,0,0,0.089,0,0,0,0,
0.05,0.48,0,0,0,0,0.089,0,0,0,0,
0.06,0.45,0,0,0,0,0.108,0,0,0,0,
0.07,0.45,0,0,0,0,0.108,0,0,0,0,
0.08,0.42,0,0,0,0,0.109,0,0,0,0,
0.09,0.42,0,0,0,0,0.109,0,0,0,0,
0.09999999,0.4,0,0,0,0,0.109,0,0,0,0,
0.11,0.4,0,0,0,0,0.265,0,0,0,0,
0.12,0.4,0,0,0,0,0.265,0,0,0,0,
0.13,0.37,0,0,0,0,0.122,0,0,0,0,
0.14,0.37,0,0,0,0,0.122,0,0,0,0,
0.15,0.35,0,0,0,0,0.137,0,0,0,0,
0.16,0.35,0,0,0,0,0.137,0,0,0,0,
0.17,0.32,0,0,0,0,0.137,0,0,0,0,
0.18,0.32,0,0,0,0,0.176,0,0,0,0,
0.19,0.32,0,0,0,0,0.176,0,0,0,0,
0.2,0.3,0,0,0,0,0.146,0,0,0,0,
0.21,0.3,0,0,0,0,0.146,0,0,0,0,
0.22,0.28,0,0,0,0,0.074,0,0,0,0,
0.23,0.28,0,0,0,0,0.074,0,0,0,0,
0.24,0.26,0,0,0,0,0.074,0,0,0,0,
0.25,0.26,0,0,0,0,0.047,0,0,0,0,
0.26,0.26,0,0,0,0,0.047,0,0,0,0,
0.27,0.24,0,0,0,0,0.143,0,0,0,0,
0.28,0.24,0,0,0,0,0.143,0,0,0,0,
0.29,0.22,0,0,0,0,0.131,0,0,0,0,
0.3,0.22,0,0,0,0,0.131,0,0,0,0,
0.31,0.2,0,0,0,0,0.131,0,0,0,0,
0.32,0.2,0,0,0,0,0.161,0,0,0,0,
0.33,0.2,0,0,0,0,0.161,0,0,0,0,
0.34,0.18,0,0,0,0,0.095,0,0,0,0,
0.35,0.18,0,0,0,0,0.095,0,0,0,0,
0.36,0.16,0,0,0,0,0.124,0,0,0,0,
0.37,0.16,0,0,0,0,0.124,0,0,0,0,
0.38,0.15,0,0,0,0,0.124,0,0,0,0,
0.39,0.15,0,0,0,0,0.087,0,0,0,0,
0.4,0.15,0,0,0,0,0.087,0,0,0,0,
0.41,0.13,0,0,0,0,0.109,0,0,0,0,
0.42,0.13,0,0,0,0,0.109,0,0,0,0,
0.43,0.12,0,0,0,0,0.109,0,0,0,0,
0.44,0.12,0,0,0,0,0.074,0,0,0,0,
0.45,0.12,0,0,0,0,0.074,0,0,0,0,
0.46,0.1,0,0,0,0,0.197,0,0,0,0,
0.47,0.1,0,0,0,0,0.197,0,0,0,0,
0.48,0.09,0,0,0,0,0.084,0,0,0,0,
0.49,0.09,0,0,0,0,0.084,0,0,0,0,
0.5,0.09,0,0,0,0,0.084,0,0,0,0,
0.51,0.08,0,0,0,0,0.058,0,0,0,0,
0.52,0.08,0,0,0,0,0.058,0,0,0,0,
0.53,0.06,0,0,0,0,0.035,0,0,0,0,
0.54,0.06,0,0,0,0,0.035,0,0,0,0,
0.55,0.05,0,0,0,0,0.035,0,0,0,0,
0.56,0.05,0,0,0,0,0.008,0,0,0,0,
0.57,0.05,0,0,0,0,0.008,0,0,0,0,
0.58,0.04,0,0,0,0,0.053,0,0,0,0,
0.59,0.04,0,0,0,0,0.053,0,0,0,0,
0.6,0.04,0,0,0,0,0.148,0,0,0,0,
0.61,0.04,0,0,0,0,0.148,0,0,0,0,
0.62,0.04,0,0,0,0,0.148,0,0,0,0,
0.63,0.03,0,0,0,0,0.144,0,0,0,0,
0.64,0.03,0,0,0,0,0.144,0,0,0,0,
0.65,0.02,0,0,0,0,0.138,0,0,0,0,
0.66,0.02,0,0,0,0,0.138,0,0,0,0,
0.67,0.01,0,0,0,0,0.138,0,0,0,0,
0.68,0.01,0,0,0,0,0.046,0,0,0,0,
0.69,0.01,0,0,0,0,0.046,0,0,0,0,
0.7,0.01,0,0,0,0,0.136,0,0,0,0,
0.71,0.01,0,0,0,0,0.136,0,0,0,0,
0.72,0.01,0,0,0,0,-0.005,0,0,0,0,
0.73,0.01,0,0,0,0,-0.005,0,0,0,0,
0.74,0,0,0,0,0,0.019,0,0,0,0,
0.75,0,0,0,0,0,0.019,0,0,0,0,
0.76,0,0,0,0,0,0.019,0,0,0,0,
0.77,0,0,0,0,0,0.078,0,0,0,0,
0.78,0,0,0,0,0,0.078,0,0,0,0,
0.79,0,0,0,0,0,0.034,0,0,0,0,
0.8,0,0,0,0,0,0.034,0,0,0,0,
0.81,0,0,0,0,0,0.034,0,0,0,0,
0.82,0,0,0,0,0,0.001,0,0,0,0,
0.83,0,0,0,0,0,0.001,0,0,0,0,
0.84,0,0,0,0,0,-1.292,0,0,0,0,
0.85,0,0,0,0,0,-1.292,0,0,0,0,
0.86,0,0,0,0,0,-1.468,0,0,0,0,
0.87,0,0,0,0,0,-1.468,0,0,0,0,
0.88,0,0,0,0,0,-1.468,0,0,0,0,
0.89,0.02,0,0,0,0,-1.566,0,0,0,0,
0.9,0.02,0,0,0,0,-1.566,0,0,0,0,
0.91,0.04,0,0,0,0,-1.533,0,0,0,0,
0.92,0.04,0,0,0,0,-1.533,0,0,0,0,
0.93,0.07,0,0,0,0,-1.531,0,0,0,0,
0.94,0.07,0,0,0,0,-1.531,0,0,0,0,
0.95,0.07,0,0,0,0,-1.531,0,0,0,0,
0.96,0.11,0,0,0,0,-1.632,0,0,0,0,
0.97,0.11,0,0,0,0,-1.632,0,0,0,0,
0.98,0.15,0,0,0,0,-1.715,0,0,0,0,
0.9899999,0.15,0,0,0,0,-1.715,0,0,0,0,
1,0.21,0,0,0,0,-1.715,0,0,0,0,
1.01,0.21,0,0,0,0,-1.664,0,0,0,0,
1.02,0.21,0,0,0,0,-1.664,0,0,0,0,
1.03,0.27,0,0,0,0,-1.61,0,0,0,0,
1.04,0.27,0,0,0,0,-1.61,0,0,0,0,
1.05,0.34,0,0,0,0,-1.67,0,0,0,0,
1.06,0.34,0,0,0,0,-1.67,0,0,0,0,
1.07,0.41,0,0,0,0,-1.67,0,0,0,0,
1.08,0.41,0,0,0,0,-1.69,0,0,0,0,
1.09,0.41,0,0,0,0,-1.69,0,0,0,0,
1.1,0.5,0,0,0,0,-1.517,0,0,0,0,
1.11,0.5,0,0,0,0,-1.517,0,0,0,0,
1.12,0.59,0,0,0,0,-1.674,0,0,0,0,
1.13,0.59,0,0,0,0,-1.674,0,0,0,0,
1.14,0.7,0,0,0,0,-1.674,0,0,0,0,
1.15,0.7,0,0,0,0,-1.634,0,0,0,0,
1.16,0.7,0,0,0,0,-1.634,0,0,0,0,
1.17,0.8,0,0,0,0,-1.721,0,0,0,0,
1.18,0.8,0,0,0,0,-1.721,0,0,0,0,
1.19,0.92,0,0,0,0,-1.472,0,0,0,0,
1.2,0.92,0,0,0,0,-1.472,0,0,0,0,
1.21,1.03,0,0,0,0,-1.472,0,0,0,0,
1.22,1.03,0,0,0,0,-1.873,0,0,0,0,
1.23,1.03,0,0,0,0,-1.873,0,0,0,0,
1.24,1.16,0,0,0,0,-1.794,0,0,0,0,
1.25,1.16,0,0,0,0,-1.794,0,0,0,0,
1.26,1.29,0,0,0,0,-1.729,0,0,0,0,
1.27,1.29,0,0,0,0,-1.729,0,0,0,0,
1.28,1.44,0,0,0,0,-1.729,0,0,0,0,
1.29,1.44,0,0,0,0,-1.082,0,0,0,0,
1.3,1.44,0,0,0,0,-1.082,0,0,0,0,
1.31,1.58,0,0,0,0,-0.559,0,0,0,0,
1.32,1.58,0,0,0,0,-0.559,0,0,0,0,
1.33,1.74,0,0,0,0,-0.574,0,0,0,0,
1.34,1.74,0,0,0,0,-0.574,0,0,0,0,
1.35,1.88,0,0,0,0,-0.574,0,0,0,0,
1.36,1.88,0,0,0,0,-0.224,0,0,0,0,
1.37,1.88,0,0,0,0,-0.224,0,0,0,0,
1.38,2.03,0,0,0,0,-0.092,0,0,0,0,
1.39,2.03,0,0,0,0,-0.092,0,0,0,0,
1.4,2.17,0,0,0,0,-0.331,0,0,0,0,
1.41,2.17,0,0,0,0,-0.331,0,0,0,0,
1.42,2.32,0,0,0,0,-0.331,0,0,0,0,
1.43,2.32,0,0,0,0,-0.419,0,0,0,0,
1.44,2.32,0,0,0,0,-0.419,0,0,0,0,
1.45,2.47,0,0,0,0,-0.228,0,0,0,0,
1.46,2.47,0,0,0,0,-0.228,0,0,0,0,
1.47,2.62,0,0,0,0,-0.325,0,0,0,0,
1.48,2.62,0,0,0,0,-0.325,0,0,0,0,
1.49,2.77,0,0,0,0,-0.279,0,0,0,0,
1.5,2.77,0,0,0,0,-0.279,0,0,0,0,
1.51,2.92,0,0,0,0,-0.499,0,0,0,0,
1.52,2.92,0,0,0,0,-0.499,0,0,0,0,
1.53,2.92,0,0,0,0,-0.499,0,0,0,0,
1.54,3.06,0,0,0,0,-0.267,0,0,0,0,
1.55,3.06,0,0,0,0,-0.267,0,0,0,0,
1.56,3.2,0,0,0,0,-0.214,0,0,0,0,
1.57,3.2,0,0,0,0,-0.214,0,0,0,0,
1.58,3.35,0,0,0,0,-0.436,0,0,0,0,
1.59,3.35,0,0,0,0,-0.436,0,0,0,0,
1.6,3.35,0,0,0,0,-0.436,0,0,0,0,
1.61,3.5,0,0,0,0,-0.035,0,0,0,0,
1.62,3.5,0,0,0,0,-0.035,0,0,0,0,
1.63,3.65,0,0,0,0,-0.469,0,0,0,0,
1.64,3.65,0,0,0,0,-0.469,0,0,0,0,
1.65,3.8,0,0,0,0,-0.323,0,0,0,0,
1.66,3.8,0,0,0,0,-0.323,0,0,0,0,
1.67,3.8,0,0,0,0,-0.323,0,0,0,0,
1.68,3.95,0,0,0,0,-0.43,0,0,0,0,
1.69,3.95,0,0,0,0,-0.43,0,0,0,0,
1.7,4.1,0,0,0,0,-0.232,0,0,0,0,
1.71,4.1,0,0,0,0,-0.232,0,0,0,0,
1.72,4.25,0,0,0,0,0.041,0,0,0,0,
1.73,4.25,0,0,0,0,0.041,0,0,0,0,
1.74,4.25,0,0,0,0,0.041,0,0,0,0,
1.75,4.39,0,0,0,0,3.984,0,0,0,0,
1.76,4.39,0,0,0,0,3.984,0,0,0,0,
1.77,4.53,0,0,0,0,4.135,0,0,0,0,
1.78,4.53,0,0,0,0,4.135,0,0,0,0,
1.79,4.63,0,0,0,0,3.166,0,0,0,0,
1.8,4.63,0,0,0,0,3.166,0,0,0,0,
1.81,4.63,0,0,0,0,3.166,0,0,0,0,
1.82,4.71,0,0,0,0,1.778,0,0,0,0,
1.83,4.71,0,0,0,0,1.778,0,0,0,0,
1.84,4.77,0,0,0,0,0.975,0,0,0,0,
1.85,4.77,0,0,0,0,0.975,0,0,0,0,
1.86,4.84,0,0,0,0,0.975,0,0,0,0,
1.87,4.84,0,0,0,0,1.204,0,0,0,0,
1.88,4.84,0,0,0,0,1.204,0,0,0,0,
1.89,4.88,0,0,0,0,1.201,0,0,0,0,
1.9,4.88,0,0,0,0,1.201,0,0,0,0,
1.91,4.93,0,0,0,0,1.046,0,0,0,0,
1.92,4.93,0,0,0,0,1.046,0,0,0,0,
1.93,4.96,0,0,0,0,1.046,0,0,0,0,
1.94,4.96,0,0,0,0,0.941,0,0,0,0,
1.95,4.96,0,0,0,0,0.941,0,0,0,0,
1.96,4.98,0,0,0,0,1.038,0,0,0,0,
1.97,4.98,0,0,0,0,1.038,0,0,0,0,
1.98,5,0,0,0,0,1.038,0,0,0,0,
1.99,5,0,0,0,0,1.062,0,0,0,0,
2,5,0,0,0,0,1.062,0,0,0,0,
2.01,5.01,0,0,0,0,0.961,0,0,0,0,
2.02,5.01,0,0,0,0,0.961,0,0,0,0,
2.03,5.01,0,0,0,0,-0.1,0,0,0,0,
2.04,5.01,0,0,0,0,-0.1,0,0,0,0,
2.05,5.01,0,0,0,0,-0.1,0,0,0,0,
2.06,5.01,0,0,0,0,0.12,0,0,0,0,
2.07,5.01,0,0,0,0,0.12,0,0,0,0,
2.08,5.01,0,0,0,0,0.176,0,0,0,0,
2.09,5.01,0,0,0,0,0.176,0,0,0,0,
2.1,5.01,0,0,0,0,0.26,0,0,0,0,
2.11,5.01,0,0,0,0,0.26,0,0,0,0,
2.12,5.01,0,0,0,0,0.26,0,0,0,0,
2.13,5.01,0,0,0,0,0.422,0,0,0,0,
2.14,5.01,0,0,0,0,0.422,0,0,0,0,
2.15,5.01,0,0,0,0,0.325,0,0,0,0,
2.16,5.01,0,0,0,0,0.325,0,0,0,0,
