count, lifter pos (mm), left pedal pos (mm), left slider pos (mm), right pedal pos (mm), right slider pos (mm), lifter current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A)
0,0,0,57.702,0,-47.484,-0.126,0.037,-1.772,-0.007,0.489,
1,-0.001,0,57.702,0,-47.484,-0.126,0.037,-1.772,-0.007,0.489,
2,-0.001,0,59.34,0,-47.844,0.045,0.037,-1.772,-0.007,0.489,
3,-0.001,0,59.34,0,-47.844,0.045,0.015,-1.725,-0.013,0.489,
4,-0.001,0,59.34,0,-47.844,0.045,0.015,-1.725,-0.013,-0.753,
5,0,0,59.646,0,-47.844,0.045,0.015,-1.725,-0.013,-0.753,
6,0,0,59.646,0,-47.844,0.068,-0.006,-1.725,-0.013,-0.753,
7,0,0,59.646,0,-47.844,0.068,-0.006,0.521,-0.002,-0.325,
8,0,0,59.646,0,-47.844,0.068,-0.006,0.521,-0.002,-0.325,
9,-0.001,0,59.646,0,-47.844,0.068,-0.006,0.521,-0.002,-0.325,
10,-0.001,0,59.646,0,-47.844,0.068,-0.006,0.521,-0.002,-0.325,
11,-0.001,0,59.58,0,-47.844,0.068,-0.006,0.521,-0.002,-0.325,
12,-0.001,0,59.58,0,-47.844,0.068,-0.006,0.521,-0.002,-0.325,
13,-0.001,0,59.58,0,-47.844,0.068,-0.006,0.521,-0.002,-0.325,
14,-0.001,0,59.58,0,-47.814,0.216,0.005,-3.023,-0.002,-0.325,
15,-0.001,0,59.58,0,-47.814,0.216,0.005,-3.023,0.01,3.177,
16,-0.001,0,57.234,0,-47.814,0.216,0.005,-3.023,0.01,3.177,
17,-0.001,0,57.234,0,-46.788,-0.035,0.005,-3.023,0.01,3.177,
18,-0.001,0,57.234,0,-46.788,-0.035,0.015,-2.852,0.004,3.138,
19,-0.001,0,57.234,0,-46.788,-0.035,0.015,-2.852,0.004,3.138,
20,0,0,53.718,0,-46.788,-0.035,0.015,-2.852,0.004,3.138,
21,0,0,53.718,0,-44.166,0.079,0.037,-2.852,0.004,3.138,
22,0,0,53.718,0,-44.166,0.079,0.037,-3.563,0.026,3.185,
23,-0.001,0,53.718,0,-44.166,0.079,0.037,-3.563,0.026,3.185,
24,-0.001,0,48.87,0,-40.374,0.079,0.037,-3.563,0.026,3.185,
25,-0.001,0,48.87,0,-40.374,0.022,-0.02,-3.345,-0.007,3.244,
26,-0.001,0,48.87,0,-40.374,0.022,-0.02,-3.345,-0.007,3.244,
27,0,0,43.542,0,-40.374,0.022,-0.02,-3.345,-0.007,3.244,
28,0,0,43.542,0,-35.514,-0.012,-0.049,-3.525,-0.007,3.244,
29,0,0,43.542,0,-35.514,-0.012,-0.049,-3.525,-0.002,3.169,
30,0,0,37.14,0,-35.514,-0.012,-0.049,-3.525,-0.002,3.169,
31,0,0,37.14,0,-30.264,-0.035,0.295,-2.795,-0.013,3.169,
32,0,0,37.14,0,-30.264,-0.035,0.295,-2.795,-0.013,3.507,
33,0,0,30.072,0,-30.264,-0.035,0.295,-2.795,-0.013,3.507,
34,0,0,30.072,0,-23.7,-0.046,0.023,-2.795,-0.013,3.507,
35,0,0,30.072,0,-23.7,-0.046,0.023,-4.447,0.026,2.784,
36,-0.001,-0.003,30.072,0,-23.7,-0.046,0.023,-4.447,0.026,2.784,
37,-0.001,-0.003,21.348,0,-15.828,0.114,0.037,-2.671,0.026,2.784,
38,-0.001,-0.003,21.348,0,-15.828,0.114,0.037,-2.671,0.032,3.324,
39,0,-0.003,12.486,0,-15.828,0.114,0.037,-2.671,0.032,3.324,
40,0,-0.003,12.486,0,-7.524,-0.012,0.101,-2,0.032,3.324,
41,0,-0.003,12.486,0,-7.524,-0.012,0.101,-2,0.032,3.617,
42,0,0,12.486,0,-7.524,-0.012,0.101,-2,0.032,3.617,
43,0,0,1.86,0,2.19,0.159,0.002,-2,0.032,3.617,
44,0,0,1.86,0,2.19,0.159,0.002,2.4,-0.002,2.912,
45,0,0,1.86,0,2.19,0.159,0.002,2.4,-0.002,2.912,
46,0,0,-8.988,0,12.372,0.114,0.002,2.4,-0.002,2.912,
47,0,0,-8.988,0,12.372,0.114,0.08,0.63,0.043,-2.406,
48,0,0,-8.988,0,12.372,0.114,0.08,0.63,0.043,-2.406,
49,0,0,-18.852,0,12.372,0.114,0.08,0.63,0.043,-2.406,
50,0,0,-18.852,0,22.47,0.125,0.091,0.63,0.043,-2.406,
51,0,0,-18.852,0,22.47,0.125,0.091,0.652,0.015,-2.114,
52,0,0,-18.852,0,22.47,0.125,0.091,0.652,0.015,-2.114,
53,0,0,-29.316,0,32.412,0.125,0.091,0.652,0.015,-2.114,
54,0,0,-29.316,0,32.412,0.125,0.091,0.629,-0.052,-2.114,
55,0,0,-29.316,0,32.412,0.125,0.091,0.629,-0.052,-1.767,
56,0,0,-37.8,0,32.412,0.125,0.091,0.629,-0.052,-1.767,
57,0,0,-37.8,0,40.464,0.079,0.08,0.629,-0.052,-1.767,
58,0,0,-37.8,0,40.464,0.079,0.08,2.079,-0.007,-1.388,
59,0,0,-37.8,0,40.464,0.079,0.08,2.079,-0.007,-1.388,
60,0,0,-44.898,0,47.088,0.079,0.08,2.079,-0.007,-1.388,
61,0,0,-44.898,0,47.088,0.125,0.091,1.495,-0.007,-1.388,
62,0,0,-44.898,0,47.088,0.125,0.091,1.495,0.049,-1.657,
63,0,0,-44.898,0,47.088,0.125,0.091,1.495,0.049,-1.657,
64,0,0,-50.646,0,52.332,0.148,0.091,1.495,0.049,-1.657,
65,0,0,-50.646,0,52.332,0.148,0.069,1.65,0.015,-1.657,
66,0,0,-50.646,0,52.332,0.148,0.069,1.65,0.015,-1.399,
67,0,0,-54.948,0,52.332,0.148,0.069,1.65,0.015,-1.399,
68,0,0,-54.948,0,56.16,0.079,0.091,1.65,0.015,-1.399,
69,0,0,-54.948,0,56.16,0.079,0.091,1.532,0.038,-1.935,
70,0,0,-54.948,0,56.16,0.079,0.091,1.532,0.038,-1.935,
71,0,0,-57.876,0,56.16,0.079,0.091,1.532,0.038,-1.935,
72,0,0,-57.876,0,58.614,0.148,0.101,2.019,0.038,-1.935,
73,0,0,-57.876,0,58.614,0.148,0.101,2.019,-0.002,-1.887,
74,0,0,-57.876,0,58.614,0.148,0.101,2.019,-0.002,-1.887,
75,0,0,-59.382,0,59.628,0.102,0.101,2.019,-0.002,-1.887,
76,0,0,-59.382,0,59.628,0.102,0.08,2.051,0.021,0.159,
77,0,0,-59.382,0,59.628,0.102,0.08,2.051,0.021,0.159,
78,0,0,-59.382,0,59.628,0.102,0.08,2.051,0.021,0.159,
79,0,0,-59.382,0,59.628,0.102,0.08,2.051,0.021,0.159,
80,0,0,-59.622,0,59.628,0.102,0.08,2.051,0.021,0.159,
81,0,0,-59.622,0,59.628,0.102,0.08,2.051,0.021,0.159,
82,0,0,-59.622,0,59.676,0.102,0.08,2.051,0.021,0.159,
83,0,0,-59.622,0,59.676,0.125,0.08,2.051,0.021,0.159,
84,0,0,-59.622,0,59.676,0.125,0.091,3.359,0.015,-2.716,
