time (s), lifter (10cm), left pedal pos (10cm), left slider pos (10cm), right pedal pos (10cm), right slider pos (10cm), stock left extend pos (10cm), stock left slider pos (10cm), stock right extend pos (10cm), stock right slider pos (10cm), lifter current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A), stock left extend current (A), stock left slider current (A), stock right extend current (A), stock right slider current (A)
0,0,0,0,0,0,0,0,0,0,-0.097,0.002,-0.037,0.001,0.014,-0.014,0.126,-0.259,0.019,
0.01,0,0,0,0,0,0,0,0,0,-0.097,0.002,-0.037,0.001,0.014,-0.014,0.126,-0.259,0.019,
0.02,0,0,0,0,0,0,0,0,0,0.018,0.002,-0.037,0.001,0.014,-0.014,0.126,-0.259,0.019,
0.03,0,0,0,0,0,0,0,0,0,0.018,0.002,-0.016,0.007,0.005,-0.003,0.126,-0.259,0.019,
0.04,0,0,0,0,0,0,0,0,0,0.018,0.002,-0.016,0.007,0.005,-0.003,0.104,-0.297,-0.27,
0.05,0,0,0,0,0,0,0,0,0,0.018,0.002,-0.016,0.007,0.005,-0.003,0.104,-0.297,-0.27,
0.06,0,0,0,0,0,0,0,0,0,0.018,0.002,-0.016,0.007,0.005,-0.003,0.104,-0.297,-0.27,
0.07,0,0,0,0,0,0,0,0,0,0.018,0.002,-0.016,0.007,0.005,-0.003,0.104,-0.297,-0.27,
0.08,0,0,0,0,0,0,0,0,0,0.018,0.002,-0.016,0.007,0.005,-0.003,0.104,-0.297,-0.27,
0.09,0,0,0,0,0,0,0,0,0,0.032,0.002,0.006,-0.025,0.005,-0.003,0.104,-0.297,-0.27,
0.09999999,0,0,0,0,0,0,0,0,0,0.032,0.002,0.006,-0.025,0.005,-0.026,0.013,-0.25,-0.27,
0.11,0,0,0,0,0,0,0,0,0,0.032,0.002,0.006,-0.025,0.005,-0.026,0.013,-0.25,-0.244,
0.12,0,0,0,0,0,0,0,0,0,0.032,0.002,0.006,-0.025,0.005,-0.026,0.013,-0.25,-0.244,
0.13,0,0,0,0,0,0,0,0,0,0.032,0.002,0.006,-0.025,0.005,-0.026,0.013,-0.25,-0.244,
