count, Stick Right Slider (10cm), left pedal pos (cm), left slider pos (cm), right pedal pos (cm), right slider pos (cm), lifter current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A)
494,6.21,0,0,0,0,-0.791,0,0,0,0,
495,6.36,0,0,0,0,-0.729,0,0,0,0,
496,6.36,0,0,0,0,-0.729,0,0,0,0,
497,6.5,0,0,0,0,-0.816,0,0,0,0,
498,6.5,0,0,0,0,-0.816,0,0,0,0,
499,6.65,0,0,0,0,-0.572,0,0,0,0,
500,6.65,0,0,0,0,-0.572,0,0,0,0,
501,6.79,0,0,0,0,-0.572,0,0,0,0,
502,6.79,0,0,0,0,-0.793,0,0,0,0,
503,6.79,0,0,0,0,-0.793,0,0,0,0,
504,6.94,0,0,0,0,-0.957,0,0,0,0,
505,6.94,0,0,0,0,-0.957,0,0,0,0,
506,7.09,0,0,0,0,-0.674,0,0,0,0,
507,7.09,0,0,0,0,-0.674,0,0,0,0,
508,7.24,0,0,0,0,-0.674,0,0,0,0,
509,7.24,0,0,0,0,-0.397,0,0,0,0,
510,7.24,0,0,0,0,-0.397,0,0,0,0,
511,7.39,0,0,0,0,-0.484,0,0,0,0,
512,7.39,0,0,0,0,-0.484,0,0,0,0,
513,7.54,0,0,0,0,-0.57,0,0,0,0,
514,7.54,0,0,0,0,-0.57,0,0,0,0,
515,7.68,0,0,0,0,-0.57,0,0,0,0,
516,7.68,0,0,0,0,-0.514,0,0,0,0,
517,7.68,0,0,0,0,-0.514,0,0,0,0,
518,7.83,0,0,0,0,-0.637,0,0,0,0,
519,7.83,0,0,0,0,-0.637,0,0,0,0,
520,7.97,0,0,0,0,-0.211,0,0,0,0,
521,7.97,0,0,0,0,-0.211,0,0,0,0,
522,8.12,0,0,0,0,-0.562,0,0,0,0,
523,8.12,0,0,0,0,-0.562,0,0,0,0,
524,8.12,0,0,0,0,-0.562,0,0,0,0,
525,8.27,0,0,0,0,-0.674,0,0,0,0,
526,8.27,0,0,0,0,-0.674,0,0,0,0,
527,8.41,0,0,0,0,-0.313,0,0,0,0,
528,8.41,0,0,0,0,-0.313,0,0,0,0,
529,8.56,0,0,0,0,-0.369,0,0,0,0,
530,8.56,0,0,0,0,-0.369,0,0,0,0,
531,8.71,0,0,0,0,-0.369,0,0,0,0,
532,8.71,0,0,0,0,-0.399,0,0,0,0,
533,8.71,0,0,0,0,-0.399,0,0,0,0,
534,8.85,0,0,0,0,-0.258,0,0,0,0,
535,8.85,0,0,0,0,-0.258,0,0,0,0,
536,8.99,0,0,0,0,4.935,0,0,0,0,
537,8.99,0,0,0,0,4.935,0,0,0,0,
538,9.12,0,0,0,0,4.935,0,0,0,0,
539,9.12,0,0,0,0,3.474,0,0,0,0,
540,9.12,0,0,0,0,3.474,0,0,0,0,
541,9.22,0,0,0,0,2.142,0,0,0,0,
542,9.22,0,0,0,0,2.142,0,0,0,0,
543,9.3,0,0,0,0,0.948,0,0,0,0,
544,9.3,0,0,0,0,0.948,0,0,0,0,
545,9.38,0,0,0,0,0.948,0,0,0,0,
546,9.38,0,0,0,0,0.289,0,0,0,0,
547,9.38,0,0,0,0,0.289,0,0,0,0,
548,9.45,0,0,0,0,0.216,0,0,0,0,
549,9.45,0,0,0,0,0.216,0,0,0,0,
550,9.51,0,0,0,0,0.293,0,0,0,0,
551,9.51,0,0,0,0,0.293,0,0,0,0,
552,9.57,0,0,0,0,0.092,0,0,0,0,
553,9.57,0,0,0,0,0.092,0,0,0,0,
554,9.62,0,0,0,0,0.092,0,0,0,0,
555,9.62,0,0,0,0,0.191,0,0,0,0,
556,9.62,0,0,0,0,0.191,0,0,0,0,
557,9.67,0,0,0,0,0.174,0,0,0,0,
558,9.67,0,0,0,0,0.174,0,0,0,0,
559,9.72,0,0,0,0,0.286,0,0,0,0,
560,9.72,0,0,0,0,0.286,0,0,0,0,
561,9.76,0,0,0,0,0.286,0,0,0,0,
562,9.76,0,0,0,0,0.293,0,0,0,0,
563,9.76,0,0,0,0,0.293,0,0,0,0,
564,9.8,0,0,0,0,0.231,0,0,0,0,
565,9.8,0,0,0,0,0.231,0,0,0,0,
566,9.84,0,0,0,0,0.239,0,0,0,0,
567,9.84,0,0,0,0,0.239,0,0,0,0,
568,9.87,0,0,0,0,0.365,0,0,0,0,
569,9.87,0,0,0,0,0.365,0,0,0,0,
570,9.87,0,0,0,0,0.365,0,0,0,0,
571,9.9,0,0,0,0,0.276,0,0,0,0,
572,9.9,0,0,0,0,0.276,0,0,0,0,
573,9.93,0,0,0,0,0.213,0,0,0,0,
574,9.93,0,0,0,0,0.213,0,0,0,0,
575,9.95,0,0,0,0,0.26,0,0,0,0,
576,9.95,0,0,0,0,0.26,0,0,0,0,
577,9.97,0,0,0,0,0.26,0,0,0,0,
578,9.97,0,0,0,0,0.272,0,0,0,0,
579,9.97,0,0,0,0,0.272,0,0,0,0,
580,9.98,0,0,0,0,0.315,0,0,0,0,
581,9.98,0,0,0,0,0.315,0,0,0,0,
582,9.99,0,0,0,0,0.429,0,0,0,0,
583,9.99,0,0,0,0,0.429,0,0,0,0,
584,10,0,0,0,0,0.284,0,0,0,0,
585,10,0,0,0,0,0.284,0,0,0,0,
586,10,0,0,0,0,0.284,0,0,0,0,
587,10,0,0,0,0,0.284,0,0,0,0,
588,10,0,0,0,0,0.496,0,0,0,0,
589,10,0,0,0,0,0.496,0,0,0,0,
590,10,0,0,0,0,0.496,0,0,0,0,
591,10,0,0,0,0,0.544,0,0,0,0,
592,10,0,0,0,0,0.544,0,0,0,0,
593,10,0,0,0,0,0.875,0,0,0,0,
594,10,0,0,0,0,0.875,0,0,0,0,
595,9.99,0,0,0,0,0.845,0,0,0,0,
596,9.99,0,0,0,0,0.845,0,0,0,0,
597,9.98,0,0,0,0,0.944,0,0,0,0,
598,9.98,0,0,0,0,0.944,0,0,0,0,
599,9.98,0,0,0,0,0.944,0,0,0,0,
600,9.96,0,0,0,0,0.953,0,0,0,0,
601,9.96,0,0,0,0,0.953,0,0,0,0,
602,9.94,0,0,0,0,0.864,0,0,0,0,
603,9.94,0,0,0,0,0.864,0,0,0,0,
604,9.92,0,0,0,0,0.949,0,0,0,0,
605,9.92,0,0,0,0,0.949,0,0,0,0,
606,9.89,0,0,0,0,0.949,0,0,0,0,
607,9.89,0,0,0,0,0.902,0,0,0,0,
608,9.89,0,0,0,0,0.902,0,0,0,0,
609,9.85,0,0,0,0,0.873,0,0,0,0,
610,9.85,0,0,0,0,0.873,0,0,0,0,
611,9.82,0,0,0,0,0.896,0,0,0,0,
612,9.82,0,0,0,0,0.896,0,0,0,0,
613,9.78,0,0,0,0,0.896,0,0,0,0,
614,9.78,0,0,0,0,0.906,0,0,0,0,
615,9.78,0,0,0,0,0.906,0,0,0,0,
616,9.74,0,0,0,0,0.906,0,0,0,0,
617,9.74,0,0,0,0,0.906,0,0,0,0,
618,9.69,0,0,0,0,0.93,0,0,0,0,
619,9.69,0,0,0,0,0.93,0,0,0,0,
620,9.64,0,0,0,0,0.93,0,0,0,0,
621,9.64,0,0,0,0,0.92,0,0,0,0,
622,9.64,0,0,0,0,0.92,0,0,0,0,
623,9.58,0,0,0,0,0.92,0,0,0,0,
624,9.58,0,0,0,0,0.92,0,0,0,0,
625,9.53,0,0,0,0,0.883,0,0,0,0,
626,9.53,0,0,0,0,0.883,0,0,0,0,
627,9.46,0,0,0,0,0.968,0,0,0,0,
628,9.46,0,0,0,0,0.968,0,0,0,0,
629,9.4,0,0,0,0,0.968,0,0,0,0,
630,9.4,0,0,0,0,0.962,0,0,0,0,
631,9.4,0,0,0,0,0.962,0,0,0,0,
632,9.33,0,0,0,0,0.964,0,0,0,0,
633,9.33,0,0,0,0,0.964,0,0,0,0,
634,9.26,0,0,0,0,0.982,0,0,0,0,
635,9.26,0,0,0,0,0.982,0,0,0,0,
636,9.18,0,0,0,0,1.116,0,0,0,0,
637,9.18,0,0,0,0,1.116,0,0,0,0,
638,9.1,0,0,0,0,1.116,0,0,0,0,
639,9.1,0,0,0,0,0.987,0,0,0,0,
640,9.1,0,0,0,0,0.987,0,0,0,0,
641,9.02,0,0,0,0,1.033,0,0,0,0,
642,9.02,0,0,0,0,1.033,0,0,0,0,
643,8.93,0,0,0,0,1.103,0,0,0,0,
644,8.93,0,0,0,0,1.103,0,0,0,0,
645,8.84,0,0,0,0,1.044,0,0,0,0,
646,8.84,0,0,0,0,1.044,0,0,0,0,
647,8.84,0,0,0,0,1.044,0,0,0,0,
648,8.75,0,0,0,0,0.909,0,0,0,0,
649,8.75,0,0,0,0,0.909,0,0,0,0,
650,8.65,0,0,0,0,1.036,0,0,0,0,
651,8.65,0,0,0,0,1.036,0,0,0,0,
652,8.55,0,0,0,0,1.079,0,0,0,0,
653,8.55,0,0,0,0,1.079,0,0,0,0,
654,8.45,0,0,0,0,1.079,0,0,0,0,
655,8.45,0,0,0,0,1.116,0,0,0,0,
656,8.45,0,0,0,0,1.116,0,0,0,0,
657,8.33,0,0,0,0,1.083,0,0,0,0,
658,8.33,0,0,0,0,1.083,0,0,0,0,
659,8.22,0,0,0,0,1.067,0,0,0,0,
660,8.22,0,0,0,0,1.067,0,0,0,0,
661,8.22,0,0,0,0,1.067,0,0,0,0,
662,8.1,0,0,0,0,1.218,0,0,0,0,
663,8.1,0,0,0,0,1.218,0,0,0,0,
664,7.97,0,0,0,0,1.104,0,0,0,0,
665,7.97,0,0,0,0,1.104,0,0,0,0,
666,7.85,0,0,0,0,1.103,0,0,0,0,
667,7.85,0,0,0,0,1.103,0,0,0,0,
668,7.85,0,0,0,0,1.103,0,0,0,0,
669,7.71,0,0,0,0,1.121,0,0,0,0,
670,7.71,0,0,0,0,1.121,0,0,0,0,
671,7.57,0,0,0,0,1.01,0,0,0,0,
672,7.57,0,0,0,0,1.01,0,0,0,0,
673,7.43,0,0,0,0,1.01,0,0,0,0,
674,7.43,0,0,0,0,0.93,0,0,0,0,
675,7.43,0,0,0,0,0.93,0,0,0,0,
676,7.29,0,0,0,0,1.032,0,0,0,0,
677,7.29,0,0,0,0,1.032,0,0,0,0,
678,7.14,0,0,0,0,0.836,0,0,0,0,
679,7.14,0,0,0,0,0.836,0,0,0,0,
680,7,0,0,0,0,0.621,0,0,0,0,
681,7,0,0,0,0,0.621,0,0,0,0,
682,7,0,0,0,0,0.621,0,0,0,0,
683,6.85,0,0,0,0,0.146,0,0,0,0,
684,6.85,0,0,0,0,0.146,0,0,0,0,
685,6.69,0,0,0,0,0.347,0,0,0,0,
686,6.69,0,0,0,0,0.347,0,0,0,0,
687,6.69,0,0,0,0,0.347,0,0,0,0,
688,6.54,0,0,0,0,0.857,0,0,0,0,
689,6.54,0,0,0,0,0.857,0,0,0,0,
690,6.39,0,0,0,0,0.448,0,0,0,0,
691,6.39,0,0,0,0,0.448,0,0,0,0,
692,6.24,0,0,0,0,0.164,0,0,0,0,
693,6.24,0,0,0,0,0.164,0,0,0,0,
694,6.09,0,0,0,0,0.164,0,0,0,0,
695,6.09,0,0,0,0,0.431,0,0,0,0,
696,6.09,0,0,0,0,0.431,0,0,0,0,
697,5.95,0,0,0,0,0.634,0,0,0,0,
698,5.95,0,0,0,0,0.634,0,0,0,0,
699,5.8,0,0,0,0,0.504,0,0,0,0,
700,5.8,0,0,0,0,0.504,0,0,0,0,
701,5.65,0,0,0,0,0.504,0,0,0,0,
702,5.65,0,0,0,0,0.098,0,0,0,0,
703,5.65,0,0,0,0,0.098,0,0,0,0,
704,5.51,0,0,0,0,0.34,0,0,0,0,
705,5.51,0,0,0,0,0.34,0,0,0,0,
706,5.36,0,0,0,0,0.637,0,0,0,0,
707,5.36,0,0,0,0,0.637,0,0,0,0,
708,5.21,0,0,0,0,0.441,0,0,0,0,
709,5.21,0,0,0,0,0.441,0,0,0,0,
710,5.06,0,0,0,0,0.441,0,0,0,0,
711,5.06,0,0,0,0,0.38,0,0,0,0,
712,5.06,0,0,0,0,0.38,0,0,0,0,
713,4.92,0,0,0,0,0.742,0,0,0,0,
714,4.92,0,0,0,0,0.742,0,0,0,0,
715,4.77,0,0,0,0,0.715,0,0,0,0,
716,4.77,0,0,0,0,0.715,0,0,0,0,
717,4.62,0,0,0,0,0.535,0,0,0,0,
718,4.62,0,0,0,0,0.535,0,0,0,0,
719,4.62,0,0,0,0,0.535,0,0,0,0,
720,4.47,0,0,0,0,0.167,0,0,0,0,
721,4.47,0,0,0,0,0.167,0,0,0,0,
722,4.32,0,0,0,0,0.321,0,0,0,0,
723,4.32,0,0,0,0,0.321,0,0,0,0,
724,4.18,0,0,0,0,0.473,0,0,0,0,
725,4.18,0,0,0,0,0.473,0,0,0,0,
726,4.04,0,0,0,0,0.473,0,0,0,0,
727,4.04,0,0,0,0,0.298,0,0,0,0,
728,4.04,0,0,0,0,0.298,0,0,0,0,
729,3.89,0,0,0,0,0.065,0,0,0,0,
730,3.89,0,0,0,0,0.065,0,0,0,0,
731,3.75,0,0,0,0,0.223,0,0,0,0,
732,3.75,0,0,0,0,0.223,0,0,0,0,
733,3.6,0,0,0,0,0.223,0,0,0,0,
734,3.6,0,0,0,0,0.444,0,0,0,0,
735,3.6,0,0,0,0,0.444,0,0,0,0,
736,3.46,0,0,0,0,0.435,0,0,0,0,
737,3.46,0,0,0,0,0.435,0,0,0,0,
738,3.31,0,0,0,0,0.396,0,0,0,0,
739,3.31,0,0,0,0,0.396,0,0,0,0,
740,3.17,0,0,0,0,0.494,0,0,0,0,
741,3.17,0,0,0,0,0.494,0,0,0,0,
742,3.17,0,0,0,0,0.494,0,0,0,0,
743,3.03,0,0,0,0,0.665,0,0,0,0,
744,3.03,0,0,0,0,0.665,0,0,0,0,
745,2.86,0,0,0,0,1.065,0,0,0,0,
746,2.86,0,0,0,0,1.065,0,0,0,0,
747,2.72,0,0,0,0,0.295,0,0,0,0,
748,2.72,0,0,0,0,0.295,0,0,0,0,
749,2.72,0,0,0,0,0.295,0,0,0,0,
750,2.57,0,0,0,0,0.199,0,0,0,0,
751,2.57,0,0,0,0,0.199,0,0,0,0,
752,2.42,0,0,0,0,0.168,0,0,0,0,
753,2.42,0,0,0,0,0.168,0,0,0,0,
754,2.27,0,0,0,0,0.168,0,0,0,0,
755,2.27,0,0,0,0,0.531,0,0,0,0,
756,2.27,0,0,0,0,0.531,0,0,0,0,
757,2.12,0,0,0,0,0.683,0,0,0,0,
758,2.12,0,0,0,0,0.683,0,0,0,0,
759,1.97,0,0,0,0,0.426,0,0,0,0,
760,1.97,0,0,0,0,0.426,0,0,0,0,
761,1.83,0,0,0,0,0.426,0,0,0,0,
762,1.83,0,0,0,0,0.092,0,0,0,0,
763,1.83,0,0,0,0,0.092,0,0,0,0,
764,1.68,0,0,0,0,0.536,0,0,0,0,
765,1.68,0,0,0,0,0.536,0,0,0,0,
766,1.53,0,0,0,0,0.167,0,0,0,0,
767,1.53,0,0,0,0,0.167,0,0,0,0,
768,1.39,0,0,0,0,0.117,0,0,0,0,
769,1.39,0,0,0,0,0.117,0,0,0,0,
770,1.39,0,0,0,0,0.117,0,0,0,0,
771,1.24,0,0,0,0,0.019,0,0,0,0,
772,1.24,0,0,0,0,0.019,0,0,0,0,
773,1.09,0,0,0,0,-2.073,0,0,0,0,
774,1.09,0,0,0,0,-2.073,0,0,0,0,
775,0.95,0,0,0,0,-2.073,0,0,0,0,
776,0.95,0,0,0,0,-3.603,0,0,0,0,
777,0.95,0,0,0,0,-3.603,0,0,0,0,
778,0.84,0,0,0,0,-2.409,0,0,0,0,
779,0.84,0,0,0,0,-2.409,0,0,0,0,
780,0.76,0,0,0,0,-1.093,0,0,0,0,
781,0.76,0,0,0,0,-1.093,0,0,0,0,
782,0.68,0,0,0,0,-1.093,0,0,0,0,
783,0.68,0,0,0,0,-0.436,0,0,0,0,
784,0.68,0,0,0,0,-0.436,0,0,0,0,
785,0.61,0,0,0,0,-0.357,0,0,0,0,
786,0.61,0,0,0,0,-0.357,0,0,0,0,
787,0.54,0,0,0,0,-0.434,0,0,0,0,
788,0.54,0,0,0,0,-0.434,0,0,0,0,
789,0.48,0,0,0,0,-0.434,0,0,0,0,
790,0.48,0,0,0,0,-0.397,0,0,0,0,
791,0.48,0,0,0,0,-0.397,0,0,0,0,
792,0.42,0,0,0,0,-0.158,0,0,0,0,
793,0.42,0,0,0,0,-0.158,0,0,0,0,
794,0.37,0,0,0,0,-0.294,0,0,0,0,
795,0.37,0,0,0,0,-0.294,0,0,0,0,
796,0.31,0,0,0,0,-0.294,0,0,0,0,
797,0.31,0,0,0,0,-0.419,0,0,0,0,
798,0.31,0,0,0,0,-0.419,0,0,0,0,
799,0.26,0,0,0,0,-0.368,0,0,0,0,
800,0.26,0,0,0,0,-0.368,0,0,0,0,
801,0.22,0,0,0,0,-0.312,0,0,0,0,
802,0.22,0,0,0,0,-0.312,0,0,0,0,
803,0.18,0,0,0,0,-0.286,0,0,0,0,
804,0.18,0,0,0,0,-0.286,0,0,0,0,
805,0.18,0,0,0,0,-0.286,0,0,0,0,
806,0.14,0,0,0,0,-0.289,0,0,0,0,
807,0.14,0,0,0,0,-0.289,0,0,0,0,
808,0.11,0,0,0,0,-0.25,0,0,0,0,
809,0.11,0,0,0,0,-0.25,0,0,0,0,
810,0.08,0,0,0,0,-0.294,0,0,0,0,
811,0.08,0,0,0,0,-0.294,0,0,0,0,
812,0.08,0,0,0,0,-0.294,0,0,0,0,
813,0.06,0,0,0,0,-0.201,0,0,0,0,
814,0.06,0,0,0,0,-0.201,0,0,0,0,
815,0.04,0,0,0,0,-0.378,0,0,0,0,
816,0.04,0,0,0,0,-0.378,0,0,0,0,
817,0.02,0,0,0,0,-0.411,0,0,0,0,
818,0.02,0,0,0,0,-0.411,0,0,0,0,
819,0.02,0,0,0,0,-0.411,0,0,0,0,
820,0,0,0,0,0,-0.451,0,0,0,0,
821,0,0,0,0,0,-0.451,0,0,0,0,
822,0,0,0,0,0,-0.455,0,0,0,0,
823,0,0,0,0,0,-0.455,0,0,0,0,
824,0,0,0,0,0,-0.499,0,0,0,0,
825,0,0,0,0,0,-0.499,0,0,0,0,
826,0,0,0,0,0,-0.499,0,0,0,0,
827,0,0,0,0,0,-0.523,0,0,0,0,
828,0,0,0,0,0,-0.523,0,0,0,0,
829,0,0,0,0,0,-0.671,0,0,0,0,
830,0,0,0,0,0,-0.671,0,0,0,0,
831,0,0,0,0,0,-0.671,0,0,0,0,
832,0,0,0,0,0,-0.916,0,0,0,0,
833,0,0,0,0,0,-0.916,0,0,0,0,
834,0,0,0,0,0,-0.869,0,0,0,0,
835,0,0,0,0,0,-0.869,0,0,0,0,
836,0.01,0,0,0,0,-0.869,0,0,0,0,
837,0.01,0,0,0,0,-0.867,0,0,0,0,
838,0.01,0,0,0,0,-0.867,0,0,0,0,
839,0.03,0,0,0,0,-0.919,0,0,0,0,
840,0.03,0,0,0,0,-0.919,0,0,0,0,
841,0.05,0,0,0,0,-0.986,0,0,0,0,
842,0.05,0,0,0,0,-0.986,0,0,0,0,
843,0.08,0,0,0,0,-0.986,0,0,0,0,
844,0.08,0,0,0,0,-0.951,0,0,0,0,
845,0.08,0,0,0,0,-0.951,0,0,0,0,
846,0.11,0,0,0,0,-0.989,0,0,0,0,
847,0.11,0,0,0,0,-0.989,0,0,0,0,
848,0.14,0,0,0,0,-0.863,0,0,0,0,
849,0.14,0,0,0,0,-0.863,0,0,0,0,
850,0.18,0,0,0,0,-0.863,0,0,0,0,
851,0.18,0,0,0,0,-0.918,0,0,0,0,
852,0.18,0,0,0,0,-0.918,0,0,0,0,
853,0.22,0,0,0,0,-0.915,0,0,0,0,
854,0.22,0,0,0,0,-0.915,0,0,0,0,
855,0.26,0,0,0,0,-0.966,0,0,0,0,
856,0.26,0,0,0,0,-0.966,0,0,0,0,
857,0.31,0,0,0,0,-0.901,0,0,0,0,
858,0.31,0,0,0,0,-0.901,0,0,0,0,
859,0.31,0,0,0,0,-0.901,0,0,0,0,
860,0.36,0,0,0,0,-1.079,0,0,0,0,
861,0.36,0,0,0,0,-1.079,0,0,0,0,
862,0.42,0,0,0,0,-0.985,0,0,0,0,
863,0.42,0,0,0,0,-0.985,0,0,0,0,
864,0.48,0,0,0,0,-0.985,0,0,0,0,
865,0.48,0,0,0,0,-1.04,0,0,0,0,
866,0.48,0,0,0,0,-1.04,0,0,0,0,
867,0.54,0,0,0,0,-1.156,0,0,0,0,
868,0.54,0,0,0,0,-1.156,0,0,0,0,
869,0.61,0,0,0,0,-1.034,0,0,0,0,
870,0.61,0,0,0,0,-1.034,0,0,0,0,
871,0.67,0,0,0,0,-1.272,0,0,0,0,
872,0.67,0,0,0,0,-1.272,0,0,0,0,
873,0.67,0,0,0,0,-1.272,0,0,0,0,
874,0.75,0,0,0,0,-1.226,0,0,0,0,
875,0.75,0,0,0,0,-1.226,0,0,0,0,
876,0.83,0,0,0,0,-1.121,0,0,0,0,
877,0.83,0,0,0,0,-1.121,0,0,0,0,
878,0.91,0,0,0,0,-1.121,0,0,0,0,
879,0.91,0,0,0,0,-1.248,0,0,0,0,
880,0.91,0,0,0,0,-1.248,0,0,0,0,
881,1,0,0,0,0,-1.335,0,0,0,0,
882,1,0,0,0,0,-1.335,0,0,0,0,
883,1.09,0,0,0,0,-1.346,0,0,0,0,
884,1.09,0,0,0,0,-1.346,0,0,0,0,
885,1.18,0,0,0,0,-1.346,0,0,0,0,
886,1.18,0,0,0,0,-1.47,0,0,0,0,
887,1.18,0,0,0,0,-1.47,0,0,0,0,
888,1.28,0,0,0,0,-1.28,0,0,0,0,
889,1.28,0,0,0,0,-1.28,0,0,0,0,
890,1.38,0,0,0,0,-1.608,0,0,0,0,
891,1.38,0,0,0,0,-1.608,0,0,0,0,
892,1.48,0,0,0,0,-1.422,0,0,0,0,
893,1.48,0,0,0,0,-1.422,0,0,0,0,
894,1.48,0,0,0,0,-1.422,0,0,0,0,
895,1.59,0,0,0,0,-1.66,0,0,0,0,
896,1.59,0,0,0,0,-1.66,0,0,0,0,
897,1.69,0,0,0,0,-1.414,0,0,0,0,
898,1.69,0,0,0,0,-1.414,0,0,0,0,
899,1.82,0,0,0,0,-1.565,0,0,0,0,
900,1.82,0,0,0,0,-1.565,0,0,0,0,
901,1.82,0,0,0,0,-1.565,0,0,0,0,
902,1.94,0,0,0,0,-1.451,0,0,0,0,
903,1.94,0,0,0,0,-1.451,0,0,0,0,
904,2.06,0,0,0,0,-1.29,0,0,0,0,
905,2.06,0,0,0,0,-1.29,0,0,0,0,
906,2.19,0,0,0,0,-1.29,0,0,0,0,
907,2.19,0,0,0,0,-1.655,0,0,0,0,
908,2.19,0,0,0,0,-1.655,0,0,0,0,
909,2.33,0,0,0,0,-1.575,0,0,0,0,
910,2.33,0,0,0,0,-1.575,0,0,0,0,
911,2.46,0,0,0,0,-1.762,0,0,0,0,
912,2.46,0,0,0,0,-1.762,0,0,0,0,
913,2.6,0,0,0,0,-1.433,0,0,0,0,
914,2.6,0,0,0,0,-1.433,0,0,0,0,
915,2.6,0,0,0,0,-1.433,0,0,0,0,
916,2.74,0,0,0,0,-1.209,0,0,0,0,
917,2.74,0,0,0,0,-1.209,0,0,0,0,
918,2.88,0,0,0,0,-0.91,0,0,0,0,
919,2.88,0,0,0,0,-0.91,0,0,0,0,
920,3.03,0,0,0,0,-1.179,0,0,0,0,
921,3.03,0,0,0,0,-1.179,0,0,0,0,
922,3.03,0,0,0,0,-1.179,0,0,0,0,
923,3.17,0,0,0,0,-1.059,0,0,0,0,
924,3.17,0,0,0,0,-1.059,0,0,0,0,
925,3.33,0,0,0,0,-1.044,0,0,0,0,
926,3.33,0,0,0,0,-1.044,0,0,0,0,
927,3.47,0,0,0,0,-1.161,0,0,0,0,
928,3.47,0,0,0,0,-1.161,0,0,0,0,
929,3.47,0,0,0,0,-1.161,0,0,0,0,
930,3.61,0,0,0,0,-1.169,0,0,0,0,
931,3.61,0,0,0,0,-1.169,0,0,0,0,
932,3.76,0,0,0,0,-1.161,0,0,0,0,
933,3.76,0,0,0,0,-1.161,0,0,0,0,
934,3.9,0,0,0,0,-1.161,0,0,0,0,
935,3.9,0,0,0,0,-1.208,0,0,0,0,
936,3.9,0,0,0,0,-1.208,0,0,0,0,
937,4.05,0,0,0,0,-1.031,0,0,0,0,
938,4.05,0,0,0,0,-1.031,0,0,0,0,
939,4.19,0,0,0,0,-1.083,0,0,0,0,
940,4.19,0,0,0,0,-1.083,0,0,0,0,
941,4.34,0,0,0,0,-0.923,0,0,0,0,
942,4.34,0,0,0,0,-0.923,0,0,0,0,
943,4.34,0,0,0,0,-0.923,0,0,0,0,
944,4.48,0,0,0,0,-1.103,0,0,0,0,
945,4.48,0,0,0,0,-1.103,0,0,0,0,
946,4.62,0,0,0,0,-0.945,0,0,0,0,
947,4.62,0,0,0,0,-0.945,0,0,0,0,
948,4.76,0,0,0,0,-0.58,0,0,0,0,
949,4.76,0,0,0,0,-0.58,0,0,0,0,
950,4.76,0,0,0,0,-0.58,0,0,0,0,
951,4.91,0,0,0,0,-1.012,0,0,0,0,
952,4.91,0,0,0,0,-1.012,0,0,0,0,
953,5.05,0,0,0,0,-0.874,0,0,0,0,
954,5.05,0,0,0,0,-0.874,0,0,0,0,
955,5.19,0,0,0,0,-0.97,0,0,0,0,
956,5.19,0,0,0,0,-0.97,0,0,0,0,
957,5.34,0,0,0,0,-0.97,0,0,0,0,
958,5.34,0,0,0,0,-0.859,0,0,0,0,
959,5.34,0,0,0,0,-0.859,0,0,0,0,
960,5.48,0,0,0,0,-1.037,0,0,0,0,
961,5.48,0,0,0,0,-1.037,0,0,0,0,
962,5.63,0,0,0,0,-1.333,0,0,0,0,
963,5.63,0,0,0,0,-1.333,0,0,0,0,
964,5.77,0,0,0,0,-1.007,0,0,0,0,
965,5.77,0,0,0,0,-1.007,0,0,0,0,
966,5.91,0,0,0,0,-1.007,0,0,0,0,
967,5.91,0,0,0,0,-1.059,0,0,0,0,
968,5.91,0,0,0,0,-1.059,0,0,0,0,
969,6.05,0,0,0,0,-1.18,0,0,0,0,
970,6.05,0,0,0,0,-1.18,0,0,0,0,
971,6.2,0,0,0,0,-1.029,0,0,0,0,
972,6.2,0,0,0,0,-1.029,0,0,0,0,
973,6.34,0,0,0,0,-1.029,0,0,0,0,
974,6.34,0,0,0,0,-1.006,0,0,0,0,
975,6.34,0,0,0,0,-1.006,0,0,0,0,
976,6.48,0,0,0,0,-1.091,0,0,0,0,
977,6.48,0,0,0,0,-1.091,0,0,0,0,
978,6.63,0,0,0,0,-1.067,0,0,0,0,
979,6.63,0,0,0,0,-1.067,0,0,0,0,
980,6.77,0,0,0,0,-0.611,0,0,0,0,
981,6.77,0,0,0,0,-0.611,0,0,0,0,
982,6.77,0,0,0,0,-0.611,0,0,0,0,
983,6.91,0,0,0,0,-1.107,0,0,0,0,
984,6.91,0,0,0,0,-1.107,0,0,0,0,
985,7.06,0,0,0,0,-0.758,0,0,0,0,
986,7.06,0,0,0,0,-0.758,0,0,0,0,
987,7.2,0,0,0,0,-0.758,0,0,0,0,
988,7.2,0,0,0,0,-0.884,0,0,0,0,
989,7.2,0,0,0,0,-0.884,0,0,0,0,
990,7.35,0,0,0,0,-1.104,0,0,0,0,
991,7.35,0,0,0,0,-1.104,0,0,0,0,
992,7.49,0,0,0,0,-1.138,0,0,0,0,
993,7.49,0,0,0,0,-1.138,0,0,0,0,
994,7.63,0,0,0,0,-1.138,0,0,0,0,
995,7.63,0,0,0,0,-0.676,0,0,0,0,
996,7.63,0,0,0,0,-0.676,0,0,0,0,
997,7.78,0,0,0,0,-0.648,0,0,0,0,
998,7.78,0,0,0,0,-0.648,0,0,0,0,
999,7.92,0,0,0,0,-0.761,0,0,0,0,
