count, lifter pos (mm), left pedal pos (mm), left slider pos (mm), right pedal pos (mm), right slider pos (mm), lifter current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A)
0,-24.29,0,0,0,0,0.087,-0.01,0.013,-0.001,-0.042,
1,-24.29,0,0,0,0,-0.04,-0.01,-0.009,-0.001,-0.042,
2,-24.29,0,0,0,0,-0.04,-0.01,-0.009,0.032,-0.008,
3,-24.29,0,0,0,0,-0.04,-0.01,-0.009,0.032,-0.008,
4,-24.29,0,0,0,0,0.077,-0.01,-0.009,0.032,-0.008,
5,-24.29,0,0,0,0,0.077,0.011,0.008,0.01,-0.008,
6,-24.29,0,0,0,0,0.077,0.011,0.008,0.01,0.014,
7,-24.29,0,0,0,0,0.077,0.011,0.008,0.01,0.014,
8,-24.29,0,0,0,0,-0.008,0.011,0.008,0.01,0.014,
9,-24.29,0,0,0,0,-0.008,0.011,0.019,-0.029,0.037,
10,-24.29,0,0,0,0,-0.008,0.011,0.019,-0.029,0.037,
11,-24.29,0,0,0,0,-0.008,0.011,0.019,-0.029,0.037,
12,-24.29,0,0,0,0,-0.103,0,0.013,-0.029,-0.002,
13,-24.29,0,0,0,0,-0.103,0,0.013,-0.029,-0.002,
14,-24.29,0,0,0,0,-0.103,0,0.013,-0.029,-0.002,
15,-24.29,0,0,0,0,-0.08,0,0.013,-0.029,-0.002,
16,-24.29,0,0,0,0,-0.08,0,0.042,0.01,-0.002,
17,-24.29,0,0,0,0,-0.08,0,0.042,0.01,-0.002,
18,-24.29,0,0,0,0,-0.08,0,0.042,0.01,-0.002,
19,-24.29,0,0,0,0,-0.071,0,0.002,0.004,-0.002,
20,-24.29,0,0,0,0,-0.071,0,0.002,0.004,-0.002,
21,-24.29,0,0,0,0,-0.071,0,0.002,0.004,-0.002,
22,-24.29,0,0,0,0,0.037,0,0.008,0.004,-0.002,
23,-24.29,0,0,0,0,0.037,0,0.008,-0.024,-0.031,
24,-24.29,0,0,0,0,0.037,0,0.008,-0.024,-0.031,
25,-24.29,0,0,0,0,0.064,0,0.008,-0.024,-0.031,
26,-24.29,0,0,0,0,0.064,0,-0.009,-0.024,-0.014,
27,-24.29,0,0,0,0,0.064,0,-0.009,-0.024,-0.014,
28,-24.29,0,0,0,0,0.064,0,-0.009,-0.024,-0.014,
29,-24.29,0,0,0,0,0.041,0,-0.009,-0.024,-0.014,
30,-24.29,0,0,0,0,0.041,0,0.025,0.016,0.026,
31,-24.29,0,0,0,0,0.041,0,0.025,0.016,0.026,
32,-24.29,0,0,0,0,0.123,0,0.025,0.016,0.026,
33,-24.29,0,0,0,0,0.123,0,-0.032,0.021,-0.014,
34,-24.29,0,0,0,0,0.123,0,-0.032,0.021,-0.014,
35,-24.29,0,0,0,0,0.123,0,-0.032,0.021,-0.014,
36,-24.29,0,0,0,0,0.028,0,0.03,0.021,-0.014,
37,-24.29,0,0,0,0,0.028,0,0.03,0.016,0.026,
38,-24.29,0,0,0,0,0.028,0,0.03,0.016,0.026,
39,-24.29,0,0,0,0,0.028,0,0.03,0.016,0.026,
40,-24.29,0,0,0,0,0.028,0,0.002,0.016,-0.008,
41,-24.29,0,0,0,0,0.028,0,0.002,0.016,-0.008,
42,-24.29,0,0,0,0,0.028,0,0.002,0.016,-0.008,
43,-24.29,0,0,0,0,-0.008,0,0.002,-0.001,0.003,
44,-24.29,0,0,0,0,-0.008,0,0.002,-0.001,0.003,
45,-24.29,0,0,0,0,-0.008,0,0.002,-0.001,0.003,
46,-24.29,0,0,0,0,0.001,0,-0.009,-0.007,0.003,
47,-24.29,0,0,0,0,0.001,0,-0.009,-0.007,0.043,
48,-24.29,0,0,0,0,0.001,0,-0.009,-0.007,0.043,
49,0,0,0,0,0,0.001,0,-0.009,-0.007,0.043,
50,0,0,0,0,0,-0.053,0,-0.009,-0.007,0.043,
51,0,0,0,0,0,-0.053,0.011,0.002,0.016,0.026,
52,0,0,0,0,0,-0.053,0.011,0.002,0.016,0.026,
53,0,0,0,0,0,-0.053,0.011,0.002,0.016,0.026,
54,0,0,0,0,0,0.001,0,0.002,0.016,0.026,
55,0,0,0,0,0,0.001,0,0.002,-0.001,0.031,
56,0,0,0,0,0,0.001,0,0.002,-0.001,0.031,
57,0,0,0,0,0,0.096,0.011,0.002,-0.001,0.031,
58,0,0,0,0,0,0.096,0.011,-0.003,-0.035,-0.014,
59,0,0,0,0,0,0.096,0.011,-0.003,-0.035,-0.014,
60,0,0,0,0,0,-0.044,0.011,-0.003,-0.035,-0.014,
61,0,0,0,0,0,-0.044,0,0.002,-0.007,0.014,
62,0,0,0,0,0,-0.044,0,0.002,-0.007,0.014,
63,0,0,0,0,0,-0.044,0,0.002,-0.007,0.014,
64,0,0,0,0,0,-0.035,0.011,0.002,-0.007,0.014,
65,0,0,0,0,0,-0.035,0.011,0.002,-0.035,0.003,
66,0,0,0,0,0,-0.035,0.011,0.002,-0.035,0.003,
67,0,0,0,0,0,-0.021,0.011,0.002,-0.035,0.003,
68,0,0,0,0,0,-0.021,0,-0.015,-0.001,0.009,
69,0,0,0,0,0,-0.021,0,-0.015,-0.001,0.009,
70,0,0,0,0,0,-0.021,0,-0.015,-0.001,0.009,
71,0,0,0,0,0,0.028,0,0.002,0.021,0.009,
72,0,0,0,0,0,0.028,0,0.002,0.021,0.009,
73,0,0,0,0,0,0.028,0,0.002,0.021,0.009,
74,0,0,0,0,0,0.001,-0.01,0.002,0.021,0.009,
75,0,0,0,0,0,0.001,-0.01,0.013,0.004,0.014,
76,0,0,0,0,0,0.001,-0.01,0.013,0.004,0.014,
77,0,0,0,0,0,0.001,-0.01,0.013,0.004,0.014,
78,0,0,0,0,0,0.001,0,0.019,0.038,0.014,
79,0,0,0,0,0,0.001,0,0.019,0.038,-0.014,
80,0,0,0,0,0,0.001,0,0.019,0.038,-0.014,
81,0,0,0,0,0,-0.012,0,0.019,0.038,-0.014,
82,0,0,0,0,0,-0.012,0,-0.003,-0.001,-0.014,
83,0,0,0,0,0,-0.012,0,-0.003,-0.001,0.02,
84,0,0,0,0,0,-0.012,0,-0.003,-0.001,0.02,
85,0,0,0,0,0,0.051,0,-0.003,-0.001,0.02,
86,0,0,0,0,0,0.051,0.011,0.008,-0.013,0.02,
87,0,0,0,0,0,0.051,0.011,0.008,-0.013,0.009,
88,0,0,0,0,0,0.051,0.011,0.008,-0.013,0.009,
89,0,0,0,0,0,-0.057,-0.01,0.008,-0.013,0.009,
90,0,0,0,0,0,-0.057,-0.01,0.025,-0.007,0.02,
91,0,0,0,0,0,-0.057,-0.01,0.025,-0.007,0.02,
92,0,0,0,0,0,-0.057,-0.01,0.025,-0.007,0.02,
93,0,0,0,0,0,0.005,0,-0.009,-0.007,0.02,
94,0,0,0,0,0,0.005,0,-0.009,-0.013,0.009,
95,0,0,0,0,0,0.005,0,-0.009,-0.013,0.009,
96,0,0,0,0,0,0.1,0,-0.009,-0.013,0.009,
97,0,0,0,0,0,0.1,-0.01,0.013,-0.007,0.003,
98,0,0,0,0,0,0.1,-0.01,0.013,-0.007,0.003,
99,0,0,0,0,0,0.1,-0.01,0.013,-0.007,0.003,
100,0,0,0,0,0,0.015,0,0.002,0.004,0.003,
101,0,0,0,0,0,0.015,0,0.002,0.004,-0.042,
102,0,0,0,0,0,0.015,0,0.002,0.004,-0.042,
103,0,0,0,0,0,0.051,0,0.002,0.004,-0.042,
104,0,0,0,0,0,0.051,0,-0.015,-0.029,0.009,
105,0,0,0,0,0,0.051,0,-0.015,-0.029,0.009,
106,0,0,0,0,0,0.051,0,-0.015,-0.029,0.009,
107,0,0,0,0,0,0.015,0.011,-0.015,-0.029,0.009,
108,0,0,0,0,0,0.015,0.011,-0.003,-0.029,0.043,
109,0,0,0,0,0,0.015,0.011,-0.003,-0.029,0.043,
110,0,0,0,0,0,0.015,0.011,-0.003,-0.029,0.043,
111,0,0,0,0,0,0.041,0,-0.003,0.01,0.043,
112,0,0,0,0,0,0.041,0,-0.003,0.01,0.009,
113,0,0,0,0,0,0.041,0,-0.003,0.01,0.009,
114,0,0,0,0,0,-0.053,0,-0.003,0.01,0.009,
115,0,0,0,0,0,-0.053,0,0.019,0.004,-0.002,
116,0,0,0,0,0,-0.053,0,0.019,0.004,-0.002,
117,0,0,0,0,0,-0.053,0,0.019,0.004,-0.002,
118,0,0,0,0,0,-0.067,0,-0.009,0.004,-0.002,
119,0,0,0,0,0,-0.067,0,-0.009,-0.029,0.02,
120,0,0,0,0,0,-0.067,0,-0.009,-0.029,0.02,
121,0,0,0,0,0,0.024,0,-0.009,-0.029,0.02,
122,0,0,0,0,0,0.024,0.011,0.013,-0.024,-0.008,
123,0,0,0,0,0,0.024,0.011,0.013,-0.024,-0.008,
124,0,0,0,0,0,0.024,0.011,0.013,-0.024,-0.008,
125,0,0,0,0,0,-0.008,0,0.008,-0.024,-0.008,
126,0,0,0,0,0,-0.008,0,0.008,0.01,-0.019,
127,0,0,0,0,0,-0.008,0,0.008,0.01,-0.019,
128,0,0,0,0,0,-0.008,0,0.008,0.01,-0.019,
129,0,0,0,0,0,0.019,0,0.025,0.01,-0.019,
130,0,0,0,0,0,0.019,0,0.025,-0.001,0.003,
131,0,0,0,0,0,0.019,0,0.025,-0.001,0.003,
132,0,0,0,0,0,-0.057,0,0.025,-0.001,0.003,
133,0,0,0,0,0,-0.057,0,0.002,-0.007,0.003,
134,0,0,0,0,0,-0.057,0,0.002,-0.007,-0.014,
135,0,0,0,0,0,-0.057,0,0.002,-0.007,-0.014,
136,0,0,0,0,0,-0.021,0,0.002,-0.007,-0.014,
137,0,0,0,0,0,-0.021,0.011,-0.043,-0.024,-0.025,
138,0,0,0,0,0,-0.021,0.011,-0.043,-0.024,-0.025,
139,0,0,0,0,0,-0.021,0.011,-0.043,-0.024,-0.025,
140,0,0,0,0,0,-0.017,0,0.013,0.038,-0.025,
141,0,0,0,0,0,-0.017,0,0.013,0.038,0.014,
142,0,0,0,0,0,-0.017,0,0.013,0.038,0.014,
143,0,0,0,0,0,0.015,0,0.013,0.038,0.014,
144,0,0,0,0,0,0.015,0,0.002,0.004,0.009,
145,0,0,0,0,0,0.015,0,0.002,0.004,0.009,
146,0,0,0,0,0,0.015,0,0.002,0.004,0.009,
147,0,0,0,0,0,0.051,-0.01,0.002,0.004,0.009,
148,0,0,0,0,0,0.051,-0.01,0.013,-0.029,0.003,
149,0,0,0,0,0,0.051,-0.01,0.013,-0.029,0.003,
150,0,0,0,0,0,0.051,-0.01,0.013,-0.029,0.003,
151,0,0,0,0,0,0.028,-0.01,-0.003,-0.029,0.003,
152,0,0,0,0,0,0.028,-0.01,-0.003,0.021,0.003,
153,0,0,0,0,0,0.028,-0.01,-0.003,0.021,0.003,
154,0,0,0,0,0,-0.008,-0.01,-0.003,0.021,0.003,
155,0,0,0,0,0,-0.008,0,-0.009,0.044,0.003,
156,0,0,0,0,0,-0.008,0,-0.009,0.044,-0.019,
157,0,0,0,0,0,-0.008,0,-0.009,0.044,-0.019,
158,0,0,0,0,0,0.1,0,-0.009,0.044,-0.019,
159,0,0,0,0,0,0.1,0,0.002,-0.029,0.014,
160,0,0,0,0,0,0.1,0,0.002,-0.029,0.014,
161,0,0,0,0,0,0.1,0,0.002,-0.029,0.014,
162,0,0,0,0,0,-0.008,0.011,-0.009,-0.029,0.014,
163,0,0,0,0,0,-0.008,0.011,-0.009,-0.018,0.003,
164,0,0,0,0,0,-0.008,0.011,-0.009,-0.018,0.003,
165,0,0,0,0,0,0.028,0.011,-0.009,-0.018,0.003,
166,0,0,0,0,0,0.028,0,0.008,-0.001,0.003,
167,0,0,0,0,0,0.028,0,0.008,-0.001,-0.002,
168,0,0,0,0,0,0.028,0,0.008,-0.001,-0.002,
169,0,0,0,0,0,-0.004,-0.01,0.008,-0.001,-0.002,
170,0,0,0,0,0,-0.004,-0.01,0.002,-0.024,-0.008,
171,0,0,0,0,0,-0.004,-0.01,0.002,-0.024,-0.008,
172,0,0,0,0,0,-0.004,-0.01,0.002,-0.024,-0.008,
173,0,0,0,0,0,0.015,0,0.013,-0.024,-0.008,
174,0,0,0,0,0,0.015,0,0.013,0.032,-0.002,
175,0,0,0,0,0,0.015,0,0.013,0.032,-0.002,
176,0,0,0,0,0,0.005,0,0.013,0.032,-0.002,
177,0,0,0,0,0,0.005,0,-0.009,0.021,-0.002,
178,0,0,0,0,0,0.005,0,-0.009,0.021,0.003,
179,0,0,0,0,0,0.005,0,-0.009,0.021,0.003,
180,0,0,0,0,0,-0.057,0,-0.009,0.021,0.003,
181,0,0,0,0,0,-0.057,0,-0.015,-0.024,0.003,
182,0,0,0,0,0,-0.057,0,-0.015,-0.024,0.003,
183,0,0,0,0,0,-0.057,0,-0.015,-0.024,0.003,
184,0,0,0,0,0,0.028,0,-0.009,-0.024,0.003,
185,0,0,0,0,0,0.028,0,-0.009,0.016,0.003,
186,0,0,0,0,0,0.028,0,-0.009,0.016,0.003,
187,0,0,0,0,0,0.028,0,-0.009,0.016,0.003,
188,0,0,0,0,0,-0.044,0,0.002,-0.013,0.003,
189,0,0,0,0,0,-0.044,0,0.002,-0.013,0.009,
190,0,0,0,0,0,-0.044,0,0.002,-0.013,0.009,
191,0,0,0,0,0,0.028,0,0.002,-0.013,0.009,
192,0,0,0,0,0,0.028,0,-0.015,0.021,-0.002,
193,0,0,0,0,0,0.028,0,-0.015,0.021,-0.002,
194,0,0,0,0,0,0.028,0,-0.015,0.021,-0.002,
195,0,0,0,0,0,-0.044,0,-0.015,0.021,-0.002,
196,0,0,0,0,0,-0.044,0,0.002,-0.001,0.003,
197,0,0,0,0,0,-0.044,0,0.002,-0.001,0.003,
198,0,0,0,0,0,-0.044,0,0.002,-0.001,0.003,
