count, Stick Right Slider (10cm), left pedal pos (cm), left slider pos (cm), right pedal pos (cm), right slider pos (cm), current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A)
4.71,3.03,0,0,0,0,0.562,0,0,0,0
4.72,3.03,0,0,0,0,0.562,0,0,0,0
4.73,2.97,0,0,0,0,0.574,0,0,0,0
4.74,2.97,0,0,0,0,0.574,0,0,0,0
4.75,2.91,0,0,0,0,0.586,0,0,0,0
4.76,2.91,0,0,0,0,0.586,0,0,0,0
4.77,2.84,0,0,0,0,0.655,0,0,0,0
4.78,2.84,0,0,0,0,0.655,0,0,0,0
4.79,2.84,0,0,0,0,0.655,0,0,0,0
4.8,2.78,0,0,0,0,0.566,0,0,0,0
4.81,2.78,0,0,0,0,0.566,0,0,0,0
4.82,2.71,0,0,0,0,0.617,0,0,0,0
4.83,2.71,0,0,0,0,0.617,0,0,0,0
4.84,2.64,0,0,0,0,0.646,0,0,0,0
4.85,2.64,0,0,0,0,0.646,0,0,0,0
4.86,2.57,0,0,0,0,0.646,0,0,0,0
4.87,2.57,0,0,0,0,0.63,0,0,0,0
4.88,2.57,0,0,0,0,0.63,0,0,0,0
4.89,2.49,0,0,0,0,0.643,0,0,0,0
4.9,2.49,0,0,0,0,0.643,0,0,0,0
4.91,2.42,0,0,0,0,0.643,0,0,0,0
4.92,2.42,0,0,0,0,0.643,0,0,0,0
4.93,2.34,0,0,0,0,0.259,0,0,0,0
4.94,2.34,0,0,0,0,0.259,0,0,0,0
4.95,2.26,0,0,0,0,0.259,0,0,0,0
4.96,2.26,0,0,0,0,0.287,0,0,0,0
4.97,2.26,0,0,0,0,0.287,0,0,0,0
4.98,2.19,0,0,0,0,0.324,0,0,0,0
4.99,2.19,0,0,0,0,0.324,0,0,0,0
5,2.11,0,0,0,0,0.418,0,0,0,0
5.01,2.11,0,0,0,0,0.418,0,0,0,0
5.02,2.03,0,0,0,0,0.418,0,0,0,0
5.03,2.03,0,0,0,0,0.433,0,0,0,0
5.04,2.03,0,0,0,0,0.433,0,0,0,0
5.05,1.95,0,0,0,0,0.312,0,0,0,0
5.06,1.95,0,0,0,0,0.312,0,0,0,0
5.07,1.87,0,0,0,0,0.215,0,0,0,0
5.08,1.87,0,0,0,0,0.215,0,0,0,0
5.09,1.87,0,0,0,0,0.215,0,0,0,0
5.1,1.79,0,0,0,0,0.334,0,0,0,0
5.11,1.79,0,0,0,0,0.334,0,0,0,0
5.12,1.71,0,0,0,0,0.291,0,0,0,0
5.13,1.71,0,0,0,0,0.291,0,0,0,0
5.14,1.64,0,0,0,0,0.172,0,0,0,0
5.15,1.64,0,0,0,0,0.172,0,0,0,0
5.16,1.56,0,0,0,0,0.172,0,0,0,0
5.17,1.56,0,0,0,0,0.06,0,0,0,0
5.18,1.56,0,0,0,0,0.06,0,0,0,0
5.19,1.49,0,0,0,0,0.019,0,0,0,0
5.2,1.49,0,0,0,0,0.019,0,0,0,0
5.21,1.42,0,0,0,0,-0.001,0,0,0,0
5.22,1.42,0,0,0,0,-0.001,0,0,0,0
5.23,1.34,0,0,0,0,-0.001,0,0,0,0
5.24,1.34,0,0,0,0,0.008,0,0,0,0
5.25,1.34,0,0,0,0,0.008,0,0,0,0
5.26,1.27,0,0,0,0,0.007,0,0,0,0
5.27,1.27,0,0,0,0,0.007,0,0,0,0
5.28,1.2,0,0,0,0,0.017,0,0,0,0
5.29,1.2,0,0,0,0,0.017,0,0,0,0
5.3,1.14,0,0,0,0,0.017,0,0,0,0
5.31,1.14,0,0,0,0,-0.021,0,0,0,0
5.32,1.14,0,0,0,0,-0.021,0,0,0,0
5.33,1.07,0,0,0,0,0.045,0,0,0,0
5.34,1.07,0,0,0,0,0.045,0,0,0,0
5.35,1,0,0,0,0,0.058,0,0,0,0
5.36,1,0,0,0,0,0.058,0,0,0,0
5.37,1,0,0,0,0,0.058,0,0,0,0
5.38,0.94,0,0,0,0,0.013,0,0,0,0
5.39,0.94,0,0,0,0,0.013,0,0,0,0
5.4,0.88,0,0,0,0,-0.033,0,0,0,0
5.41,0.88,0,0,0,0,-0.033,0,0,0,0
5.42,0.83,0,0,0,0,-0.025,0,0,0,0
5.43,0.83,0,0,0,0,-0.025,0,0,0,0
5.44,0.77,0,0,0,0,-0.025,0,0,0,0
5.45,0.77,0,0,0,0,-0.036,0,0,0,0
5.46,0.77,0,0,0,0,-0.036,0,0,0,0
5.47,0.72,0,0,0,0,0.075,0,0,0,0
5.48,0.72,0,0,0,0,0.075,0,0,0,0
5.49,0.67,0,0,0,0,0.052,0,0,0,0
5.5,0.67,0,0,0,0,0.052,0,0,0,0
5.51,0.62,0,0,0,0,0.052,0,0,0,0
5.52,0.62,0,0,0,0,0.009,0,0,0,0
5.53,0.62,0,0,0,0,0.009,0,0,0,0
5.54,0.57,0,0,0,0,-0.05,0,0,0,0
5.55,0.57,0,0,0,0,-0.05,0,0,0,0
5.56,0.52,0,0,0,0,-0.05,0,0,0,0
5.57,0.52,0,0,0,0,-0.063,0,0,0,0
5.58,0.52,0,0,0,0,-0.063,0,0,0,0
5.59,0.48,0,0,0,0,-0.04,0,0,0,0
5.6,0.48,0,0,0,0,-0.04,0,0,0,0
5.61,0.44,0,0,0,0,-0.126,0,0,0,0
5.62,0.44,0,0,0,0,-0.126,0,0,0,0
5.63,0.4,0,0,0,0,-0.023,0,0,0,0
5.64,0.4,0,0,0,0,-0.023,0,0,0,0
5.65,0.36,0,0,0,0,-0.023,0,0,0,0
5.66,0.36,0,0,0,0,-0.112,0,0,0,0
5.67,0.36,0,0,0,0,-0.112,0,0,0,0
5.68,0.33,0,0,0,0,-0.055,0,0,0,0
5.69,0.33,0,0,0,0,-0.055,0,0,0,0
5.7,0.29,0,0,0,0,-0.032,0,0,0,0
5.71,0.29,0,0,0,0,-0.032,0,0,0,0
5.72,0.26,0,0,0,0,-0.032,0,0,0,0
5.73,0.26,0,0,0,0,-0.11,0,0,0,0
5.74,0.26,0,0,0,0,-0.11,0,0,0,0
5.75,0.23,0,0,0,0,-0.036,0,0,0,0
5.76,0.23,0,0,0,0,-0.036,0,0,0,0
5.77,0.2,0,0,0,0,-0.007,0,0,0,0
5.78,0.2,0,0,0,0,-0.007,0,0,0,0
5.79,0.17,0,0,0,0,-0.007,0,0,0,0
5.8,0.17,0,0,0,0,-0.003,0,0,0,0
5.81,0.17,0,0,0,0,-0.003,0,0,0,0
5.82,0.15,0,0,0,0,0.006,0,0,0,0
5.83,0.15,0,0,0,0,0.006,0,0,0,0
5.84,0.13,0,0,0,0,-0.031,0,0,0,0
5.85,0.13,0,0,0,0,-0.031,0,0,0,0
5.86,0.1,0,0,0,0,-0.031,0,0,0,0
5.87,0.1,0,0,0,0,-0.038,0,0,0,0
5.88,0.1,0,0,0,0,-0.038,0,0,0,0
5.89,0.09,0,0,0,0,0.003,0,0,0,0
5.9,0.09,0,0,0,0,0.003,0,0,0,0
5.91,0.07,0,0,0,0,-0.07,0,0,0,0
5.92,0.07,0,0,0,0,-0.07,0,0,0,0
5.93,0.05,0,0,0,0,-0.096,0,0,0,0
5.94,0.05,0,0,0,0,-0.096,0,0,0,0
5.95,0.05,0,0,0,0,-0.096,0,0,0,0
5.96,0.04,0,0,0,0,-0.031,0,0,0,0
5.97,0.04,0,0,0,0,-0.031,0,0,0,0
5.98,0.03,0,0,0,0,-0.096,0,0,0,0
5.99,0.03,0,0,0,0,-0.096,0,0,0,0
6,0.02,0,0,0,0,-0.061,0,0,0,0
6.01,0.02,0,0,0,0,-0.061,0,0,0,0
6.02,0.02,0,0,0,0,-0.061,0,0,0,0
6.03,0.01,0,0,0,0,-0.051,0,0,0,0
6.04,0.01,0,0,0,0,-0.051,0,0,0,0
6.05,0,0,0,0,0,-0.109,0,0,0,0
6.06,0,0,0,0,0,-0.109,0,0,0,0
6.07,0,0,0,0,0,-0.109,0,0,0,0
6.08,0,0,0,0,0,-2.784,0,0,0,0
6.09,0,0,0,0,0,-2.784,0,0,0,0
6.1,0.01,0,0,0,0,-2.85,0,0,0,0
6.11,0.01,0,0,0,0,-2.85,0,0,0,0
6.12,0.03,0,0,0,0,-3.154,0,0,0,0
6.13,0.03,0,0,0,0,-3.154,0,0,0,0
6.14,0.07,0,0,0,0,-3.154,0,0,0,0
6.15,0.07,0,0,0,0,-3.034,0,0,0,0
6.16,0.07,0,0,0,0,-3.034,0,0,0,0
6.17,0.13,0,0,0,0,-3.015,0,0,0,0
6.18,0.13,0,0,0,0,-3.015,0,0,0,0
6.19,0.2,0,0,0,0,-3.084,0,0,0,0
6.2,0.2,0,0,0,0,-3.084,0,0,0,0
6.21,0.3,0,0,0,0,-3.183,0,0,0,0
6.22,0.3,0,0,0,0,-3.183,0,0,0,0
6.23,0.3,0,0,0,0,-3.183,0,0,0,0
6.24,0.4,0,0,0,0,-3.374,0,0,0,0
6.25,0.4,0,0,0,0,-3.374,0,0,0,0
6.26,0.53,0,0,0,0,-2.95,0,0,0,0
6.27,0.53,0,0,0,0,-2.95,0,0,0,0
6.28,0.67,0,0,0,0,-1.106,0,0,0,0
6.29,0.67,0,0,0,0,-1.106,0,0,0,0
6.3,0.81,0,0,0,0,-1.106,0,0,0,0
6.31,0.81,0,0,0,0,-0.776,0,0,0,0
6.32,0.81,0,0,0,0,-0.776,0,0,0,0
6.33,0.96,0,0,0,0,-0.83,0,0,0,0
6.34,0.96,0,0,0,0,-0.83,0,0,0,0
6.35,1.11,0,0,0,0,-0.431,0,0,0,0
6.36,1.11,0,0,0,0,-0.431,0,0,0,0
6.37,1.26,0,0,0,0,-0.494,0,0,0,0
6.38,1.26,0,0,0,0,-0.494,0,0,0,0
6.39,1.26,0,0,0,0,-0.494,0,0,0,0
6.4,1.4,0,0,0,0,-0.211,0,0,0,0
6.41,1.4,0,0,0,0,-0.211,0,0,0,0
6.42,1.56,0,0,0,0,-0.269,0,0,0,0
6.43,1.56,0,0,0,0,-0.269,0,0,0,0
6.44,1.7,0,0,0,0,-0.13,0,0,0,0
6.45,1.7,0,0,0,0,-0.13,0,0,0,0
6.46,1.85,0,0,0,0,-0.171,0,0,0,0
6.47,1.85,0,0,0,0,-0.171,0,0,0,0
6.48,1.85,0,0,0,0,-0.171,0,0,0,0
6.49,1.99,0,0,0,0,-0.35,0,0,0,0
6.5,1.99,0,0,0,0,-0.35,0,0,0,0
6.51,2.14,0,0,0,0,-0.554,0,0,0,0
6.52,2.14,0,0,0,0,-0.554,0,0,0,0
6.53,2.29,0,0,0,0,-0.352,0,0,0,0
6.54,2.29,0,0,0,0,-0.352,0,0,0,0
6.55,2.43,0,0,0,0,-0.352,0,0,0,0
6.56,2.43,0,0,0,0,-0.721,0,0,0,0
6.57,2.43,0,0,0,0,-0.721,0,0,0,0
6.58,2.58,0,0,0,0,-0.329,0,0,0,0
6.59,2.58,0,0,0,0,-0.329,0,0,0,0
6.6,2.72,0,0,0,0,-0.216,0,0,0,0
6.61,2.72,0,0,0,0,-0.216,0,0,0,0
6.62,2.87,0,0,0,0,-0.661,0,0,0,0
6.63,2.87,0,0,0,0,-0.661,0,0,0,0
6.64,3.02,0,0,0,0,-0.355,0,0,0,0
6.65,3.02,0,0,0,0,-0.355,0,0,0,0
6.66,3.17,0,0,0,0,-0.355,0,0,0,0
6.67,3.17,0,0,0,0,-0.406,0,0,0,0
6.68,3.17,0,0,0,0,-0.406,0,0,0,0
6.69,3.32,0,0,0,0,-0.169,0,0,0,0
6.7,3.32,0,0,0,0,-0.169,0,0,0,0
6.71,3.47,0,0,0,0,-0.533,0,0,0,0
6.72,3.47,0,0,0,0,-0.533,0,0,0,0
6.73,3.47,0,0,0,0,-0.533,0,0,0,0
6.74,3.61,0,0,0,0,0.065,0,0,0,0
6.75,3.61,0,0,0,0,0.065,0,0,0,0
6.76,3.76,0,0,0,0,-0.395,0,0,0,0
6.77,3.76,0,0,0,0,-0.395,0,0,0,0
6.78,3.91,0,0,0,0,-0.395,0,0,0,0
6.79,3.91,0,0,0,0,8.401,0,0,0,0
6.8,3.91,0,0,0,0,8.401,0,0,0,0
6.81,3.98,0,0,0,0,6.231,0,0,0,0
6.82,3.98,0,0,0,0,6.231,0,0,0,0
6.83,4.01,0,0,0,0,3.094,0,0,0,0
6.84,4.01,0,0,0,0,3.094,0,0,0,0
6.85,4.02,0,0,0,0,3.094,0,0,0,0
6.86,4.02,0,0,0,0,0.773,0,0,0,0
6.87,4.02,0,0,0,0,0.773,0,0,0,0
6.88,4.02,0,0,0,0,0.659,0,0,0,0
6.89,4.02,0,0,0,0,0.659,0,0,0,0
6.9,4.01,0,0,0,0,0.992,0,0,0,0
6.91,4.01,0,0,0,0,0.992,0,0,0,0
6.92,4.01,0,0,0,0,0.992,0,0,0,0
6.93,4.01,0,0,0,0,0.7,0,0,0,0
6.94,4.01,0,0,0,0,0.7,0,0,0,0
6.95,4,0,0,0,0,0.507,0,0,0,0
6.96,4,0,0,0,0,0.507,0,0,0,0
6.97,3.99,0,0,0,0,0.51,0,0,0,0
6.98,3.99,0,0,0,0,0.51,0,0,0,0
6.99,3.97,0,0,0,0,0.648,0,0,0,0
7,3.97,0,0,0,0,0.648,0,0,0,0
7.01,3.96,0,0,0,0,0.648,0,0,0,0
7.02,3.96,0,0,0,0,0.57,0,0,0,0
7.03,3.96,0,0,0,0,0.57,0,0,0,0
7.04,3.94,0,0,0,0,0.484,0,0,0,0
7.05,3.94,0,0,0,0,0.484,0,0,0,0
7.06,3.92,0,0,0,0,0.509,0,0,0,0
7.07,3.92,0,0,0,0,0.509,0,0,0,0
7.08,3.9,0,0,0,0,0.509,0,0,0,0
7.09,3.9,0,0,0,0,0.578,0,0,0,0
7.1,3.9,0,0,0,0,0.578,0,0,0,0
7.11,3.88,0,0,0,0,0.673,0,0,0,0
7.12,3.88,0,0,0,0,0.673,0,0,0,0
7.13,3.85,0,0,0,0,0.477,0,0,0,0
7.14,3.85,0,0,0,0,0.477,0,0,0,0
7.15,3.83,0,0,0,0,0.539,0,0,0,0
7.16,3.83,0,0,0,0,0.539,0,0,0,0
7.17,3.83,0,0,0,0,0.539,0,0,0,0
7.18,3.8,0,0,0,0,0.562,0,0,0,0
7.19,3.8,0,0,0,0,0.562,0,0,0,0
7.2,3.77,0,0,0,0,0.624,0,0,0,0
7.21,3.77,0,0,0,0,0.624,0,0,0,0
7.22,3.73,0,0,0,0,0.624,0,0,0,0
7.23,3.73,0,0,0,0,0.581,0,0,0,0
7.24,3.73,0,0,0,0,0.581,0,0,0,0
7.25,3.7,0,0,0,0,0.585,0,0,0,0
7.26,3.7,0,0,0,0,0.585,0,0,0,0
7.27,3.67,0,0,0,0,0.543,0,0,0,0
7.28,3.67,0,0,0,0,0.543,0,0,0,0
7.29,3.63,0,0,0,0,0.724,0,0,0,0
7.3,3.63,0,0,0,0,0.724,0,0,0,0
7.31,3.63,0,0,0,0,0.724,0,0,0,0
7.32,3.59,0,0,0,0,0.579,0,0,0,0
7.33,3.59,0,0,0,0,0.579,0,0,0,0
7.34,3.55,0,0,0,0,0.574,0,0,0,0
7.35,3.55,0,0,0,0,0.574,0,0,0,0
7.36,3.51,0,0,0,0,0.62,0,0,0,0
7.37,3.51,0,0,0,0,0.62,0,0,0,0
7.38,3.46,0,0,0,0,0.62,0,0,0,0
7.39,3.46,0,0,0,0,0.614,0,0,0,0
7.4,3.46,0,0,0,0,0.614,0,0,0,0
7.41,3.42,0,0,0,0,0.535,0,0,0,0
7.42,3.42,0,0,0,0,0.535,0,0,0,0
7.43,3.37,0,0,0,0,0.462,0,0,0,0
7.44,3.37,0,0,0,0,0.462,0,0,0,0
7.45,3.37,0,0,0,0,0.462,0,0,0,0
7.46,3.31,0,0,0,0,0.543,0,0,0,0
7.47,3.31,0,0,0,0,0.543,0,0,0,0
7.48,3.26,0,0,0,0,0.637,0,0,0,0
7.49,3.26,0,0,0,0,0.637,0,0,0,0
7.5,3.21,0,0,0,0,0.591,0,0,0,0
7.51,3.21,0,0,0,0,0.591,0,0,0,0
7.52,3.21,0,0,0,0,0.591,0,0,0,0
7.53,3.15,0,0,0,0,0.598,0,0,0,0
7.54,3.15,0,0,0,0,0.598,0,0,0,0
7.55,3.1,0,0,0,0,0.572,0,0,0,0
7.56,3.1,0,0,0,0,0.572,0,0,0,0
7.57,3.04,0,0,0,0,0.54,0,0,0,0
7.58,3.04,0,0,0,0,0.54,0,0,0,0
7.59,3.04,0,0,0,0,0.54,0,0,0,0
7.6,2.98,0,0,0,0,0.51,0,0,0,0
7.61,2.98,0,0,0,0,0.51,0,0,0,0
7.62,2.92,0,0,0,0,0.579,0,0,0,0
7.63,2.92,0,0,0,0,0.579,0,0,0,0
7.64,2.85,0,0,0,0,0.678,0,0,0,0
7.65,2.85,0,0,0,0,0.678,0,0,0,0
7.66,2.79,0,0,0,0,0.678,0,0,0,0
7.67,2.79,0,0,0,0,0.47,0,0,0,0
7.68,2.79,0,0,0,0,0.47,0,0,0,0
7.69,2.72,0,0,0,0,0.625,0,0,0,0
7.7,2.72,0,0,0,0,0.625,0,0,0,0
7.71,2.65,0,0,0,0,0.594,0,0,0,0
7.72,2.65,0,0,0,0,0.594,0,0,0,0
7.73,2.65,0,0,0,0,0.594,0,0,0,0
7.74,2.58,0,0,0,0,0.571,0,0,0,0
7.75,2.58,0,0,0,0,0.571,0,0,0,0
7.76,2.5,0,0,0,0,0.634,0,0,0,0
7.77,2.5,0,0,0,0,0.634,0,0,0,0
7.78,2.5,0,0,0,0,0.634,0,0,0,0
7.79,2.42,0,0,0,0,0.631,0,0,0,0
7.8,2.42,0,0,0,0,0.631,0,0,0,0
7.81,2.34,0,0,0,0,0.241,0,0,0,0
7.82,2.34,0,0,0,0,0.241,0,0,0,0
7.83,2.26,0,0,0,0,0.269,0,0,0,0
7.84,2.26,0,0,0,0,0.269,0,0,0,0
7.85,2.19,0,0,0,0,0.269,0,0,0,0
7.86,2.19,0,0,0,0,0.687,0,0,0,0
7.87,2.19,0,0,0,0,0.687,0,0,0,0
7.88,2.11,0,0,0,0,0.231,0,0,0,0
7.89,2.11,0,0,0,0,0.231,0,0,0,0
7.9,2.03,0,0,0,0,0.349,0,0,0,0
7.91,2.03,0,0,0,0,0.349,0,0,0,0
7.92,1.95,0,0,0,0,0.349,0,0,0,0
7.93,1.95,0,0,0,0,0.2,0,0,0,0
7.94,1.95,0,0,0,0,0.2,0,0,0,0
7.95,1.87,0,0,0,0,0.296,0,0,0,0
7.96,1.87,0,0,0,0,0.296,0,0,0,0
7.97,1.79,0,0,0,0,0.268,0,0,0,0
7.98,1.79,0,0,0,0,0.268,0,0,0,0
7.99,1.72,0,0,0,0,0.268,0,0,0,0
8,1.72,0,0,0,0,0.245,0,0,0,0
8.01,1.72,0,0,0,0,0.245,0,0,0,0
8.02,1.64,0,0,0,0,0.201,0,0,0,0
8.03,1.64,0,0,0,0,0.201,0,0,0,0
8.04,1.56,0,0,0,0,-0.008,0,0,0,0
8.05,1.56,0,0,0,0,-0.008,0,0,0,0
8.059999,1.56,0,0,0,0,-0.008,0,0,0,0
8.07,1.48,0,0,0,0,0.034,0,0,0,0
8.08,1.48,0,0,0,0,0.034,0,0,0,0
8.09,1.41,0,0,0,0,0.067,0,0,0,0
8.099999,1.41,0,0,0,0,0.067,0,0,0,0
8.11,1.34,0,0,0,0,-0.026,0,0,0,0
8.12,1.34,0,0,0,0,-0.026,0,0,0,0
8.13,1.34,0,0,0,0,-0.026,0,0,0,0
8.139999,1.27,0,0,0,0,0.026,0,0,0,0
8.15,1.27,0,0,0,0,0.026,0,0,0,0
8.16,1.2,0,0,0,0,-0.083,0,0,0,0
8.17,1.2,0,0,0,0,-0.083,0,0,0,0
8.179999,1.14,0,0,0,0,0.02,0,0,0,0
8.19,1.14,0,0,0,0,0.02,0,0,0,0
8.2,1.07,0,0,0,0,0.02,0,0,0,0
8.21,1.07,0,0,0,0,-0.027,0,0,0,0
8.22,1.07,0,0,0,0,-0.027,0,0,0,0
8.23,1.01,0,0,0,0,0.056,0,0,0,0
8.24,1.01,0,0,0,0,0.056,0,0,0,0
8.25,0.95,0,0,0,0,-0.025,0,0,0,0
8.26,0.95,0,0,0,0,-0.025,0,0,0,0
8.27,0.89,0,0,0,0,-0.025,0,0,0,0
8.28,0.89,0,0,0,0,0.013,0,0,0,0
8.29,0.89,0,0,0,0,0.013,0,0,0,0
8.3,0.83,0,0,0,0,-0.105,0,0,0,0
8.309999,0.83,0,0,0,0,-0.105,0,0,0,0
8.32,0.78,0,0,0,0,-0.071,0,0,0,0
8.33,0.78,0,0,0,0,-0.071,0,0,0,0
8.34,0.73,0,0,0,0,-0.071,0,0,0,0
8.349999,0.73,0,0,0,0,-0.042,0,0,0,0
8.36,0.73,0,0,0,0,-0.042,0,0,0,0
8.37,0.67,0,0,0,0,-0.049,0,0,0,0
8.38,0.67,0,0,0,0,-0.049,0,0,0,0
8.389999,0.63,0,0,0,0,-0.052,0,0,0,0
8.4,0.63,0,0,0,0,-0.052,0,0,0,0
8.41,0.63,0,0,0,0,-0.052,0,0,0,0
8.42,0.58,0,0,0,0,-0.042,0,0,0,0
8.429999,0.58,0,0,0,0,-0.042,0,0,0,0
8.44,0.53,0,0,0,0,-0.114,0,0,0,0
8.45,0.53,0,0,0,0,-0.114,0,0,0,0
8.46,0.49,0,0,0,0,-0.009,0,0,0,0
8.47,0.49,0,0,0,0,-0.009,0,0,0,0
8.48,0.45,0,0,0,0,-0.009,0,0,0,0
8.49,0.45,0,0,0,0,-0.192,0,0,0,0
8.5,0.45,0,0,0,0,-0.192,0,0,0,0
8.51,0.41,0,0,0,0,-0.007,0,0,0,0
8.52,0.41,0,0,0,0,-0.007,0,0,0,0
8.53,0.37,0,0,0,0,-0.039,0,0,0,0
8.54,0.37,0,0,0,0,-0.039,0,0,0,0
8.55,0.33,0,0,0,0,-0.039,0,0,0,0
8.559999,0.33,0,0,0,0,-0.078,0,0,0,0
8.57,0.33,0,0,0,0,-0.078,0,0,0,0
8.58,0.3,0,0,0,0,-0.107,0,0,0,0
8.59,0.3,0,0,0,0,-0.107,0,0,0,0
8.599999,0.26,0,0,0,0,-0.068,0,0,0,0
8.61,0.26,0,0,0,0,-0.068,0,0,0,0
8.62,0.23,0,0,0,0,-0.068,0,0,0,0
8.63,0.23,0,0,0,0,-0.101,0,0,0,0
8.639999,0.23,0,0,0,0,-0.101,0,0,0,0
8.65,0.2,0,0,0,0,-0.09,0,0,0,0
8.66,0.2,0,0,0,0,-0.09,0,0,0,0
8.67,0.18,0,0,0,0,-0.119,0,0,0,0
8.679999,0.18,0,0,0,0,-0.119,0,0,0,0
8.69,0.15,0,0,0,0,-0.109,0,0,0,0
8.7,0.15,0,0,0,0,-0.109,0,0,0,0
8.71,0.13,0,0,0,0,-0.109,0,0,0,0
8.72,0.13,0,0,0,0,-0.182,0,0,0,0
8.73,0.13,0,0,0,0,-0.182,0,0,0,0
8.74,0.11,0,0,0,0,-0.116,0,0,0,0
8.75,0.11,0,0,0,0,-0.116,0,0,0,0
8.76,0.09,0,0,0,0,-0.048,0,0,0,0
8.77,0.09,0,0,0,0,-0.048,0,0,0,0
8.78,0.09,0,0,0,0,-0.048,0,0,0,0
8.79,0.07,0,0,0,0,-0.048,0,0,0,0
8.8,0.07,0,0,0,0,-0.048,0,0,0,0
8.809999,0.06,0,0,0,0,-0.158,0,0,0,0
8.82,0.06,0,0,0,0,-0.158,0,0,0,0
8.83,0.04,0,0,0,0,-0.09,0,0,0,0
8.84,0.04,0,0,0,0,-0.09,0,0,0,0
8.849999,0.03,0,0,0,0,-0.09,0,0,0,0
8.86,0.03,0,0,0,0,-0.117,0,0,0,0
8.87,0.03,0,0,0,0,-0.117,0,0,0,0
8.88,0.02,0,0,0,0,-0.177,0,0,0,0
8.889999,0.02,0,0,0,0,-0.177,0,0,0,0
8.9,0.01,0,0,0,0,-0.147,0,0,0,0
8.91,0.01,0,0,0,0,-0.147,0,0,0,0
8.92,0.01,0,0,0,0,-0.147,0,0,0,0
8.929999,0,0,0,0,0,-0.065,0,0,0,0
8.94,0,0,0,0,0,-0.065,0,0,0,0
8.95,0,0,0,0,0,-0.065,0,0,0,0
8.96,0,0,0,0,0,-2.898,0,0,0,0
8.97,0,0,0,0,0,-2.898,0,0,0,0
8.98,0.01,0,0,0,0,-2.876,0,0,0,0
8.99,0.01,0,0,0,0,-2.876,0,0,0,0
9,0.03,0,0,0,0,-3.07,0,0,0,0
9.01,0.03,0,0,0,0,-3.07,0,0,0,0
9.02,0.03,0,0,0,0,-3.07,0,0,0,0
9.03,0.07,0,0,0,0,-3.11,0,0,0,0
9.04,0.07,0,0,0,0,-3.11,0,0,0,0
9.05,0.13,0,0,0,0,-2.962,0,0,0,0
9.059999,0.13,0,0,0,0,-2.962,0,0,0,0
9.07,0.2,0,0,0,0,-3.099,0,0,0,0
9.08,0.2,0,0,0,0,-3.099,0,0,0,0
9.09,0.29,0,0,0,0,-3.21,0,0,0,0
9.099999,0.29,0,0,0,0,-3.21,0,0,0,0
9.11,0.4,0,0,0,0,-3.21,0,0,0,0
9.12,0.4,0,0,0,0,-3.289,0,0,0,0
9.13,0.4,0,0,0,0,-3.289,0,0,0,0
9.139999,0.53,0,0,0,0,-2.67,0,0,0,0
9.15,0.53,0,0,0,0,-2.67,0,0,0,0
9.16,0.67,0,0,0,0,-1.504,0,0,0,0
9.17,0.67,0,0,0,0,-1.504,0,0,0,0
9.179999,0.67,0,0,0,0,-1.504,0,0,0,0
9.19,0.81,0,0,0,0,-0.488,0,0,0,0
9.2,0.81,0,0,0,0,-0.488,0,0,0,0
9.21,0.96,0,0,0,0,-0.19,0,0,0,0
9.22,0.96,0,0,0,0,-0.19,0,0,0,0
9.23,1.1,0,0,0,0,-0.292,0,0,0,0
9.24,1.1,0,0,0,0,-0.292,0,0,0,0
9.25,1.25,0,0,0,0,-0.157,0,0,0,0
9.26,1.25,0,0,0,0,-0.157,0,0,0,0
9.27,1.25,0,0,0,0,-0.157,0,0,0,0
9.28,1.39,0,0,0,0,-0.375,0,0,0,0
9.29,1.39,0,0,0,0,-0.375,0,0,0,0
9.3,1.54,0,0,0,0,-0.222,0,0,0,0
9.309999,1.54,0,0,0,0,-0.222,0,0,0,0
9.32,1.69,0,0,0,0,-0.792,0,0,0,0
9.33,1.69,0,0,0,0,-0.792,0,0,0,0
9.34,1.83,0,0,0,0,-0.397,0,0,0,0
9.349999,1.83,0,0,0,0,-0.397,0,0,0,0
9.36,1.83,0,0,0,0,-0.397,0,0,0,0
9.37,1.98,0,0,0,0,-0.823,0,0,0,0
9.38,1.98,0,0,0,0,-0.823,0,0,0,0
9.389999,2.13,0,0,0,0,-0.263,0,0,0,0
9.4,2.13,0,0,0,0,-0.263,0,0,0,0
9.41,2.27,0,0,0,0,-0.399,0,0,0,0
9.42,2.27,0,0,0,0,-0.399,0,0,0,0
9.429999,2.27,0,0,0,0,-0.399,0,0,0,0
9.44,2.42,0,0,0,0,-0.224,0,0,0,0
9.45,2.42,0,0,0,0,-0.224,0,0,0,0
9.46,2.57,0,0,0,0,-0.229,0,0,0,0
9.469999,2.57,0,0,0,0,-0.229,0,0,0,0
9.48,2.72,0,0,0,0,-0.266,0,0,0,0
9.49,2.72,0,0,0,0,-0.266,0,0,0,0
9.5,2.72,0,0,0,0,-0.266,0,0,0,0
9.51,2.86,0,0,0,0,-0.269,0,0,0,0
9.52,2.86,0,0,0,0,-0.269,0,0,0,0
9.53,3.01,0,0,0,0,-0.086,0,0,0,0
9.54,3.01,0,0,0,0,-0.086,0,0,0,0
9.55,3.17,0,0,0,0,-0.086,0,0,0,0
9.559999,3.17,0,0,0,0,-0.236,0,0,0,0
9.57,3.17,0,0,0,0,-0.236,0,0,0,0
