count, lifter pos (mm), left pedal pos (mm), left slider pos (mm), right pedal pos (mm), right slider pos (mm), lifter current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A)
0,-0.001,0,0,0,0,0.199,0.045,0.022,-0.027,-0.031,
1,-0.001,0,0,0,0,0.172,0.045,0.022,-0.027,-0.031,
2,-0.001,0,0,0,0,0.172,-0.009,0.022,-0.027,-0.031,
3,-0.001,0,0,0,0,0.172,-0.009,0.017,-0.027,-0.031,
4,-0.001,0,0,0,0,0.172,-0.009,0.017,-0.027,-0.031,
5,-0.001,0,0,0,0,0.172,-0.009,0.017,0.024,-0.031,
6,-0.001,0,0,0,0,0.172,-0.009,0.017,0.024,-0.009,
7,-0.001,0,0,0,0,0.172,-0.009,0.017,0.024,-0.009,
8,-0.001,0,0,0,0,0.172,-0.009,0.017,0.024,-0.009,
9,-0.001,0,0,0,0,0.172,-0.009,0.017,0.024,-0.009,
10,-0.001,0,0,0,0,0.172,-0.009,0.017,0.024,-0.009,
11,-0.001,0,0,0,0,0.172,-0.009,0.017,0.024,-0.009,
12,-0.001,0,0,0,0,0.172,-0.009,0.017,0.024,-0.009,
13,-0.001,0,0,0,0,0.172,-0.009,0.017,0.024,-0.009,
14,-0.001,0,0,0,0,0.172,-0.019,0.017,0.024,-0.009,
15,-0.001,0,0,0,0,0.172,-0.019,0.017,0.024,-0.009,
16,-0.001,0,0,0,0,0.172,-0.019,0,0.024,-0.009,
17,-0.001,0,0,0,0,0.172,-0.019,0,0.001,-0.009,
18,-0.001,0,0,0,0,0.172,-0.019,0,0.001,0.008,
19,-0.001,0,0,0,0,0.172,-0.019,0,0.001,0.008,
20,-0.001,0,0,0,0,0.172,-0.019,0,0.001,0.008,
21,-0.001,0,0,0,0,0.172,-0.019,0,0.001,0.008,
22,-0.001,0,0,0,0,0.172,-0.019,0,0.001,0.008,
23,-0.001,0,0,0,0,0.172,-0.019,0,0.001,0.008,
24,-0.001,0,0,0,0,0.172,-0.019,0,0.001,0.008,
25,-0.001,0,0,0,0,0.166,-0.019,0,0.001,0.008,
26,-0.001,0,0,0,0,0.166,-0.019,0,0.001,0.008,
27,-0.001,0,0,0,0,0.166,0.002,0,0.001,0.008,
28,-0.001,0,0,0,0,0.166,0.002,-0.011,0.001,0.008,
29,-0.001,0,0,0,0,0.166,0.002,-0.011,0.001,0.008,
30,-0.001,0,0,0,0,0.166,0.002,-0.011,0.001,0.008,
31,-0.001,0,0,0,0,0.166,0.002,-0.011,0.001,-0.003,
32,-0.001,0,0,0,0,0.166,0.002,-0.011,0.001,-0.003,
33,-0.001,0,0,0,0,0.166,0.002,-0.011,0.001,-0.003,
34,-0.001,0,0,0,0,0.166,0.002,-0.011,0.001,-0.003,
35,-0.001,0,0,0,0,0.166,0.002,-0.011,0.001,-0.003,
36,-0.001,0,0,0,0,0.166,0.002,-0.011,0.001,-0.003,
37,-0.001,0,0,0,0,0.166,0.002,-0.011,0.001,-0.003,
38,-0.001,0,0,0,0,0.216,0.002,-0.011,0.001,-0.003,
39,-0.001,0,0,0,0,0.216,-0.009,-0.011,0.001,-0.003,
40,-0.001,0,0,0,0,0.216,-0.009,0.017,0.001,-0.003,
41,-0.001,0,0,0,0,0.216,-0.009,0.017,0.001,-0.003,
42,-0.001,0,0,0,0,0.216,-0.009,0.017,0.007,-0.003,
43,-0.001,0,0,0,0,0.216,-0.009,0.017,0.007,-0.003,
44,-0.001,0,0,0,0,0.216,-0.009,0.017,0.007,-0.003,
45,-0.001,0,0,0,0,0.216,-0.009,0.017,0.007,-0.003,
46,-0.001,0,0,0,0,0.216,-0.009,0.017,0.007,-0.003,
47,-0.001,0,0,0,0,0.216,-0.009,0.017,0.007,-0.003,
48,-0.001,0,0,0,0,0.216,-0.009,0.017,0.007,-0.003,
49,-0.001,0,0,0,0,0.216,-0.009,0.017,0.007,-0.003,
50,-0.001,0,0,0,0,0.111,-0.009,0.017,0.007,-0.003,
51,-0.001,0,0,0,0,0.111,0.013,0.017,0.007,-0.003,
52,-0.001,0,0,0,0,0.111,0.013,0.017,0.007,-0.003,
53,-0.001,0,0,0,0,0.111,0.013,0.022,0.007,-0.003,
54,-0.001,0,0,0,0,0.111,0.013,0.022,0.001,-0.003,
55,-0.001,0,0,0,0,0.111,0.013,0.022,0.001,0.019,
56,-0.001,0,0,0,0,0.111,0.013,0.022,0.001,0.019,
57,-0.001,0,0,0,0,0.111,0.013,0.022,0.001,0.019,
58,-0.001,0,0,0,0,0.111,0.013,0.022,0.001,0.019,
59,-0.001,0,0,0,0,0.111,0.013,0.022,0.001,0.019,
60,-0.001,0,0,0,0,0.111,0.013,0.022,0.001,0.019,
61,-0.001,0,0,0,0,0.111,0.013,0.022,0.001,0.019,
62,-0.001,0,0,0,0,0.216,0.013,0.022,0.001,0.019,
63,-0.001,0,0,0,0,0.216,0.013,0.022,0.001,0.019,
64,-0.001,0,0,0,0,0.216,-0.019,0.022,0.001,0.019,
65,-0.001,0,0,0,0,0.216,-0.019,0.034,0.001,0.019,
66,-0.001,0,0,0,0,0.216,-0.019,0.034,-0.038,0.019,
67,-0.001,0,0,0,0,0.216,-0.019,0.034,-0.038,0.019,
68,-0.001,0,0,0,0,0.216,-0.019,0.034,-0.038,0.003,
69,-0.001,0,0,0,0,0.216,-0.019,0.034,-0.038,0.003,
70,-0.001,0,0,0,0,0.216,-0.019,0.034,-0.038,0.003,
71,-0.001,0,0,0,0,0.216,-0.019,0.034,-0.038,0.003,
72,-0.001,0,0,0,0,0.216,-0.019,0.034,-0.038,0.003,
73,-0.001,0,0,0,0,0.216,-0.019,0.034,-0.038,0.003,
74,-0.001,0,0,0,0,0.204,-0.019,0.034,-0.038,0.003,
75,-0.001,0,0,0,0,0.204,-0.019,0.034,-0.038,0.003,
76,-0.001,0,0,0,0,0.204,-0.009,0.034,-0.038,0.003,
77,-0.001,0,0,0,0,0.204,-0.009,0.011,-0.038,0.003,
78,-0.001,0,0,0,0,0.204,-0.009,0.011,-0.021,0.003,
79,-0.001,0,0,0,0,0.204,-0.009,0.011,-0.021,0.003,
80,-0.001,0,0,0,0,0.204,-0.009,0.011,-0.021,0.014,
81,-0.001,0,0,0,0,0.204,-0.009,0.011,-0.021,0.014,
82,-0.001,0,0,0,0,0.204,-0.009,0.011,-0.021,0.014,
83,-0.001,0,0,0,0,0.204,-0.009,0.011,-0.021,0.014,
84,-0.001,0,0,0,0,0.204,-0.009,0.011,-0.021,0.014,
85,-0.001,0,0,0,0,0.204,-0.009,0.011,-0.021,0.014,
86,-0.001,0,0,0,0,0.204,-0.009,0.011,-0.021,0.014,
87,-0.001,0,0,0,0,0.173,-0.009,0.011,-0.021,0.014,
88,-0.001,0,0,0,0,0.173,-0.009,0.011,-0.021,0.014,
89,-0.001,0,0,0,0,0.173,-0.009,0.034,-0.021,0.014,
90,-0.001,0,0,0,0,0.173,-0.009,0.034,-0.021,0.014,
91,-0.001,0,0,0,0,0.173,-0.009,0.034,0.001,0.014,
92,-0.001,0,0,0,0,0.173,-0.009,0.034,0.001,-0.003,
93,-0.001,0,0,0,0,0.173,-0.009,0.034,0.001,-0.003,
94,-0.001,0,0,0,0,0.173,-0.009,0.034,0.001,-0.003,
95,-0.001,0,0,0,0,0.173,-0.009,0.034,0.001,-0.003,
96,-0.001,0,0,0,0,0.173,-0.009,0.034,0.001,-0.003,
97,-0.001,0,0,0,0,0.173,-0.009,0.034,0.001,-0.003,
98,-0.001,0,0,0,0,0.173,-0.009,0.034,0.001,-0.003,
99,-0.001,0,0,0,0,0.244,-0.009,0.034,0.001,-0.003,
100,-0.001,0,0,0,0,0.244,0.002,0.034,0.001,-0.003,
101,-0.001,0,0,0,0,0.244,0.002,0,0.001,-0.003,
102,-0.001,0,0,0,0,0.244,0.002,0,0.001,-0.003,
103,-0.001,0,0,0,0,0.244,0.002,0,0.007,-0.003,
104,-0.001,0,0,0,0,0.244,0.002,0,0.007,0.008,
105,-0.001,0,0,0,0,0.244,0.002,0,0.007,0.008,
106,-0.001,0,0,0,0,0.244,0.002,0,0.007,0.008,
107,-0.001,0,0,0,0,0.244,0.002,0,0.007,0.008,
108,-0.001,0,0,0,0,0.244,0.002,0,0.007,0.008,
109,-0.001,0,0,0,0,0.244,0.002,0,0.007,0.008,
110,-0.001,0,0,0,0,0.244,0.002,0,0.007,0.008,
111,-0.001,0,0,0,0,0.188,0.002,0,0.007,0.008,
112,-0.001,0,0,0,0,0.188,-0.009,0,0.007,0.008,
113,-0.001,0,0,0,0,0.188,-0.009,0,0.007,0.008,
114,-0.001,0,0,0,0,0.188,-0.009,-0.034,0.007,0.008,
115,-0.001,0,0,0,0,0.188,-0.009,-0.034,0.018,0.008,
116,-0.001,0,0,0,0,0.188,-0.009,-0.034,0.018,0.003,
117,-0.001,0,0,0,0,0.188,-0.009,-0.034,0.018,0.003,
118,-0.001,0,0,0,0,0.188,-0.009,-0.034,0.018,0.003,
119,-0.001,0,0,0,0,0.188,-0.009,-0.034,0.018,0.003,
120,-0.001,0,0,0,0,0.188,-0.009,-0.034,0.018,0.003,
121,-0.001,0,0,0,0,0.188,-0.009,-0.034,0.018,0.003,
122,-0.001,0,0,0,0,0.188,-0.009,-0.034,0.018,0.003,
123,-0.001,0,0,0,0,0.244,-0.009,-0.034,0.018,0.003,
124,-0.001,0,0,0,0,0.244,-0.009,-0.034,0.018,0.003,
125,-0.001,0,0,0,0,0.244,-0.009,-0.034,0.018,0.003,
126,-0.001,0,0,0,0,0.244,-0.009,0.005,0.018,0.003,
127,-0.001,0,0,0,0,0.244,-0.009,0.005,0.024,0.003,
128,-0.001,0,0,0,0,0.244,-0.009,0.005,0.024,0.008,
129,-0.001,0,0,0,0,0.244,-0.009,0.005,0.024,0.008,
130,-0.001,0,0,0,0,0.244,-0.009,0.005,0.024,0.008,
131,-0.001,0,0,0,0,0.244,-0.009,0.005,0.024,0.008,
132,-0.001,0,0,0,0,0.244,-0.009,0.005,0.024,0.008,
133,-0.001,0,0,0,0,0.244,-0.009,0.005,0.024,0.008,
134,-0.001,0,0,0,0,0.244,-0.009,0.005,0.024,0.008,
135,-0.001,0,0,0,0,0.216,-0.009,0.005,0.024,0.008,
136,-0.001,0,0,0,0,0.216,-0.009,0.005,0.024,0.008,
137,-0.001,0,0,0,0,0.216,-0.019,0.005,0.024,0.008,
138,-0.001,0,0,0,0,0.216,-0.019,-0.04,0.024,0.008,
139,-0.001,0,0,0,0,0.216,-0.019,-0.04,-0.01,0.008,
140,-0.001,0,0,0,0,0.216,-0.019,-0.04,-0.01,0.008,
141,-0.001,0,0,0,0,0.216,-0.019,-0.04,-0.01,0.036,
142,-0.001,0,0,0,0,0.216,-0.019,-0.04,-0.01,0.036,
143,-0.001,0,0,0,0,0.216,-0.019,-0.04,-0.01,0.036,
144,-0.001,0,0,0,0,0.216,-0.019,-0.04,-0.01,0.036,
145,-0.001,0,0,0,0,0.216,-0.019,-0.04,-0.01,0.036,
146,-0.001,0,0,0,0,0.216,-0.019,-0.04,-0.01,0.036,
147,-0.001,0,0,0,0,0.166,-0.019,-0.04,-0.01,0.036,
148,-0.001,0,0,0,0,0.166,-0.019,-0.04,-0.01,0.036,
149,-0.001,0,0,0,0,0.166,-0.009,-0.04,-0.01,0.036,
150,-0.001,0,0,0,0,0.166,-0.009,-0.006,-0.01,0.036,
151,-0.001,0,0,0,0,0.166,-0.009,-0.006,0.018,0.036,
152,-0.001,0,0,0,0,0.166,-0.009,-0.006,0.018,0.036,
153,-0.001,0,0,0,0,0.166,-0.009,-0.006,0.018,0.019,
154,-0.001,0,0,0,0,0.166,-0.009,-0.006,0.018,0.019,
155,-0.001,0,0,0,0,0.166,-0.009,-0.006,0.018,0.019,
156,-0.001,0,0,0,0,0.166,-0.009,-0.006,0.018,0.019,
157,-0.001,0,0,0,0,0.166,-0.009,-0.006,0.018,0.019,
158,-0.001,0,0,0,0,0.166,-0.009,-0.006,0.018,0.019,
159,-0.001,0,0,0,0,0.166,-0.009,-0.006,0.018,0.019,
160,-0.001,0,0,0,0,0.133,-0.009,-0.006,0.018,0.019,
161,-0.001,0,0,0,0,0.133,-0.03,-0.006,0.018,0.019,
162,-0.001,0,0,0,0,0.133,-0.03,0.011,0.018,0.019,
163,-0.001,0,0,0,0,0.133,-0.03,0.011,0.018,0.019,
164,-0.001,0,0,0,0,0.133,-0.03,0.011,0.012,0.019,
165,-0.001,0,0,0,0,0.133,-0.03,0.011,0.012,0.003,
166,-0.001,0,0,0,0,0.133,-0.03,0.011,0.012,0.003,
167,-0.001,0,0,0,0,0.133,-0.03,0.011,0.012,0.003,
168,-0.001,0,0,0,0,0.133,-0.03,0.011,0.012,0.003,
169,-0.001,0,0,0,0,0.133,-0.03,0.011,0.012,0.003,
170,-0.001,0,0,0,0,0.133,-0.03,0.011,0.012,0.003,
171,-0.001,0,0,0,0,0.133,-0.03,0.011,0.012,0.003,
172,-0.001,0,0,0,0,0.144,-0.03,0.011,0.012,0.003,
173,-0.001,0,0,0,0,0.144,-0.019,0.011,0.012,0.003,
174,-0.001,0,0,0,0,0.144,-0.019,0.011,0.012,0.003,
175,-0.001,0,0,0,0,0.144,-0.019,-0.011,0.012,0.003,
176,-0.001,0,0,0,0,0.144,-0.019,-0.011,-0.01,0.003,
177,-0.001,0,0,0,0,0.144,-0.019,-0.011,-0.01,0.003,
178,-0.001,0,0,0,0,0.144,-0.019,-0.011,-0.01,0.003,
179,-0.001,0,0,0,0,0.144,-0.019,-0.011,-0.01,0.003,
180,-0.001,0,0,0,0,0.144,-0.019,-0.011,-0.01,0.003,
181,-0.001,0,0,0,0,0.144,-0.019,-0.011,-0.01,0.003,
182,-0.001,0,0,0,0,0.144,-0.019,-0.011,-0.01,0.003,
183,-0.001,0,0,0,0,0.144,-0.019,-0.011,-0.01,0.003,
184,-0.001,0,0,0,0,0.172,-0.019,-0.011,-0.01,0.003,
185,-0.001,0,0,0,0,0.172,-0.019,-0.011,-0.01,0.003,
186,-0.001,0,0,0,0,0.172,-0.019,-0.011,-0.01,0.003,
187,-0.001,0,0,0,0,0.172,-0.019,-0.023,-0.01,0.003,
188,-0.001,0,0,0,0,0.172,-0.019,-0.023,0.018,0.003,
189,-0.001,0,0,0,0,0.172,-0.019,-0.023,0.018,0.003,
190,-0.001,0,0,0,0,0.172,-0.019,-0.023,0.018,0.019,
191,-0.001,0,0,0,0,0.172,-0.019,-0.023,0.018,0.019,
192,-0.001,0,0,0,0,0.172,-0.019,-0.023,0.018,0.019,
193,-0.001,0,0,0,0,0.172,-0.019,-0.023,0.018,0.019,
194,-0.001,0,0,0,0,0.172,-0.019,-0.023,0.018,0.019,
195,-0.001,0,0,0,0,0.172,-0.019,-0.023,0.018,0.019,
196,-0.001,0,0,0,0,0.172,-0.019,-0.023,0.018,0.019,
197,-0.001,0,0,0,0,0.199,-0.019,-0.023,0.018,0.019,
198,-0.001,0,0,0,0,0.199,0.013,-0.023,0.018,0.019,
199,-0.001,0,0,0,0,0.199,0.013,0.011,0.018,0.019,
200,-0.001,0,0,0,0,0.199,0.013,0.011,0.018,0.019,
201,-0.001,0,0,0,0,0.199,0.013,0.011,-0.01,0.019,
202,-0.001,0,0,0,0,0.199,0.013,0.011,-0.01,0.014,
203,-0.001,0,0,0,0,0.199,0.013,0.011,-0.01,0.014,
204,-0.001,0,0,0,0,0.199,0.013,0.011,-0.01,0.014,
205,-0.001,0,0,0,0,0.199,0.013,0.011,-0.01,0.014,
206,-0.001,0,0,0,0,0.199,0.013,0.011,-0.01,0.014,
207,-0.001,0,0,0,0,0.199,0.013,0.011,-0.01,0.014,
208,-0.001,0,0,0,0,0.199,0.013,0.011,-0.01,0.014,
209,-0.001,0,0,0,0,0.199,0.013,0.011,-0.01,0.014,
210,-0.001,0,0,0,0,0.199,0.002,0.011,-0.01,0.014,
211,-0.001,0,0,0,0,0.199,0.002,0.011,-0.01,0.014,
212,-0.001,0,0,0,0,0.199,0.002,0.011,-0.01,0.014,
213,-0.001,0,0,0,0,0.199,0.002,0.011,-0.044,0.014,
214,-0.001,0,0,0,0,0.199,0.002,0.011,-0.044,-0.014,
215,-0.001,0,0,0,0,0.199,0.002,0.011,-0.044,-0.014,
216,-0.001,0,0,0,0,0.199,0.002,0.011,-0.044,-0.014,
217,-0.001,0,0,0,0,0.199,0.002,0.011,-0.044,-0.014,
218,-0.001,0,0,0,0,0.199,0.002,0.011,-0.044,-0.014,
219,-0.001,0,0,0,0,0.199,0.002,0.011,-0.044,-0.014,
220,-0.001,0,0,0,0,0.199,0.002,0.011,-0.044,-0.014,
221,-0.001,0,0,0,0,0.172,0.002,0.011,-0.044,-0.014,
222,-0.001,0,0,0,0,0.172,-0.009,0.011,-0.044,-0.014,
223,-0.001,0,0,0,0,0.172,-0.009,0.011,-0.044,-0.014,
224,-0.001,0,0,0,0,0.172,-0.009,0.022,-0.044,-0.014,
225,-0.001,0,0,0,0,0.172,-0.009,0.022,-0.004,-0.014,
226,-0.001,0,0,0,0,0.172,-0.009,0.022,-0.004,0.003,
227,-0.001,0,0,0,0,0.172,-0.009,0.022,-0.004,0.003,
228,-0.001,0,0,0,0,0.172,-0.009,0.022,-0.004,0.003,
229,-0.001,0,0,0,0,0.172,-0.009,0.022,-0.004,0.003,
230,-0.001,0,0,0,0,0.172,-0.009,0.022,-0.004,0.003,
231,-0.001,0,0,0,0,0.172,-0.009,0.022,-0.004,0.003,
232,-0.001,0,0,0,0,0.172,-0.009,0.022,-0.004,0.003,
233,-0.001,0,0,0,0,0.238,-0.009,0.022,-0.004,0.003,
234,-0.001,0,0,0,0,0.238,-0.009,0.022,-0.004,0.003,
235,-0.001,0,0,0,0,0.238,-0.009,0.022,-0.004,0.003,
236,-0.001,0,0,0,0,0.238,-0.009,-0.04,-0.004,0.003,
237,-0.001,0,0,0,0,0.238,-0.009,-0.04,-0.044,0.003,
238,-0.001,0,0,0,0,0.238,-0.009,-0.04,-0.044,0.003,
239,-0.001,0,0,0,0,0.238,-0.009,-0.04,-0.044,0.003,
240,-0.001,0,0,0,0,0.238,-0.009,-0.04,-0.044,0.003,
241,-0.001,0,0,0,0,0.238,-0.009,-0.04,-0.044,0.003,
242,-0.001,0,0,0,0,0.238,-0.009,-0.04,-0.044,0.003,
243,-0.001,0,0,0,0,0.238,-0.009,-0.04,-0.044,0.003,
244,-0.001,0,0,0,0,0.238,-0.009,-0.04,-0.044,0.003,
245,-0.001,0,0,0,0,0.138,-0.009,-0.04,-0.044,0.003,
246,-0.001,0,0,0,0,0.138,-0.009,-0.04,-0.044,0.003,
247,-0.001,0,0,0,0,0.138,-0.009,-0.04,-0.044,0.003,
248,-0.001,0,0,0,0,0.138,-0.009,0.017,-0.044,0.003,
249,-0.001,0,0,0,0,0.138,-0.009,0.017,-0.004,0.003,
250,-0.001,0,0,0,0,0.138,-0.009,0.017,-0.004,0.003,
251,-0.001,0,0,0,0,0.138,-0.009,0.017,-0.004,-0.009,
252,-0.001,0,0,0,0,0.138,-0.009,0.017,-0.004,-0.009,
253,-0.001,0,0,0,0,0.138,-0.009,0.017,-0.004,-0.009,
254,-0.001,0,0,0,0,0.138,-0.009,0.017,-0.004,-0.009,
255,-0.001,0,0,0,0,0.138,-0.009,0.017,-0.004,-0.009,
256,-0.001,0,0,0,0,0.138,-0.009,0.017,-0.004,-0.009,
