count, lifter pos (mm), left pedal pos (mm), left slider pos (mm), right pedal pos (mm), right slider pos (mm), lifter current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A)
0,0,0,-42.486,0,63.726,-0.076,0.677,1.023,-0.038,-2.28,
1,0,0,-42.486,0,63.726,-0.076,0.677,1.023,-0.038,-2.28,
2,0,0.003,-54.852,0,72.636,-0.076,0.677,1.023,-0.038,-2.28,
3,0,0.003,-54.852,0,72.636,0.038,0.581,1.395,0.001,-2.28,
4,0,0.003,-54.852,0,72.636,0.038,0.581,1.395,0.001,-3.141,
5,0,0,-65.868,0,72.636,0.038,0.581,1.395,0.001,-3.141,
6,0,0,-65.868,0,80.01,0.027,0.06,1.395,0.001,-3.141,
7,0,0,-65.868,0,80.01,0.027,0.06,1.306,-0.027,-2.952,
8,0,0,-65.868,0,80.01,0.027,0.06,1.306,-0.027,-2.952,
9,0,0.003,-74.514,0,80.01,0.027,0.06,1.306,-0.027,-2.952,
10,0,0.003,-74.514,0,85.212,-0.007,0.355,2.488,-0.027,-2.952,
11,0,0.003,-74.514,0,85.212,-0.007,0.355,2.488,-0.01,-2.581,
12,0,0,-74.514,0,85.212,-0.007,0.355,2.488,-0.01,-2.581,
13,0,0,-81.378,0,88.44,0.027,0.355,2.488,-0.01,-2.581,
14,0,0,-81.378,0,88.44,0.027,0.505,3.022,-0.01,-2.949,
15,0,0,-81.378,0,88.44,0.027,0.505,3.022,-0.01,-2.949,
16,0,0.003,-86.22,0,88.44,0.027,0.505,3.022,-0.01,-2.949,
17,0,0.003,-86.22,0,89.568,0.05,0.054,2.719,-0.01,-2.949,
18,0,0.003,-86.22,0,89.568,0.05,0.054,2.719,0.001,0.904,
19,0,0,-86.22,0,89.568,0.05,0.054,2.719,0.001,0.904,
20,0,0,-88.842,0,89.55,0.05,0.054,2.719,0.001,0.904,
21,0,0,-88.842,0,89.55,0.061,0.516,2.93,-0.044,0.904,
22,0,0,-88.842,0,89.55,0.061,0.516,2.93,-0.044,0.527,
23,0,0,-89.454,0,89.55,0.061,0.516,2.93,-0.044,0.527,
24,0,0,-89.454,0,89.55,0.061,0.516,2.93,-0.044,0.527,
25,0,0,-89.454,0,89.55,0.061,0.516,2.93,-0.044,0.527,
26,0,0,-89.454,0,89.592,0.061,0.516,2.93,-0.044,0.527,
27,0,0,-89.454,0,89.592,-0.019,0.516,2.93,-0.044,0.527,
28,0,0,-89.454,0,89.592,-0.019,0.516,2.93,-0.044,0.527,
29,0,0,-89.454,0,89.592,-0.019,0.731,4.59,-0.038,-3.96,
30,0,0,-89.454,0,89.592,-0.019,0.731,4.59,-0.038,-3.96,
31,0,0.003,-86.988,0,89.592,-0.019,0.731,4.59,-0.038,-3.96,
32,0,0.003,-86.988,0,88.62,0.05,0.527,4.59,-0.038,-3.96,
33,0,0.003,-86.988,0,88.62,0.05,0.527,4.784,-0.021,-4.633,
34,0,0.003,-86.988,0,88.62,0.05,0.527,4.784,-0.021,-4.633,
35,0,0,-82.572,0,85.344,0.05,0.527,4.784,-0.021,-4.633,
36,0,0,-82.572,0,85.344,-0.03,0.548,4.3,-0.021,-4.633,
37,0,0,-82.572,0,85.344,-0.03,0.548,4.3,-0.021,-4.481,
38,0,0,-76.002,0,85.344,-0.03,0.548,4.3,-0.021,-4.481,
39,0,0,-76.002,0,79.908,0.015,0.14,4.3,-0.021,-4.481,
40,0,0,-76.002,0,79.908,0.015,0.14,5.675,-0.015,-3.873,
41,0,0,-76.002,0,79.908,0.015,0.14,5.675,-0.015,-3.873,
42,0,0,-67.404,0,79.908,0.015,0.14,5.675,-0.015,-3.873,
43,0,0,-67.404,0,72.366,-0.019,0.14,3.462,-0.015,-3.873,
44,0,0,-67.404,0,72.366,-0.019,0.14,3.462,-0.01,-4.951,
45,0,0,-67.404,0,72.366,-0.019,0.14,3.462,-0.01,-4.951,
46,0,0,-56.676,0,62.496,-0.019,0.14,3.462,-0.01,-4.951,
47,0,0,-56.676,0,62.496,-0.019,0.14,2.608,-0.032,-4.951,
48,0,0,-56.676,0,62.496,-0.019,0.14,2.608,-0.032,-4.599,
49,0,0,-43.782,0,62.496,-0.019,0.14,2.608,-0.032,-4.599,
50,0,0,-43.782,0,50.958,0.05,0.129,2.608,-0.032,-4.599,
51,0,0,-43.782,0,50.958,0.05,0.129,4.612,-0.032,-4.963,
52,0,0,-43.782,0,50.958,0.05,0.129,4.612,-0.032,-4.963,
53,0,0,-28.77,0,37.068,0.05,0.129,4.612,-0.032,-4.963,
54,0,0,-28.77,0,37.068,0.027,0.14,6.379,0.001,-4.963,
55,0,0,-28.77,0,37.068,0.027,0.14,6.379,0.001,-5.307,
56,0,0,-28.77,0,37.068,0.027,0.14,6.379,0.001,-5.307,
57,0,0,-11.676,0,21.096,0.061,0.14,6.379,0.001,-5.307,
58,0,0,-11.676,0,21.096,0.061,0.129,3.511,0.018,-4.137,
59,0,0,-11.676,0,21.096,0.061,0.129,3.511,0.018,-4.137,
60,0,0,6.708,0,21.096,0.061,0.129,3.511,0.018,-4.137,
61,0,0,6.708,0,4.008,-0.019,0.119,-1.398,-0.038,-4.137,
62,0,0,6.708,0,4.008,-0.019,0.119,-1.398,-0.038,1.957,
63,0,0,22.59,0,4.008,-0.019,0.119,-1.398,-0.038,1.957,
64,0,0,22.59,0,-13.068,0.061,0.119,-0.327,-0.038,1.957,
65,0,0,22.59,0,-13.068,0.061,0.119,-0.327,-0.044,1.642,
66,0,0,22.59,0,-13.068,0.061,0.119,-0.327,-0.044,1.642,
67,0,0,37.464,0,-29.088,-0.065,0.119,-0.327,-0.044,1.642,
68,0,0,37.464,0,-29.088,-0.065,0.14,-4.029,0.007,3.979,
69,0,0,37.464,0,-29.088,-0.065,0.14,-4.029,0.007,3.979,
70,0,-0.003,50.502,0,-29.088,-0.065,0.14,-4.029,0.007,3.979,
71,0,-0.003,50.502,0,-43.236,-0.065,0.039,-4.175,0.007,3.979,
72,0,-0.003,50.502,0,-43.236,-0.065,0.039,-4.175,0.013,3.053,
73,0,-0.003,61.122,0,-43.236,-0.065,0.039,-4.175,0.013,3.053,
74,0,-0.003,61.122,0,-55.236,0.072,0.065,-4.175,0.013,3.053,
75,0,-0.003,61.122,0,-55.236,0.072,0.065,-3.239,-0.01,2.634,
76,0,-0.003,61.122,0,-55.236,0.072,0.065,-3.239,-0.01,2.634,
77,0,0,71.1,-0.003,-55.236,0.072,0.065,-3.239,-0.01,2.634,
78,0,0,71.1,-0.003,-66.072,0.004,0.151,-1.63,-0.01,2.634,
79,0,0,71.1,-0.003,-66.072,0.004,0.151,-1.63,0.052,3.394,
80,0,0,77.916,-0.003,-66.072,0.004,0.151,-1.63,0.052,3.394,
81,0,0,77.916,-0.003,-73.968,-0.019,0.162,-1.63,0.052,3.394,
82,0,0,77.916,-0.003,-73.968,-0.019,0.162,-3.011,0.046,2.211,
83,0,0,77.916,-0.003,-73.968,-0.019,0.162,-3.011,0.046,2.211,
84,0,0,83.664,-0.003,-80.79,-0.019,0.162,-3.011,0.046,2.211,
85,0,0,83.664,-0.003,-80.79,0.072,0.151,-2.274,0.03,2.796,
86,0,0,83.664,-0.003,-80.79,0.072,0.151,-2.274,0.03,2.796,
87,0,0,87.282,-0.003,-80.79,0.072,0.151,-2.274,0.03,2.796,
88,0,0,87.282,-0.003,-85.368,0.061,0.162,-2.769,0.03,2.796,
89,0,0,87.282,-0.003,-85.368,0.061,0.162,-2.769,0.131,2.773,
90,0,0,89.196,-0.003,-85.368,0.061,0.162,-2.769,0.131,2.773,
91,0,0,89.196,-0.003,-88.188,-0.03,0.172,-3.103,0.131,2.773,
92,0,0,89.196,-0.003,-88.188,-0.03,0.172,-3.103,-0.021,2.75,
93,0,0,89.196,-0.003,-88.188,-0.03,0.172,-3.103,-0.021,2.75,
94,0,0,89.196,-0.003,-88.188,-0.03,0.172,-3.103,-0.021,2.75,
95,0,0,89.196,-0.003,-88.188,-0.03,0.172,-3.103,-0.021,2.75,
96,0,0,89.484,-0.003,-88.188,-0.03,0.172,-3.103,-0.021,2.75,
97,0,0,89.484,-0.003,-88.188,-0.03,0.172,-3.103,-0.021,2.75,
98,0,0,89.484,-0.003,-89.46,0.095,0.172,-3.103,-0.021,2.75,
99,0,0,89.484,-0.003,-89.46,0.095,0.172,-4.689,-0.004,4.281,
100,0,0,89.484,-0.003,-89.46,0.095,0.172,-4.689,-0.004,4.281,
101,0,0,86.754,-0.003,-88.356,-0.007,0.172,-4.689,-0.004,4.281,
102,0,0,86.754,-0.003,-88.356,-0.007,0.151,-4.444,0.007,4.583,
103,0,0,86.754,-0.003,-88.356,-0.007,0.151,-4.444,0.007,4.583,
104,0,0,83.226,0,-85.95,0.027,0.151,-4.444,0.007,4.583,
105,0,0,83.226,0,-85.95,0.027,0.162,-4.267,0.007,5.023,
