count, lifter pos (mm), left pedal pos (mm), left slider pos (mm), right pedal pos (mm), right slider pos (mm), lifter current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A)
0,-2.446,0,0,0,0,0.014,-0.959,0.264,0.569,-0.054,
1,-2.446,0,0,0,0,0.014,-0.959,0.264,0.569,-0.054,
2,-2.446,0,0,0,0,0.005,-0.959,0.264,0.569,-0.054,
3,-2.446,0,0,0,0,0.005,-0.959,0.264,0.569,-0.054,
4,-2.446,0,0,0,0,0.005,-0.959,0.225,0.569,-0.054,
5,-2.446,0,0,0,0,0.005,-0.959,0.225,0.569,-0.054,
6,-2.446,0,0,0,0,0.005,-0.959,0.225,0.581,-0.054,
7,-2.446,0,0,0,0,0.005,-0.959,0.225,0.581,-0.087,
8,-2.446,0,0,0,0,0.005,-0.959,0.225,0.581,-0.087,
9,-2.446,0,0,0,0,0.005,-0.959,0.225,0.581,-0.087,
10,-2.446,0,0,0,0,0.005,-0.959,0.225,0.581,-0.087,
11,-2.446,0,0,0,0,0.005,-0.959,0.225,0.581,-0.087,
12,-2.446,0,0,0,0,0.005,-0.959,0.225,0.581,-0.087,
13,-2.446,0,0,0,0,0.005,-0.959,0.225,0.581,-0.087,
14,-2.446,0,0,0,0,0.005,-0.959,0.225,0.581,-0.087,
15,-2.446,0,0,0,0,0.005,-0.981,0.225,0.581,-0.087,
16,-2.446,0,0,0,0,0.005,-0.981,0.225,0.581,-0.087,
17,-2.446,0,0,0,0,0.005,-0.981,0.259,0.581,-0.087,
18,-2.446,0,0,0,0,0.005,-0.981,0.259,0.558,-0.087,
19,-2.446,0,0,0,0,0.005,-0.981,0.259,0.558,-0.059,
20,-2.446,0,0,0,0,0.005,-0.981,0.259,0.558,-0.059,
21,-2.446,0,0,0,0,0.005,-0.981,0.259,0.558,-0.059,
22,-2.446,0,0,0,0,0.005,-0.981,0.259,0.558,-0.059,
23,-2.446,0,0,0,0,0.005,-0.981,0.259,0.558,-0.059,
24,-2.446,0,0,0,0,0.005,-0.981,0.259,0.558,-0.059,
25,-2.446,0,0,0,0,0.005,-0.981,0.259,0.558,-0.059,
