count, lifter pos (mm), left pedal pos (mm), left slider pos (mm), right pedal pos (mm), right slider pos (mm), lifter current (A), left pedal current (A), left slider current (A), right pedal current (A), right slider current (A)
0,0,0,0.366,0,9.264,0.201,0.284,7.018,0.287,-5.132,
1,0,0,0.366,0,9.264,0.201,0.284,-4.772,0.23,-4.225,
2,0,0,0.366,0,9.264,0.201,0.284,-4.772,0.23,-4.225,
3,0,0,16.692,0,-7.308,0.201,0.284,-4.772,0.23,-4.225,
4,0,0,16.692,0,-7.308,0.155,0.306,-3.763,0.082,-4.225,
5,0,0,16.692,0,-7.308,0.155,0.306,-3.763,0.082,3.319,
6,0,0,30.084,0,-7.308,0.155,0.306,-3.763,0.082,3.319,
7,0,0,30.084,0,-22.134,0.132,0.284,-3.763,0.082,3.319,
8,0,0,30.084,0,-22.134,0.132,0.284,-1.964,0.27,1.57,
9,0,0,30.084,0,-22.134,0.132,0.284,-1.964,0.27,1.57,
10,0,0,42.738,0,-22.134,0.132,0.284,-1.964,0.27,1.57,
11,0,0,42.738,0,-35.844,0.155,0.284,-1.879,0.27,1.57,
12,0,0,42.738,0,-35.844,0.155,0.284,-1.879,0.229,1.456,
13,0,0,42.738,0,-35.844,0.155,0.284,-1.879,0.229,1.456,
14,0,0,53.526,0,-47.688,0.155,0.284,-1.879,0.229,1.456,
15,0,0,53.526,0,-47.688,0.087,0.295,-2.604,0.229,1.456,
16,0,0,53.526,0,-47.688,0.087,0.295,-2.604,0.229,1.841,
17,0,0,53.526,0,-47.688,0.087,0.295,-2.604,0.229,1.841,
18,0,0,62.592,0,-57.852,0.167,0.295,-2.604,0.229,1.841,
19,0,0,62.592,0,-57.852,0.167,0.284,-2.862,0.229,1.841,
20,0,0,62.592,0,-57.852,0.167,0.284,-2.862,0.229,2.106,
21,0,0,69.834,0,-57.852,0.167,0.284,-2.862,0.229,2.106,
22,0,0,69.834,0,-66.126,0.201,0.284,-2.862,0.229,2.106,
23,0,0,69.834,0,-66.126,0.201,0.284,-1.607,0.239,2.524,
24,0,0,69.834,0,-66.126,0.201,0.284,-1.607,0.239,2.524,
25,0,0,74.91,0,-66.126,0.201,0.284,-1.607,0.239,2.524,
26,0,0,74.91,0,-72.282,0.224,0.284,-2.535,0.239,2.524,
27,0,0,74.91,0,-72.282,0.224,0.284,-2.535,0.247,2.258,
28,0,0,74.91,0,-72.282,0.224,0.284,-2.535,0.247,2.258,
29,0,0,78.27,0,-76.728,0.064,0.284,-2.535,0.247,2.258,
30,0,0,78.27,0,-76.728,0.064,0.284,-2.539,0.258,2.258,
31,0,0,78.27,0,-76.728,0.064,0.284,-2.539,0.258,2.55,
32,0,0,79.518,0,-76.728,0.064,0.284,-2.539,0.258,2.55,
33,0,0,79.518,0,-79.05,0.189,0.306,-2.539,0.258,2.55,
34,0,0,79.518,0,-79.05,0.189,0.306,1.291,0.258,2.55,
35,0,0,79.518,0,-79.05,0.189,0.306,1.291,0.22,2.55,
