clockTime,deltaTime,absolutePosition,useStiffness
1.6875,0.642857142857143,150,0
2.33035714285714,0.642857142857143,75,1
3.07321428571429,1.61428571428571,0,0
4.6875,0.642857142857143,150,0
5.33035714285714,0.642857142857143,75,1
6.07321428571429,1.61428571428571,0,0
7.6875,0.642857142857143,150,0
8.33035714285714,0.642857142857143,75,1
9.07321428571429,1.61428571428571,0,0
10.6875,0.642857142857143,150,0
11.3303571428571,0.642857142857143,75,1
12.0732142857143,1.61428571428571,0,0
13.6875,0.642857142857143,150,0
14.3303571428571,0.642857142857143,75,1
15.0732142857143,1.61428571428571,0,0
16.6875,0.642857142857143,150,0
17.3303571428571,0.642857142857143,75,1
18.0732142857143,1.61428571428571,0,0
19.6875,0.642857142857143,150,0
20.3303571428571,0.642857142857143,75,1
21.0732142857143,1.61428571428571,0,0
22.6875,0.642857142857143,150,0
23.3303571428571,0.642857142857143,75,1
24.0732142857143,1.61428571428571,0,0
25.6875,0.642857142857143,150,0
26.3303571428571,0.642857142857143,75,1
27.0732142857143,1.61428571428571,0,0
28.6875,0.642857142857143,150,0
29.3303571428571,0.642857142857143,75,1
30.0732142857143,1.61428571428571,0,0
31.6875,0.642857142857143,150,0
32.3303571428571,0.642857142857143,75,1
33.0732142857143,1.61428571428571,0,0
34.6875,0.642857142857143,150,0
35.3303571428571,0.642857142857143,75,1
36.0732142857143,1.61428571428571,0,0
37.6875,0.642857142857143,150,0
38.3303571428571,0.642857142857143,75,1
39.0732142857143,1.61428571428571,0,0
40.6875,0.642857142857143,150,0
41.3303571428571,0.642857142857143,75,1
42.0732142857143,1.61428571428571,0,0
43.6875,0.642857142857143,150,0
44.3303571428571,0.642857142857143,75,1
45.0732142857143,1.61428571428571,0,0
46.6875,0.642857142857143,150,0
47.3303571428571,0.642857142857143,75,1
48.0732142857143,1.61428571428571,0,0
49.6875,0.642857142857143,150,0
50.3303571428571,0.642857142857143,75,1
51.0732142857143,1.61428571428571,0,0
52.6875,0.642857142857143,150,0
53.3303571428571,0.642857142857143,75,1
54.0732142857143,1.61428571428571,0,0
55.6875,0.642857142857143,150,0
56.3303571428571,0.642857142857143,75,1
57.0732142857143,1.61428571428571,0,0
58.6875,0.642857142857143,150,0
59.3303571428571,0.642857142857143,75,1
60.0732142857143,1.61428571428571,0,0
61.6875,0.642857142857143,150,0
62.3303571428571,0.642857142857143,75,1
63.0732142857143,1.61428571428571,0,0
64.6875,0.642857142857143,150,0
65.3303571428571,0.642857142857143,75,1
66.0732142857143,1.61428571428571,0,0
67.6875,0.642857142857143,150,0
68.3303571428571,0.642857142857143,75,1
69.0732142857143,1.61428571428571,0,0
70.6875,0.642857142857143,150,0
71.3303571428571,0.642857142857143,75,1
72.0732142857143,1.61428571428571,0,0
73.6875,0.642857142857143,150,0
74.3303571428571,0.642857142857143,75,1
75.0732142857143,1.61428571428571,0,0
76.6875,0.642857142857143,150,0
77.3303571428571,0.642857142857143,75,1
78.0732142857143,1.61428571428571,0,0
79.6875,0.642857142857143,150,0
80.3303571428571,0.642857142857143,75,1
81.0732142857143,1.61428571428571,0,0
82.6875,0.642857142857143,150,0
83.3303571428571,0.642857142857143,75,1
84.0732142857143,1.61428571428571,0,0
85.6875,0.642857142857143,150,0
86.3303571428571,0.642857142857143,75,1
87.0732142857143,1.61428571428571,0,0
