clockTime,deltaTime,absolutePosition,useStiffness
0.825,1.28571428571429,0,0
2.11071428571429,1.71428571428571,-20,0
3.825,1.28571428571429,0,0
5.11071428571429,1.71428571428571,-20,0
6.825,1.28571428571429,0,0
8.11071428571429,1.71428571428571,-20,0
9.825,1.28571428571429,0,0
11.1107142857143,1.71428571428571,-20,0
12.825,1.28571428571429,0,0
14.1107142857143,1.71428571428571,-20,0
15.825,1.28571428571429,0,0
17.1107142857143,1.71428571428571,-20,0
18.825,1.28571428571429,0,0
20.1107142857143,1.71428571428571,-20,0
21.825,1.28571428571429,0,0
23.1107142857143,1.71428571428571,-20,0
24.825,1.28571428571429,0,0
26.1107142857143,1.71428571428571,-20,0
27.825,1.28571428571429,0,0
29.1107142857143,1.71428571428571,-20,0
30.825,1.28571428571429,0,0
32.1107142857143,1.71428571428571,-20,0
33.825,1.28571428571429,0,0
35.1107142857143,1.71428571428571,-20,0
36.825,1.28571428571429,0,0
38.1107142857143,1.71428571428571,-20,0
39.825,1.28571428571429,0,0
41.1107142857143,1.71428571428571,-20,0
42.825,1.28571428571429,0,0
44.1107142857143,1.71428571428571,-20,0
45.825,1.28571428571429,0,0
47.1107142857143,1.71428571428571,-20,0
48.825,1.28571428571429,0,0
50.1107142857143,1.71428571428571,-20,0
51.825,1.28571428571429,0,0
53.1107142857143,1.71428571428571,-20,0
54.825,1.28571428571429,0,0
56.1107142857143,1.71428571428571,-20,0
57.825,1.28571428571429,0,0
59.1107142857143,1.71428571428571,-20,0
60.825,1.28571428571429,0,0
62.1107142857143,1.71428571428571,-20,0
63.825,1.28571428571429,0,0
65.1107142857143,1.71428571428571,-20,0
66.825,1.28571428571429,0,0
68.1107142857143,1.71428571428571,-20,0
69.825,1.28571428571429,0,0
71.1107142857143,1.71428571428571,-20,0
72.825,1.28571428571429,0,0
74.1107142857143,1.71428571428571,-20,0
75.825,1.28571428571429,0,0
77.1107142857143,1.71428571428571,-20,0
