clockTime,deltaTime,absolutePosition,useStiffness
0.3,0.6,150,0
0.9,0.6,75,1
1.5,1.8,0,0
3.3,0.6,155,0
3.9,0.6,80,1
4.5,1.8,5,0
6.3,0.6,160,0
6.9,0.6,85,1
7.5,1.8,10,0
9.3,0.6,165,0
9.9,0.6,90,1
10.5,1.8,15,0
12.3,0.6,170,0
12.9,0.6,95,1
13.5,1.8,20,0
15.3,0.6,175,0
15.9,0.6,100,1
16.5,1.8,25,0
18.3,0.6,180,0
18.9,0.6,105,1
19.5,1.8,30,0
21.3,0.6,185,0
21.9,0.6,110,1
22.5,1.8,35,0
24.3,0.6,190,0
24.9,0.6,115,1
25.5,1.8,40,0
27.3,0.6,195,0
27.9,0.6,120,1
28.5,1.8,45,0
