clockTime,deltaTime,absolutePosition,useStiffness
1.125,0.642857142857143,180,0
1.76785714285714,0.642857142857143,0,1
4.125,0.642857142857143,180,0
4.76785714285714,0.642857142857143,0,1
7.125,0.642857142857143,180,0
7.76785714285714,0.642857142857143,0,1
10.125,0.642857142857143,180,0
10.7678571428571,0.642857142857143,0,1
13.125,0.642857142857143,180,0
13.7678571428571,0.642857142857143,0,1
16.125,0.642857142857143,180,0
16.7678571428571,0.642857142857143,0,1
19.125,0.642857142857143,180,0
19.7678571428571,0.642857142857143,0,1
22.125,0.642857142857143,180,0
22.7678571428571,0.642857142857143,0,1
25.125,0.642857142857143,180,0
25.7678571428571,0.642857142857143,0,1
28.125,0.642857142857143,180,0
28.7678571428571,0.642857142857143,0,1
31.125,0.642857142857143,180,0
31.7678571428571,0.642857142857143,0,1
34.125,0.642857142857143,180,0
34.7678571428571,0.642857142857143,0,1
37.125,0.642857142857143,180,0
37.7678571428571,0.642857142857143,0,1
40.125,0.642857142857143,180,0
40.7678571428571,0.642857142857143,0,1
43.125,0.642857142857143,180,0
43.7678571428571,0.642857142857143,0,1
46.125,0.642857142857143,180,0
46.7678571428571,0.642857142857143,0,1
49.125,0.642857142857143,180,0
49.7678571428571,0.642857142857143,0,1
52.125,0.642857142857143,180,0
52.7678571428571,0.642857142857143,0,1
55.125,0.642857142857143,180,0
55.7678571428571,0.642857142857143,0,1
58.125,0.642857142857143,180,0
58.7678571428571,0.642857142857143,0,1
61.125,0.642857142857143,180,0
61.7678571428571,0.642857142857143,0,1
64.125,0.642857142857143,180,0
64.7678571428571,0.642857142857143,0,1
67.125,0.642857142857143,180,0
67.7678571428571,0.642857142857143,0,1
70.125,0.642857142857143,180,0
70.7678571428571,0.642857142857143,0,1
73.125,0.642857142857143,180,0
73.7678571428571,0.642857142857143,0,1
76.125,0.642857142857143,180,0
76.7678571428571,0.642857142857143,0,1
79.125,0.642857142857143,180,0
79.7678571428571,0.642857142857143,0,1
82.125,0.642857142857143,180,0
82.7678571428571,0.642857142857143,0,1
85.125,0.642857142857143,180,0
85.7678571428571,0.642857142857143,0,1
88.125,0.642857142857143,180,0
88.7678571428571,0.642857142857143,0,1
91.125,0.642857142857143,180,0
91.7678571428571,0.642857142857143,0,1
94.125,0.642857142857143,180,0
94.7678571428571,0.642857142857143,0,1
97.125,0.642857142857143,180,0
97.7678571428571,0.642857142857143,0,1
101.5,1.5,0,0
