period,tiltBackwardDeg,tiltForwardDeg,tiltBackwardTimeRate,tiltForwardTimeRate,startClockTimeLeftTilt,startClockTimeRightTilt,leftTiltDeltaTimeB,leftTiltDeltaTimeF,rightTiltDeltaTimeB,rightTiltDeltaTimeF,leftTiltDelayTimeB,leftTiltDelayTimeF,rightTiltDelayTimeB,rightTiltDelayTimeF
3,0,-20,3,4,1.5,0,1.28571428571429,1.71428571428571,1.28571428571429,1.71428571428571,0,0,0,0
